Ls TT EB_gmv TEB_gmv
1265 3.295230e-19 2.354033e-19 1.353952e-19
1266 3.284229e-19 2.350254e-19 1.350783e-19
1267 3.273307e-19 2.346487e-19 1.347623e-19
1268 3.262445e-19 2.342732e-19 1.344473e-19
1269 3.251621e-19 2.338989e-19 1.341333e-19
1270 3.240817e-19 2.335257e-19 1.338202e-19
1271 3.230017e-19 2.331538e-19 1.335080e-19
1272 3.219224e-19 2.327830e-19 1.331968e-19
1273 3.208448e-19 2.324135e-19 1.328866e-19
1274 3.197696e-19 2.320451e-19 1.325773e-19
1275 3.186978e-19 2.316780e-19 1.322690e-19
1276 3.176302e-19 2.313121e-19 1.319617e-19
1277 3.165676e-19 2.309473e-19 1.316554e-19
1278 3.155107e-19 2.305838e-19 1.313500e-19
1279 3.144600e-19 2.302214e-19 1.310457e-19
1280 3.134163e-19 2.298603e-19 1.307423e-19
1281 3.123801e-19 2.295003e-19 1.304400e-19
1282 3.113519e-19 2.291415e-19 1.301386e-19
1283 3.103323e-19 2.287839e-19 1.298383e-19
1284 3.093201e-19 2.284274e-19 1.295390e-19
1285 3.083129e-19 2.280722e-19 1.292407e-19
1286 3.073082e-19 2.277180e-19 1.289434e-19
1287 3.063036e-19 2.273651e-19 1.286472e-19
1288 3.052968e-19 2.270133e-19 1.283520e-19
1289 3.042853e-19 2.266625e-19 1.280577e-19
1290 3.032694e-19 2.263129e-19 1.277643e-19
1291 3.022528e-19 2.259644e-19 1.274718e-19
1292 3.012392e-19 2.256169e-19 1.271802e-19
1293 3.002325e-19 2.252704e-19 1.268893e-19
1294 2.992364e-19 2.249249e-19 1.265992e-19
1295 2.982549e-19 2.245803e-19 1.263099e-19
1296 2.972895e-19 2.242368e-19 1.260212e-19
1297 2.963364e-19 2.238941e-19 1.257332e-19
1298 2.953910e-19 2.235524e-19 1.254458e-19
1299 2.944485e-19 2.232115e-19 1.251590e-19
1300 2.935043e-19 2.228715e-19 1.248727e-19
1301 2.925536e-19 2.225323e-19 1.245870e-19
1302 2.915928e-19 2.221941e-19 1.243018e-19
1303 2.906244e-19 2.218567e-19 1.240173e-19
1304 2.896534e-19 2.215202e-19 1.237335e-19
1305 2.886847e-19 2.211847e-19 1.234503e-19
1306 2.877231e-19 2.208501e-19 1.231678e-19
1307 2.867736e-19 2.205164e-19 1.228860e-19
1308 2.858407e-19 2.201837e-19 1.226050e-19
1309 2.849244e-19 2.198519e-19 1.223248e-19
1310 2.840202e-19 2.195211e-19 1.220453e-19
1311 2.831237e-19 2.191913e-19 1.217667e-19
1312 2.822302e-19 2.188625e-19 1.214890e-19
1313 2.813353e-19 2.185348e-19 1.212121e-19
1314 2.804345e-19 2.182080e-19 1.209361e-19
1315 2.795256e-19 2.178823e-19 1.206609e-19
1316 2.786114e-19 2.175575e-19 1.203867e-19
1317 2.776957e-19 2.172338e-19 1.201132e-19
1318 2.767820e-19 2.169110e-19 1.198407e-19
1319 2.758740e-19 2.165893e-19 1.195689e-19
1320 2.749752e-19 2.162686e-19 1.192979e-19
1321 2.740888e-19 2.159488e-19 1.190278e-19
1322 2.732132e-19 2.156301e-19 1.187584e-19
1323 2.723454e-19 2.153124e-19 1.184898e-19
1324 2.714820e-19 2.149956e-19 1.182220e-19
1325 2.706201e-19 2.146798e-19 1.179549e-19
1326 2.697563e-19 2.143650e-19 1.176886e-19
1327 2.688875e-19 2.140512e-19 1.174230e-19
1328 2.680134e-19 2.137383e-19 1.171582e-19
1329 2.671370e-19 2.134265e-19 1.168941e-19
1330 2.662613e-19 2.131155e-19 1.166308e-19
1331 2.653896e-19 2.128056e-19 1.163683e-19
1332 2.645251e-19 2.124966e-19 1.161065e-19
1333 2.636709e-19 2.121886e-19 1.158455e-19
1334 2.628292e-19 2.118815e-19 1.155853e-19
1335 2.619981e-19 2.115753e-19 1.153260e-19
1336 2.611745e-19 2.112701e-19 1.150674e-19
1337 2.603553e-19 2.109658e-19 1.148097e-19
1338 2.595374e-19 2.106625e-19 1.145528e-19
1339 2.587177e-19 2.103600e-19 1.142968e-19
1340 2.578934e-19 2.100585e-19 1.140415e-19
1341 2.570641e-19 2.097580e-19 1.137872e-19
1342 2.562326e-19 2.094583e-19 1.135336e-19
1343 2.554016e-19 2.091595e-19 1.132808e-19
1344 2.545738e-19 2.088615e-19 1.130287e-19
1345 2.537520e-19 2.085644e-19 1.127772e-19
1346 2.529388e-19 2.082682e-19 1.125264e-19
1347 2.521363e-19 2.079728e-19 1.122762e-19
1348 2.513433e-19 2.076782e-19 1.120266e-19
1349 2.505580e-19 2.073844e-19 1.117775e-19
1350 2.497785e-19 2.070914e-19 1.115288e-19
1351 2.490030e-19 2.067992e-19 1.112806e-19
1352 2.482295e-19 2.065078e-19 1.110328e-19
1353 2.474563e-19 2.062171e-19 1.107854e-19
1354 2.466825e-19 2.059271e-19 1.105383e-19
1355 2.459081e-19 2.056379e-19 1.102916e-19
1356 2.451333e-19 2.053494e-19 1.100453e-19
1357 2.443583e-19 2.050617e-19 1.097994e-19
1358 2.435832e-19 2.047748e-19 1.095541e-19
1359 2.428081e-19 2.044887e-19 1.093093e-19
1360 2.420333e-19 2.042033e-19 1.090651e-19
1361 2.412600e-19 2.039188e-19 1.088216e-19
1362 2.404896e-19 2.036352e-19 1.085787e-19
1363 2.397234e-19 2.033523e-19 1.083366e-19
1364 2.389628e-19 2.030703e-19 1.080953e-19
1365 2.382092e-19 2.027892e-19 1.078548e-19
1366 2.374641e-19 2.025090e-19 1.076153e-19
1367 2.367272e-19 2.022296e-19 1.073767e-19
1368 2.359961e-19 2.019512e-19 1.071390e-19
1369 2.352680e-19 2.016736e-19 1.069023e-19
1370 2.345401e-19 2.013970e-19 1.066665e-19
1371 2.338098e-19 2.011212e-19 1.064316e-19
1372 2.330741e-19 2.008464e-19 1.061976e-19
1373 2.323308e-19 2.005724e-19 1.059644e-19
1374 2.315812e-19 2.002993e-19 1.057319e-19
1375 2.308291e-19 2.000271e-19 1.055002e-19
1376 2.300781e-19 1.997558e-19 1.052692e-19
1377 2.293322e-19 1.994854e-19 1.050389e-19
1378 2.285951e-19 1.992158e-19 1.048093e-19
1379 2.278706e-19 1.989471e-19 1.045802e-19
1380 2.271612e-19 1.986793e-19 1.043518e-19
1381 2.264648e-19 1.984123e-19 1.041238e-19
1382 2.257781e-19 1.981462e-19 1.038964e-19
1383 2.250979e-19 1.978810e-19 1.036695e-19
1384 2.244207e-19 1.976166e-19 1.034430e-19
1385 2.237435e-19 1.973530e-19 1.032171e-19
1386 2.230629e-19 1.970901e-19 1.029916e-19
1387 2.223773e-19 1.968280e-19 1.027667e-19
1388 2.216879e-19 1.965667e-19 1.025422e-19
1389 2.209961e-19 1.963060e-19 1.023181e-19
1390 2.203031e-19 1.960460e-19 1.020945e-19
1391 2.196105e-19 1.957867e-19 1.018714e-19
1392 2.189195e-19 1.955281e-19 1.016488e-19
1393 2.182314e-19 1.952700e-19 1.014266e-19
1394 2.175471e-19 1.950126e-19 1.012048e-19
1395 2.168669e-19 1.947557e-19 1.009835e-19
1396 2.161913e-19 1.944994e-19 1.007626e-19
1397 2.155204e-19 1.942436e-19 1.005422e-19
1398 2.148547e-19 1.939884e-19 1.003222e-19
1399 2.141946e-19 1.937338e-19 1.001027e-19
1400 2.135402e-19 1.934799e-19 9.988370e-20
1401 2.128904e-19 1.932266e-19 9.966522e-20
1402 2.122440e-19 1.929739e-19 9.944727e-20
1403 2.115992e-19 1.927220e-19 9.922987e-20
1404 2.109548e-19 1.924708e-19 9.901303e-20
1405 2.103091e-19 1.922203e-19 9.879677e-20
1406 2.096607e-19 1.919706e-19 9.858112e-20
1407 2.090087e-19 1.917216e-19 9.836608e-20
1408 2.083544e-19 1.914735e-19 9.815167e-20
1409 2.076994e-19 1.912262e-19 9.793791e-20
1410 2.070453e-19 1.909797e-19 9.772481e-20
1411 2.063938e-19 1.907341e-19 9.751239e-20
1412 2.057465e-19 1.904894e-19 9.730061e-20
1413 2.051052e-19 1.902454e-19 9.708948e-20
1414 2.044708e-19 1.900023e-19 9.687898e-20
1415 2.038426e-19 1.897599e-19 9.666908e-20
1416 2.032199e-19 1.895182e-19 9.645978e-20
1417 2.026019e-19 1.892773e-19 9.625107e-20
1418 2.019878e-19 1.890371e-19 9.604292e-20
1419 2.013768e-19 1.887976e-19 9.583533e-20
1420 2.007682e-19 1.885588e-19 9.562828e-20
1421 2.001614e-19 1.883206e-19 9.542175e-20
1422 1.995560e-19 1.880830e-19 9.521573e-20
1423 1.989516e-19 1.878460e-19 9.501021e-20
1424 1.983479e-19 1.876096e-19 9.480517e-20
1425 1.977446e-19 1.873738e-19 9.460060e-20
1426 1.971414e-19 1.871386e-19 9.439651e-20
1427 1.965378e-19 1.869039e-19 9.419290e-20
1428 1.959341e-19 1.866699e-19 9.398979e-20
1429 1.953309e-19 1.864365e-19 9.378717e-20
1430 1.947288e-19 1.862037e-19 9.358506e-20
1431 1.941285e-19 1.859715e-19 9.338346e-20
1432 1.935307e-19 1.857401e-19 9.318239e-20
1433 1.929360e-19 1.855093e-19 9.298186e-20
1434 1.923451e-19 1.852792e-19 9.278186e-20
1435 1.917581e-19 1.850498e-19 9.258241e-20
1436 1.911747e-19 1.848211e-19 9.238351e-20
1437 1.905947e-19 1.845932e-19 9.218518e-20
1438 1.900176e-19 1.843660e-19 9.198742e-20
1439 1.894434e-19 1.841396e-19 9.179024e-20
1440 1.888715e-19 1.839140e-19 9.159365e-20
1441 1.883019e-19 1.836891e-19 9.139762e-20
1442 1.877343e-19 1.834650e-19 9.120217e-20
1443 1.871687e-19 1.832416e-19 9.100727e-20
1444 1.866052e-19 1.830188e-19 9.081293e-20
1445 1.860438e-19 1.827968e-19 9.061913e-20
1446 1.854846e-19 1.825755e-19 9.042586e-20
1447 1.849274e-19 1.823548e-19 9.023313e-20
1448 1.843723e-19 1.821348e-19 9.004091e-20
1449 1.838191e-19 1.819154e-19 8.984921e-20
1450 1.832670e-19 1.816966e-19 8.965802e-20
1451 1.827154e-19 1.814785e-19 8.946732e-20
1452 1.821638e-19 1.812609e-19 8.927711e-20
1453 1.816115e-19 1.810438e-19 8.908738e-20
1454 1.810579e-19 1.808274e-19 8.889813e-20
1455 1.805024e-19 1.806115e-19 8.870935e-20
1456 1.799457e-19 1.803961e-19 8.852105e-20
1457 1.793893e-19 1.801813e-19 8.833323e-20
1458 1.788347e-19 1.799671e-19 8.814589e-20
1459 1.782834e-19 1.797535e-19 8.795903e-20
1460 1.777370e-19 1.795405e-19 8.777266e-20
1461 1.771971e-19 1.793282e-19 8.758678e-20
1462 1.766651e-19 1.791164e-19 8.740140e-20
1463 1.761409e-19 1.789052e-19 8.721651e-20
1464 1.756230e-19 1.786948e-19 8.703212e-20
1465 1.751097e-19 1.784849e-19 8.684824e-20
1466 1.745993e-19 1.782757e-19 8.666486e-20
1467 1.740901e-19 1.780672e-19 8.648199e-20
1468 1.735806e-19 1.778593e-19 8.629963e-20
1469 1.730691e-19 1.776522e-19 8.611778e-20
1470 1.725551e-19 1.774457e-19 8.593644e-20
1471 1.720398e-19 1.772399e-19 8.575558e-20
1472 1.715243e-19 1.770347e-19 8.557519e-20
1473 1.710098e-19 1.768300e-19 8.539524e-20
1474 1.704976e-19 1.766260e-19 8.521573e-20
1475 1.699887e-19 1.764225e-19 8.503664e-20
1476 1.694843e-19 1.762195e-19 8.485793e-20
1477 1.689848e-19 1.760169e-19 8.467961e-20
1478 1.684891e-19 1.758149e-19 8.450164e-20
1479 1.679957e-19 1.756133e-19 8.432402e-20
1480 1.675034e-19 1.754121e-19 8.414672e-20
1481 1.670110e-19 1.752113e-19 8.396972e-20
1482 1.665171e-19 1.750108e-19 8.379302e-20
1483 1.660204e-19 1.748107e-19 8.361658e-20
1484 1.655202e-19 1.746108e-19 8.344040e-20
1485 1.650180e-19 1.744113e-19 8.326448e-20
1486 1.645152e-19 1.742122e-19 8.308886e-20
1487 1.640135e-19 1.740134e-19 8.291357e-20
1488 1.635146e-19 1.738151e-19 8.273863e-20
1489 1.630199e-19 1.736172e-19 8.256409e-20
1490 1.625311e-19 1.734198e-19 8.238997e-20
1491 1.620494e-19 1.732230e-19 8.221630e-20
1492 1.615743e-19 1.730267e-19 8.204312e-20
1493 1.611046e-19 1.728310e-19 8.187046e-20
1494 1.606390e-19 1.726359e-19 8.169834e-20
1495 1.601765e-19 1.724416e-19 8.152681e-20
1496 1.597158e-19 1.722479e-19 8.135589e-20
1497 1.592557e-19 1.720550e-19 8.118561e-20
1498 1.587952e-19 1.718628e-19 8.101600e-20
1499 1.583341e-19 1.716715e-19 8.084711e-20
1500 1.578728e-19 1.714810e-19 8.067892e-20
1501 1.574115e-19 1.712913e-19 8.051143e-20
1502 1.569507e-19 1.711024e-19 8.034459e-20
1503 1.564907e-19 1.709142e-19 8.017839e-20
1504 1.560319e-19 1.707267e-19 8.001279e-20
1505 1.555747e-19 1.705398e-19 7.984776e-20
1506 1.551193e-19 1.703536e-19 7.968328e-20
1507 1.546659e-19 1.701680e-19 7.951933e-20
1508 1.542147e-19 1.699829e-19 7.935586e-20
1509 1.537658e-19 1.697984e-19 7.919287e-20
1510 1.533193e-19 1.696144e-19 7.903030e-20
1511 1.528755e-19 1.694309e-19 7.886815e-20
1512 1.524345e-19 1.692478e-19 7.870638e-20
1513 1.519963e-19 1.690651e-19 7.854496e-20
1514 1.515605e-19 1.688828e-19 7.838387e-20
1515 1.511266e-19 1.687009e-19 7.822308e-20
1516 1.506940e-19 1.685193e-19 7.806260e-20
1517 1.502624e-19 1.683381e-19 7.790243e-20
1518 1.498312e-19 1.681572e-19 7.774258e-20
1519 1.493999e-19 1.679767e-19 7.758305e-20
1520 1.489682e-19 1.677967e-19 7.742385e-20
1521 1.485360e-19 1.676170e-19 7.726499e-20
1522 1.481038e-19 1.674377e-19 7.710648e-20
1523 1.476717e-19 1.672589e-19 7.694832e-20
1524 1.472403e-19 1.670805e-19 7.679052e-20
1525 1.468098e-19 1.669026e-19 7.663309e-20
1526 1.463804e-19 1.667251e-19 7.647602e-20
1527 1.459526e-19 1.665480e-19 7.631934e-20
1528 1.455266e-19 1.663715e-19 7.616304e-20
1529 1.451026e-19 1.661954e-19 7.600714e-20
1530 1.446806e-19 1.660199e-19 7.585163e-20
1531 1.442608e-19 1.658448e-19 7.569653e-20
1532 1.438433e-19 1.656702e-19 7.554182e-20
1533 1.434283e-19 1.654961e-19 7.538752e-20
1534 1.430158e-19 1.653225e-19 7.523360e-20
1535 1.426061e-19 1.651494e-19 7.508007e-20
1536 1.421989e-19 1.649767e-19 7.492694e-20
1537 1.417942e-19 1.648045e-19 7.477418e-20
1538 1.413918e-19 1.646327e-19 7.462181e-20
1539 1.409915e-19 1.644614e-19 7.446982e-20
1540 1.405932e-19 1.642906e-19 7.431820e-20
1541 1.401968e-19 1.641201e-19 7.416696e-20
1542 1.398021e-19 1.639501e-19 7.401609e-20
1543 1.394090e-19 1.637805e-19 7.386559e-20
1544 1.390173e-19 1.636114e-19 7.371545e-20
1545 1.386270e-19 1.634426e-19 7.356567e-20
1546 1.382379e-19 1.632742e-19 7.341625e-20
1547 1.378500e-19 1.631063e-19 7.326720e-20
1548 1.374630e-19 1.629387e-19 7.311851e-20
1549 1.370769e-19 1.627716e-19 7.297018e-20
1550 1.366915e-19 1.626049e-19 7.282223e-20
1551 1.363068e-19 1.624386e-19 7.267466e-20
1552 1.359228e-19 1.622727e-19 7.252746e-20
1553 1.355394e-19 1.621072e-19 7.238065e-20
1554 1.351565e-19 1.619422e-19 7.223422e-20
1555 1.347742e-19 1.617776e-19 7.208818e-20
1556 1.343922e-19 1.616134e-19 7.194253e-20
1557 1.340107e-19 1.614497e-19 7.179728e-20
1558 1.336297e-19 1.612865e-19 7.165243e-20
1559 1.332496e-19 1.611236e-19 7.150798e-20
1560 1.328706e-19 1.609613e-19 7.136394e-20
1561 1.324932e-19 1.607993e-19 7.122031e-20
1562 1.321177e-19 1.606379e-19 7.107709e-20
1563 1.317443e-19 1.604769e-19 7.093427e-20
1564 1.313735e-19 1.603163e-19 7.079185e-20
1565 1.310053e-19 1.601562e-19 7.064983e-20
1566 1.306396e-19 1.599965e-19 7.050818e-20
1567 1.302760e-19 1.598372e-19 7.036690e-20
1568 1.299141e-19 1.596783e-19 7.022598e-20
1569 1.295535e-19 1.595198e-19 7.008542e-20
1570 1.291938e-19 1.593617e-19 6.994521e-20
1571 1.288347e-19 1.592040e-19 6.980533e-20
1572 1.284758e-19 1.590466e-19 6.966578e-20
1573 1.281169e-19 1.588896e-19 6.952655e-20
1574 1.277585e-19 1.587330e-19 6.938763e-20
1575 1.274008e-19 1.585767e-19 6.924901e-20
1576 1.270442e-19 1.584207e-19 6.911068e-20
1577 1.266890e-19 1.582651e-19 6.897264e-20
1578 1.263356e-19 1.581097e-19 6.883488e-20
1579 1.259843e-19 1.579547e-19 6.869740e-20
1580 1.256354e-19 1.578000e-19 6.856020e-20
1581 1.252888e-19 1.576457e-19 6.842328e-20
1582 1.249442e-19 1.574916e-19 6.828666e-20
1583 1.246015e-19 1.573379e-19 6.815033e-20
1584 1.242602e-19 1.571845e-19 6.801429e-20
1585 1.239202e-19 1.570315e-19 6.787856e-20
1586 1.235812e-19 1.568788e-19 6.774313e-20
1587 1.232429e-19 1.567264e-19 6.760801e-20
1588 1.229052e-19 1.565744e-19 6.747320e-20
1589 1.225681e-19 1.564227e-19 6.733871e-20
1590 1.222316e-19 1.562714e-19 6.720454e-20
1591 1.218960e-19 1.561204e-19 6.707069e-20
1592 1.215612e-19 1.559698e-19 6.693717e-20
1593 1.212273e-19 1.558196e-19 6.680398e-20
1594 1.208945e-19 1.556697e-19 6.667113e-20
1595 1.205628e-19 1.555202e-19 6.653861e-20
1596 1.202323e-19 1.553710e-19 6.640644e-20
1597 1.199028e-19 1.552222e-19 6.627462e-20
1598 1.195742e-19 1.550739e-19 6.614315e-20
1599 1.192464e-19 1.549259e-19 6.601204e-20
1600 1.189192e-19 1.547784e-19 6.588129e-20
1601 1.185927e-19 1.546312e-19 6.575091e-20
1602 1.182665e-19 1.544845e-19 6.562091e-20
1603 1.179407e-19 1.543382e-19 6.549128e-20
1604 1.176153e-19 1.541924e-19 6.536204e-20
1605 1.172907e-19 1.540470e-19 6.523318e-20
1606 1.169671e-19 1.539021e-19 6.510472e-20
1607 1.166448e-19 1.537576e-19 6.497665e-20
1608 1.163240e-19 1.536137e-19 6.484899e-20
1609 1.160050e-19 1.534702e-19 6.472173e-20
1610 1.156881e-19 1.533272e-19 6.459489e-20
1611 1.153736e-19 1.531847e-19 6.446845e-20
1612 1.150612e-19 1.530426e-19 6.434240e-20
1613 1.147508e-19 1.529010e-19 6.421672e-20
1614 1.144421e-19 1.527597e-19 6.409139e-20
1615 1.141349e-19 1.526189e-19 6.396638e-20
1616 1.138290e-19 1.524783e-19 6.384167e-20
1617 1.135240e-19 1.523381e-19 6.371725e-20
1618 1.132199e-19 1.521982e-19 6.359310e-20
1619 1.129163e-19 1.520584e-19 6.346918e-20
1620 1.126134e-19 1.519189e-19 6.334549e-20
1621 1.123112e-19 1.517796e-19 6.322201e-20
1622 1.120099e-19 1.516404e-19 6.309870e-20
1623 1.117096e-19 1.515014e-19 6.297556e-20
1624 1.114102e-19 1.513624e-19 6.285256e-20
1625 1.111121e-19 1.512235e-19 6.272968e-20
1626 1.108152e-19 1.510846e-19 6.260689e-20
1627 1.105195e-19 1.509458e-19 6.248419e-20
1628 1.102250e-19 1.508069e-19 6.236159e-20
1629 1.099316e-19 1.506681e-19 6.223910e-20
1630 1.096392e-19 1.505294e-19 6.211675e-20
1631 1.093475e-19 1.503908e-19 6.199455e-20
1632 1.090566e-19 1.502524e-19 6.187254e-20
1633 1.087663e-19 1.501141e-19 6.175073e-20
1634 1.084765e-19 1.499761e-19 6.162914e-20
1635 1.081871e-19 1.498383e-19 6.150781e-20
1636 1.078981e-19 1.497009e-19 6.138673e-20
1637 1.076096e-19 1.495637e-19 6.126595e-20
1638 1.073215e-19 1.494269e-19 6.114548e-20
1639 1.070338e-19 1.492905e-19 6.102534e-20
1640 1.067466e-19 1.491546e-19 6.090556e-20
1641 1.064598e-19 1.490191e-19 6.078615e-20
1642 1.061735e-19 1.488841e-19 6.066714e-20
1643 1.058877e-19 1.487496e-19 6.054856e-20
1644 1.056027e-19 1.486157e-19 6.043040e-20
1645 1.053187e-19 1.484823e-19 6.031267e-20
1646 1.050360e-19 1.483495e-19 6.019535e-20
1647 1.047547e-19 1.482171e-19 6.007843e-20
1648 1.044751e-19 1.480853e-19 5.996189e-20
1649 1.041974e-19 1.479539e-19 5.984573e-20
1650 1.039219e-19 1.478230e-19 5.972993e-20
1651 1.036485e-19 1.476925e-19 5.961447e-20
1652 1.033770e-19 1.475624e-19 5.949934e-20
1653 1.031071e-19 1.474328e-19 5.938454e-20
1654 1.028383e-19 1.473035e-19 5.927005e-20
1655 1.025706e-19 1.471746e-19 5.915585e-20
1656 1.023035e-19 1.470461e-19 5.904193e-20
1657 1.020368e-19 1.469178e-19 5.892829e-20
1658 1.017701e-19 1.467900e-19 5.881489e-20
1659 1.015034e-19 1.466624e-19 5.870175e-20
1660 1.012367e-19 1.465351e-19 5.858883e-20
1661 1.009702e-19 1.464080e-19 5.847614e-20
1662 1.007039e-19 1.462813e-19 5.836367e-20
1663 1.004379e-19 1.461548e-19 5.825142e-20
1664 1.001725e-19 1.460286e-19 5.813939e-20
1665 9.990761e-20 1.459026e-19 5.802757e-20
1666 9.964342e-20 1.457769e-19 5.791598e-20
1667 9.938002e-20 1.456515e-19 5.780461e-20
1668 9.911749e-20 1.455263e-19 5.769346e-20
1669 9.885593e-20 1.454014e-19 5.758253e-20
1670 9.859543e-20 1.452768e-19 5.747181e-20
1671 9.833608e-20 1.451524e-19 5.736132e-20
1672 9.807798e-20 1.450282e-19 5.725104e-20
1673 9.782121e-20 1.449043e-19 5.714098e-20
1674 9.756586e-20 1.447806e-19 5.703113e-20
1675 9.731194e-20 1.446572e-19 5.692150e-20
1676 9.705930e-20 1.445340e-19 5.681209e-20
1677 9.680779e-20 1.444111e-19 5.670290e-20
1678 9.655723e-20 1.442884e-19 5.659392e-20
1679 9.630747e-20 1.441660e-19 5.648515e-20
1680 9.605836e-20 1.440437e-19 5.637659e-20
1681 9.580972e-20 1.439217e-19 5.626825e-20
1682 9.556140e-20 1.438000e-19 5.616011e-20
1683 9.531329e-20 1.436784e-19 5.605219e-20
1684 9.506545e-20 1.435571e-19 5.594446e-20
1685 9.481794e-20 1.434360e-19 5.583694e-20
1686 9.457084e-20 1.433151e-19 5.572963e-20
1687 9.432421e-20 1.431945e-19 5.562251e-20
1688 9.407813e-20 1.430740e-19 5.551560e-20
1689 9.383265e-20 1.429538e-19 5.540888e-20
1690 9.358786e-20 1.428337e-19 5.530235e-20
1691 9.334384e-20 1.427139e-19 5.519602e-20
1692 9.310067e-20 1.425942e-19 5.508989e-20
1693 9.285848e-20 1.424748e-19 5.498394e-20
1694 9.261739e-20 1.423556e-19 5.487818e-20
1695 9.237749e-20 1.422365e-19 5.477262e-20
1696 9.213891e-20 1.421177e-19 5.466725e-20
1697 9.190175e-20 1.419991e-19 5.456209e-20
1698 9.166613e-20 1.418807e-19 5.445714e-20
1699 9.143213e-20 1.417627e-19 5.435243e-20
1700 9.119960e-20 1.416449e-19 5.424795e-20
1701 9.096829e-20 1.415274e-19 5.414372e-20
1702 9.073795e-20 1.414103e-19 5.403974e-20
1703 9.050832e-20 1.412935e-19 5.393603e-20
1704 9.027915e-20 1.411771e-19 5.383260e-20
1705 9.005018e-20 1.410610e-19 5.372945e-20
1706 8.982117e-20 1.409454e-19 5.362660e-20
1707 8.959188e-20 1.408302e-19 5.352406e-20
1708 8.936229e-20 1.407155e-19 5.342183e-20
1709 8.913262e-20 1.406012e-19 5.331993e-20
1710 8.890309e-20 1.404874e-19 5.321836e-20
1711 8.867389e-20 1.403741e-19 5.311714e-20
1712 8.844525e-20 1.402614e-19 5.301627e-20
1713 8.821738e-20 1.401491e-19 5.291575e-20
1714 8.799049e-20 1.400373e-19 5.281557e-20
1715 8.776478e-20 1.399260e-19 5.271570e-20
1716 8.754035e-20 1.398151e-19 5.261612e-20
1717 8.731699e-20 1.397046e-19 5.251684e-20
1718 8.709451e-20 1.395944e-19 5.241782e-20
1719 8.687270e-20 1.394845e-19 5.231905e-20
1720 8.665134e-20 1.393749e-19 5.222052e-20
1721 8.643023e-20 1.392656e-19 5.212222e-20
1722 8.620917e-20 1.391565e-19 5.202411e-20
1723 8.598793e-20 1.390475e-19 5.192620e-20
1724 8.576639e-20 1.389387e-19 5.182845e-20
1725 8.554479e-20 1.388301e-19 5.173087e-20
1726 8.532345e-20 1.387215e-19 5.163342e-20
1727 8.510273e-20 1.386129e-19 5.153610e-20
1728 8.488295e-20 1.385044e-19 5.143889e-20
1729 8.466446e-20 1.383958e-19 5.134177e-20
1730 8.444760e-20 1.382873e-19 5.124474e-20
1731 8.423270e-20 1.381787e-19 5.114779e-20
1732 8.402008e-20 1.380701e-19 5.105095e-20
1733 8.380967e-20 1.379616e-19 5.095422e-20
1734 8.360108e-20 1.378532e-19 5.085761e-20
1735 8.339391e-20 1.377449e-19 5.076114e-20
1736 8.318777e-20 1.376367e-19 5.066482e-20
1737 8.298227e-20 1.375287e-19 5.056865e-20
1738 8.277700e-20 1.374210e-19 5.047265e-20
1739 8.257158e-20 1.373135e-19 5.037684e-20
1740 8.236560e-20 1.372063e-19 5.028121e-20
1741 8.215885e-20 1.370994e-19 5.018578e-20
1742 8.195155e-20 1.369928e-19 5.009057e-20
1743 8.174397e-20 1.368867e-19 4.999559e-20
1744 8.153639e-20 1.367809e-19 4.990083e-20
1745 8.132908e-20 1.366756e-19 4.980633e-20
1746 8.112233e-20 1.365708e-19 4.971208e-20
1747 8.091639e-20 1.364665e-19 4.961810e-20
1748 8.071156e-20 1.363627e-19 4.952440e-20
1749 8.050808e-20 1.362594e-19 4.943096e-20
1750 8.030591e-20 1.361566e-19 4.933779e-20
1751 8.010487e-20 1.360542e-19 4.924488e-20
1752 7.990477e-20 1.359523e-19 4.915222e-20
1753 7.970543e-20 1.358507e-19 4.905980e-20
1754 7.950666e-20 1.357495e-19 4.896763e-20
1755 7.930827e-20 1.356486e-19 4.887570e-20
1756 7.911007e-20 1.355481e-19 4.878399e-20
1757 7.891189e-20 1.354478e-19 4.869251e-20
1758 7.871365e-20 1.353478e-19 4.860125e-20
1759 7.851551e-20 1.352480e-19 4.851021e-20
1760 7.831765e-20 1.351485e-19 4.841937e-20
1761 7.812027e-20 1.350491e-19 4.832874e-20
1762 7.792355e-20 1.349498e-19 4.823830e-20
1763 7.772768e-20 1.348507e-19 4.814806e-20
1764 7.753283e-20 1.347517e-19 4.805801e-20
1765 7.733921e-20 1.346527e-19 4.796814e-20
1766 7.714697e-20 1.345538e-19 4.787845e-20
1767 7.695607e-20 1.344550e-19 4.778894e-20
1768 7.676637e-20 1.343563e-19 4.769961e-20
1769 7.657771e-20 1.342577e-19 4.761048e-20
1770 7.638994e-20 1.341592e-19 4.752154e-20
1771 7.620290e-20 1.340610e-19 4.743280e-20
1772 7.601643e-20 1.339629e-19 4.734426e-20
1773 7.583039e-20 1.338650e-19 4.725592e-20
1774 7.564462e-20 1.337673e-19 4.716779e-20
1775 7.545901e-20 1.336699e-19 4.707986e-20
1776 7.527353e-20 1.335727e-19 4.699215e-20
1777 7.508820e-20 1.334758e-19 4.690466e-20
1778 7.490302e-20 1.333793e-19 4.681738e-20
1779 7.471797e-20 1.332830e-19 4.673033e-20
1780 7.453308e-20 1.331871e-19 4.664351e-20
1781 7.434833e-20 1.330916e-19 4.655691e-20
