Ls TT EB_gmv TEB_gmv
1313 2.079462e-19 3.651996e-19 1.318363e-19
1314 2.073608e-19 3.645670e-19 1.315104e-19
1315 2.067651e-19 3.639364e-19 1.311852e-19
1316 2.061624e-19 3.633077e-19 1.308607e-19
1317 2.055570e-19 3.626810e-19 1.305370e-19
1318 2.049531e-19 3.620564e-19 1.302140e-19
1319 2.043550e-19 3.614337e-19 1.298918e-19
1320 2.037669e-19 3.608131e-19 1.295703e-19
1321 2.031922e-19 3.601946e-19 1.292496e-19
1322 2.026295e-19 3.595781e-19 1.289296e-19
1323 2.020753e-19 3.589637e-19 1.286104e-19
1324 2.015260e-19 3.583515e-19 1.282919e-19
1325 2.009782e-19 3.577414e-19 1.279743e-19
1326 2.004282e-19 3.571335e-19 1.276573e-19
1327 1.998727e-19 3.565277e-19 1.273412e-19
1328 1.993105e-19 3.559241e-19 1.270258e-19
1329 1.987434e-19 3.553225e-19 1.267112e-19
1330 1.981735e-19 3.547230e-19 1.263973e-19
1331 1.976027e-19 3.541254e-19 1.260842e-19
1332 1.970329e-19 3.535298e-19 1.257718e-19
1333 1.964663e-19 3.529360e-19 1.254601e-19
1334 1.959043e-19 3.523440e-19 1.251492e-19
1335 1.953472e-19 3.517539e-19 1.248390e-19
1336 1.947945e-19 3.511654e-19 1.245295e-19
1337 1.942460e-19 3.505786e-19 1.242208e-19
1338 1.937013e-19 3.499935e-19 1.239127e-19
1339 1.931601e-19 3.494099e-19 1.236054e-19
1340 1.926221e-19 3.488279e-19 1.232987e-19
1341 1.920864e-19 3.482474e-19 1.229928e-19
1342 1.915515e-19 3.476685e-19 1.226875e-19
1343 1.910161e-19 3.470913e-19 1.223829e-19
1344 1.904786e-19 3.465158e-19 1.220791e-19
1345 1.899377e-19 3.459421e-19 1.217759e-19
1346 1.893919e-19 3.453702e-19 1.214734e-19
1347 1.888406e-19 3.448003e-19 1.211716e-19
1348 1.882862e-19 3.442323e-19 1.208704e-19
1349 1.877319e-19 3.436664e-19 1.205700e-19
1350 1.871809e-19 3.431025e-19 1.202702e-19
1351 1.866363e-19 3.425408e-19 1.199711e-19
1352 1.861013e-19 3.419814e-19 1.196727e-19
1353 1.855791e-19 3.414242e-19 1.193749e-19
1354 1.850695e-19 3.408693e-19 1.190779e-19
1355 1.845687e-19 3.403168e-19 1.187815e-19
1356 1.840730e-19 3.397667e-19 1.184860e-19
1357 1.835786e-19 3.392190e-19 1.181913e-19
1358 1.830817e-19 3.386738e-19 1.178975e-19
1359 1.825784e-19 3.381310e-19 1.176047e-19
1360 1.820657e-19 3.375908e-19 1.173129e-19
1361 1.815456e-19 3.370531e-19 1.170222e-19
1362 1.810212e-19 3.365179e-19 1.167327e-19
1363 1.804958e-19 3.359853e-19 1.164444e-19
1364 1.799729e-19 3.354553e-19 1.161574e-19
1365 1.794556e-19 3.349280e-19 1.158717e-19
1366 1.789473e-19 3.344033e-19 1.155875e-19
1367 1.784490e-19 3.338814e-19 1.153047e-19
1368 1.779582e-19 3.333621e-19 1.150234e-19
1369 1.774717e-19 3.328454e-19 1.147435e-19
1370 1.769866e-19 3.323313e-19 1.144650e-19
1371 1.765000e-19 3.318195e-19 1.141878e-19
1372 1.760088e-19 3.313101e-19 1.139118e-19
1373 1.755105e-19 3.308028e-19 1.136368e-19
1374 1.750057e-19 3.302977e-19 1.133628e-19
1375 1.744975e-19 3.297945e-19 1.130897e-19
1376 1.739890e-19 3.292932e-19 1.128175e-19
1377 1.734832e-19 3.287937e-19 1.125460e-19
1378 1.729832e-19 3.282958e-19 1.122751e-19
1379 1.724921e-19 3.277995e-19 1.120047e-19
1380 1.720118e-19 3.273047e-19 1.117348e-19
1381 1.715408e-19 3.268112e-19 1.114653e-19
1382 1.710768e-19 3.263190e-19 1.111960e-19
1383 1.706172e-19 3.258281e-19 1.109272e-19
1384 1.701596e-19 3.253386e-19 1.106587e-19
1385 1.697016e-19 3.248505e-19 1.103907e-19
1386 1.692407e-19 3.243641e-19 1.101234e-19
1387 1.687759e-19 3.238793e-19 1.098567e-19
1388 1.683081e-19 3.233962e-19 1.095907e-19
1389 1.678384e-19 3.229149e-19 1.093255e-19
1390 1.673680e-19 3.224355e-19 1.090613e-19
1391 1.668980e-19 3.219581e-19 1.087980e-19
1392 1.664294e-19 3.214828e-19 1.085358e-19
1393 1.659636e-19 3.210096e-19 1.082748e-19
1394 1.655009e-19 3.205386e-19 1.080150e-19
1395 1.650417e-19 3.200699e-19 1.077564e-19
1396 1.645863e-19 3.196036e-19 1.074993e-19
1397 1.641347e-19 3.191397e-19 1.072435e-19
1398 1.636873e-19 3.186780e-19 1.069890e-19
1399 1.632443e-19 3.182186e-19 1.067358e-19
1400 1.628057e-19 3.177612e-19 1.064837e-19
1401 1.623701e-19 3.173060e-19 1.062329e-19
1402 1.619356e-19 3.168527e-19 1.059831e-19
1403 1.615003e-19 3.164014e-19 1.057344e-19
1404 1.610624e-19 3.159519e-19 1.054867e-19
1405 1.606198e-19 3.155041e-19 1.052400e-19
1406 1.601708e-19 3.150581e-19 1.049941e-19
1407 1.597143e-19 3.146137e-19 1.047491e-19
1408 1.592531e-19 3.141709e-19 1.045049e-19
1409 1.587907e-19 3.137295e-19 1.042615e-19
1410 1.583305e-19 3.132896e-19 1.040187e-19
1411 1.578759e-19 3.128510e-19 1.037766e-19
1412 1.574304e-19 3.124138e-19 1.035353e-19
1413 1.569974e-19 3.119780e-19 1.032946e-19
1414 1.565784e-19 3.115437e-19 1.030548e-19
1415 1.561703e-19 3.111108e-19 1.028158e-19
1416 1.557697e-19 3.106793e-19 1.025775e-19
1417 1.553729e-19 3.102493e-19 1.023402e-19
1418 1.549765e-19 3.098208e-19 1.021037e-19
1419 1.545770e-19 3.093937e-19 1.018682e-19
1420 1.541710e-19 3.089682e-19 1.016336e-19
1421 1.537573e-19 3.085442e-19 1.014000e-19
1422 1.533386e-19 3.081217e-19 1.011675e-19
1423 1.529177e-19 3.077008e-19 1.009359e-19
1424 1.524974e-19 3.072815e-19 1.007055e-19
1425 1.520806e-19 3.068637e-19 1.004761e-19
1426 1.516700e-19 3.064475e-19 1.002479e-19
1427 1.512685e-19 3.060329e-19 1.000207e-19
1428 1.508761e-19 3.056199e-19 9.979463e-20
1429 1.504900e-19 3.052086e-19 9.956962e-20
1430 1.501075e-19 3.047988e-19 9.934569e-20
1431 1.497257e-19 3.043906e-19 9.912282e-20
1432 1.493416e-19 3.039840e-19 9.890101e-20
1433 1.489525e-19 3.035791e-19 9.868024e-20
1434 1.485557e-19 3.031758e-19 9.846052e-20
1435 1.481515e-19 3.027741e-19 9.824183e-20
1436 1.477435e-19 3.023741e-19 9.802418e-20
1437 1.473349e-19 3.019757e-19 9.780754e-20
1438 1.469292e-19 3.015790e-19 9.759191e-20
1439 1.465298e-19 3.011839e-19 9.737729e-20
1440 1.461401e-19 3.007904e-19 9.716367e-20
1441 1.457633e-19 3.003985e-19 9.695105e-20
1442 1.453989e-19 3.000082e-19 9.673940e-20
1443 1.450435e-19 2.996194e-19 9.652873e-20
1444 1.446936e-19 2.992321e-19 9.631902e-20
1445 1.443457e-19 2.988462e-19 9.611027e-20
1446 1.439964e-19 2.984616e-19 9.590246e-20
1447 1.436422e-19 2.980784e-19 9.569560e-20
1448 1.432798e-19 2.976964e-19 9.548967e-20
1449 1.429093e-19 2.973157e-19 9.528466e-20
1450 1.425335e-19 2.969362e-19 9.508056e-20
1451 1.421552e-19 2.965579e-19 9.487737e-20
1452 1.417770e-19 2.961806e-19 9.467508e-20
1453 1.414019e-19 2.958044e-19 9.447368e-20
1454 1.410326e-19 2.954292e-19 9.427316e-20
1455 1.406717e-19 2.950551e-19 9.407352e-20
1456 1.403194e-19 2.946819e-19 9.387475e-20
1457 1.399736e-19 2.943098e-19 9.367686e-20
1458 1.396324e-19 2.939387e-19 9.347985e-20
1459 1.392937e-19 2.935686e-19 9.328372e-20
1460 1.389554e-19 2.931996e-19 9.308846e-20
1461 1.386155e-19 2.928316e-19 9.289408e-20
1462 1.382720e-19 2.924647e-19 9.270058e-20
1463 1.379250e-19 2.920988e-19 9.250796e-20
1464 1.375760e-19 2.917341e-19 9.231622e-20
1465 1.372268e-19 2.913704e-19 9.212535e-20
1466 1.368793e-19 2.910078e-19 9.193537e-20
1467 1.365353e-19 2.906463e-19 9.174626e-20
1468 1.361964e-19 2.902859e-19 9.155803e-20
1469 1.358645e-19 2.899267e-19 9.137068e-20
1470 1.355397e-19 2.895685e-19 9.118419e-20
1471 1.352203e-19 2.892114e-19 9.099856e-20
1472 1.349044e-19 2.888552e-19 9.081376e-20
1473 1.345901e-19 2.885000e-19 9.062978e-20
1474 1.342755e-19 2.881457e-19 9.044660e-20
1475 1.339588e-19 2.877922e-19 9.026421e-20
1476 1.336381e-19 2.874395e-19 9.008259e-20
1477 1.333129e-19 2.870875e-19 8.990172e-20
1478 1.329847e-19 2.867363e-19 8.972158e-20
1479 1.326556e-19 2.863856e-19 8.954217e-20
1480 1.323274e-19 2.860356e-19 8.936346e-20
1481 1.320021e-19 2.856861e-19 8.918544e-20
1482 1.316815e-19 2.853371e-19 8.900809e-20
1483 1.313677e-19 2.849885e-19 8.883139e-20
1484 1.310616e-19 2.846403e-19 8.865534e-20
1485 1.307615e-19 2.842925e-19 8.847995e-20
1486 1.304654e-19 2.839453e-19 8.830528e-20
1487 1.301712e-19 2.835987e-19 8.813137e-20
1488 1.298770e-19 2.832528e-19 8.795828e-20
1489 1.295806e-19 2.829077e-19 8.778606e-20
1490 1.292799e-19 2.825635e-19 8.761475e-20
1491 1.289736e-19 2.822203e-19 8.744443e-20
1492 1.286631e-19 2.818782e-19 8.727512e-20
1493 1.283509e-19 2.815372e-19 8.710689e-20
1494 1.280394e-19 2.811976e-19 8.693978e-20
1495 1.277311e-19 2.808592e-19 8.677386e-20
1496 1.274283e-19 2.805224e-19 8.660916e-20
1497 1.271337e-19 2.801871e-19 8.644574e-20
1498 1.268492e-19 2.798535e-19 8.628365e-20
1499 1.265738e-19 2.795216e-19 8.612294e-20
1500 1.263048e-19 2.791914e-19 8.596361e-20
1501 1.260390e-19 2.788628e-19 8.580555e-20
1502 1.257736e-19 2.785356e-19 8.564869e-20
1503 1.255057e-19 2.782097e-19 8.549291e-20
1504 1.252322e-19 2.778849e-19 8.533812e-20
1505 1.249503e-19 2.775610e-19 8.518423e-20
1506 1.246599e-19 2.772379e-19 8.503115e-20
1507 1.243639e-19 2.769154e-19 8.487877e-20
1508 1.240655e-19 2.765934e-19 8.472700e-20
1509 1.237680e-19 2.762717e-19 8.457575e-20
1510 1.234746e-19 2.759501e-19 8.442492e-20
1511 1.231885e-19 2.756286e-19 8.427441e-20
1512 1.229128e-19 2.753068e-19 8.412413e-20
1513 1.226495e-19 2.749847e-19 8.397399e-20
1514 1.223962e-19 2.746621e-19 8.382388e-20
1515 1.221499e-19 2.743389e-19 8.367373e-20
1516 1.219077e-19 2.740152e-19 8.352358e-20
1517 1.216667e-19 2.736910e-19 8.337346e-20
1518 1.214238e-19 2.733664e-19 8.322343e-20
1519 1.211761e-19 2.730417e-19 8.307353e-20
1520 1.209211e-19 2.727167e-19 8.292381e-20
1521 1.206593e-19 2.723917e-19 8.277432e-20
1522 1.203927e-19 2.720667e-19 8.262510e-20
1523 1.201232e-19 2.717419e-19 8.247620e-20
1524 1.198529e-19 2.714174e-19 8.232767e-20
1525 1.195838e-19 2.710931e-19 8.217956e-20
1526 1.193179e-19 2.707694e-19 8.203191e-20
1527 1.190571e-19 2.704461e-19 8.188477e-20
1528 1.188022e-19 2.701236e-19 8.173819e-20
1529 1.185523e-19 2.698017e-19 8.159222e-20
1530 1.183067e-19 2.694807e-19 8.144690e-20
1531 1.180644e-19 2.691606e-19 8.130224e-20
1532 1.178245e-19 2.688413e-19 8.115822e-20
1533 1.175861e-19 2.685227e-19 8.101481e-20
1534 1.173483e-19 2.682048e-19 8.087198e-20
1535 1.171104e-19 2.678876e-19 8.072971e-20
1536 1.168723e-19 2.675710e-19 8.058797e-20
1537 1.166341e-19 2.672549e-19 8.044673e-20
1538 1.163959e-19 2.669392e-19 8.030596e-20
1539 1.161577e-19 2.666240e-19 8.016564e-20
1540 1.159197e-19 2.663091e-19 8.002573e-20
1541 1.156820e-19 2.659946e-19 7.988622e-20
1542 1.154445e-19 2.656802e-19 7.974707e-20
1543 1.152077e-19 2.653661e-19 7.960825e-20
1544 1.149719e-19 2.650521e-19 7.946975e-20
1545 1.147377e-19 2.647381e-19 7.933152e-20
1546 1.145055e-19 2.644242e-19 7.919356e-20
1547 1.142758e-19 2.641103e-19 7.905585e-20
1548 1.140490e-19 2.637966e-19 7.891841e-20
1549 1.138256e-19 2.634830e-19 7.878125e-20
1550 1.136057e-19 2.631696e-19 7.864439e-20
1551 1.133884e-19 2.628566e-19 7.850784e-20
1552 1.131723e-19 2.625439e-19 7.837160e-20
1553 1.129562e-19 2.622316e-19 7.823571e-20
1554 1.127389e-19 2.619198e-19 7.810015e-20
1555 1.125192e-19 2.616086e-19 7.796496e-20
1556 1.122959e-19 2.612980e-19 7.783014e-20
1557 1.120677e-19 2.609880e-19 7.769570e-20
1558 1.118350e-19 2.606788e-19 7.756167e-20
1559 1.115996e-19 2.603704e-19 7.742804e-20
1560 1.113632e-19 2.600628e-19 7.729483e-20
1561 1.111277e-19 2.597561e-19 7.716206e-20
1562 1.108948e-19 2.594504e-19 7.702974e-20
1563 1.106662e-19 2.591457e-19 7.689785e-20
1564 1.104438e-19 2.588418e-19 7.676638e-20
1565 1.102286e-19 2.585387e-19 7.663532e-20
1566 1.100193e-19 2.582364e-19 7.650466e-20
1567 1.098138e-19 2.579349e-19 7.637437e-20
1568 1.096099e-19 2.576339e-19 7.624445e-20
1569 1.094057e-19 2.573336e-19 7.611488e-20
1570 1.091991e-19 2.570338e-19 7.598565e-20
1571 1.089879e-19 2.567345e-19 7.585674e-20
1572 1.087702e-19 2.564357e-19 7.572814e-20
1573 1.085457e-19 2.561372e-19 7.559984e-20
1574 1.083168e-19 2.558390e-19 7.547182e-20
1575 1.080856e-19 2.555411e-19 7.534406e-20
1576 1.078546e-19 2.552434e-19 7.521656e-20
1577 1.076261e-19 2.549459e-19 7.508929e-20
1578 1.074025e-19 2.546485e-19 7.496226e-20
1579 1.071860e-19 2.543512e-19 7.483545e-20
1580 1.069789e-19 2.540541e-19 7.470888e-20
1581 1.067803e-19 2.537573e-19 7.458255e-20
1582 1.065885e-19 2.534609e-19 7.445648e-20
1583 1.064017e-19 2.531648e-19 7.433066e-20
1584 1.062178e-19 2.528692e-19 7.420512e-20
1585 1.060351e-19 2.525741e-19 7.407985e-20
1586 1.058516e-19 2.522796e-19 7.395487e-20
1587 1.056655e-19 2.519858e-19 7.383018e-20
1588 1.054755e-19 2.516926e-19 7.370579e-20
1589 1.052817e-19 2.514003e-19 7.358170e-20
1590 1.050845e-19 2.511088e-19 7.345793e-20
1591 1.048844e-19 2.508181e-19 7.333448e-20
1592 1.046819e-19 2.505285e-19 7.321137e-20
1593 1.044774e-19 2.502399e-19 7.308859e-20
1594 1.042713e-19 2.499523e-19 7.296616e-20
1595 1.040642e-19 2.496659e-19 7.284406e-20
1596 1.038564e-19 2.493804e-19 7.272226e-20
1597 1.036485e-19 2.490960e-19 7.260075e-20
1598 1.034411e-19 2.488125e-19 7.247950e-20
1599 1.032347e-19 2.485300e-19 7.235849e-20
1600 1.030299e-19 2.482483e-19 7.223768e-20
1601 1.028272e-19 2.479674e-19 7.211707e-20
1602 1.026271e-19 2.476873e-19 7.199662e-20
1603 1.024301e-19 2.474080e-19 7.187630e-20
1604 1.022359e-19 2.471294e-19 7.175610e-20
1605 1.020437e-19 2.468515e-19 7.163600e-20
1606 1.018526e-19 2.465741e-19 7.151596e-20
1607 1.016618e-19 2.462974e-19 7.139596e-20
1608 1.014705e-19 2.460212e-19 7.127599e-20
1609 1.012777e-19 2.457455e-19 7.115601e-20
1610 1.010827e-19 2.454702e-19 7.103600e-20
1611 1.008849e-19 2.451954e-19 7.091595e-20
1612 1.006847e-19 2.449211e-19 7.079586e-20
1613 1.004831e-19 2.446471e-19 7.067575e-20
1614 1.002812e-19 2.443737e-19 7.055561e-20
1615 1.000799e-19 2.441007e-19 7.043545e-20
1616 9.988004e-20 2.438282e-19 7.031529e-20
1617 9.968273e-20 2.435561e-19 7.019512e-20
1618 9.948888e-20 2.432846e-19 7.007495e-20
1619 9.929915e-20 2.430135e-19 6.995479e-20
1620 9.911316e-20 2.427430e-19 6.983464e-20
1621 9.893034e-20 2.424729e-19 6.971452e-20
1622 9.875011e-20 2.422034e-19 6.959442e-20
1623 9.857188e-20 2.419345e-19 6.947435e-20
1624 9.839509e-20 2.416660e-19 6.935433e-20
1625 9.821915e-20 2.413981e-19 6.923435e-20
1626 9.804348e-20 2.411308e-19 6.911442e-20
1627 9.786755e-20 2.408640e-19 6.899455e-20
1628 9.769095e-20 2.405978e-19 6.887477e-20
1629 9.751326e-20 2.403324e-19 6.875510e-20
1630 9.733408e-20 2.400677e-19 6.863557e-20
1631 9.715299e-20 2.398038e-19 6.851622e-20
1632 9.696959e-20 2.395409e-19 6.839706e-20
1633 9.678347e-20 2.392789e-19 6.827813e-20
1634 9.659422e-20 2.390180e-19 6.815947e-20
1635 9.640191e-20 2.387582e-19 6.804109e-20
1636 9.620735e-20 2.384995e-19 6.792302e-20
1637 9.601142e-20 2.382422e-19 6.780530e-20
1638 9.581498e-20 2.379862e-19 6.768796e-20
1639 9.561891e-20 2.377315e-19 6.757102e-20
1640 9.542409e-20 2.374784e-19 6.745452e-20
1641 9.523138e-20 2.372268e-19 6.733848e-20
1642 9.504165e-20 2.369768e-19 6.722293e-20
1643 9.485522e-20 2.367285e-19 6.710790e-20
1644 9.467170e-20 2.364819e-19 6.699340e-20
1645 9.449067e-20 2.362370e-19 6.687940e-20
1646 9.431170e-20 2.359937e-19 6.676586e-20
1647 9.413434e-20 2.357518e-19 6.665272e-20
1648 9.395817e-20 2.355114e-19 6.653995e-20
1649 9.378276e-20 2.352723e-19 6.642751e-20
1650 9.360767e-20 2.350345e-19 6.631535e-20
1651 9.343257e-20 2.347978e-19 6.620343e-20
1652 9.325719e-20 2.345623e-19 6.609171e-20
1653 9.308129e-20 2.343277e-19 6.598014e-20
1654 9.290463e-20 2.340941e-19 6.586868e-20
1655 9.272696e-20 2.338614e-19 6.575729e-20
1656 9.254803e-20 2.336294e-19 6.564592e-20
1657 9.236760e-20 2.333981e-19 6.553454e-20
1658 9.218544e-20 2.331675e-19 6.542309e-20
1659 9.200168e-20 2.329373e-19 6.531154e-20
1660 9.181692e-20 2.327076e-19 6.519984e-20
1661 9.163178e-20 2.324784e-19 6.508798e-20
1662 9.144689e-20 2.322496e-19 6.497598e-20
1663 9.126287e-20 2.320213e-19 6.486387e-20
1664 9.108036e-20 2.317936e-19 6.475168e-20
1665 9.089996e-20 2.315665e-19 6.463943e-20
1666 9.072231e-20 2.313400e-19 6.452717e-20
1667 9.054755e-20 2.311143e-19 6.441491e-20
1668 9.037520e-20 2.308893e-19 6.430269e-20
1669 9.020472e-20 2.306651e-19 6.419054e-20
1670 9.003559e-20 2.304417e-19 6.407849e-20
1671 8.986727e-20 2.302193e-19 6.396656e-20
1672 8.969923e-20 2.299978e-19 6.385479e-20
1673 8.953094e-20 2.297772e-19 6.374321e-20
1674 8.936186e-20 2.295578e-19 6.363184e-20
1675 8.919167e-20 2.293394e-19 6.352071e-20
1676 8.902038e-20 2.291222e-19 6.340986e-20
1677 8.884804e-20 2.289062e-19 6.329932e-20
1678 8.867471e-20 2.286914e-19 6.318910e-20
1679 8.850043e-20 2.284778e-19 6.307919e-20
1680 8.832527e-20 2.282653e-19 6.296959e-20
1681 8.814927e-20 2.280539e-19 6.286030e-20
1682 8.797248e-20 2.278437e-19 6.275130e-20
1683 8.779503e-20 2.276344e-19 6.264258e-20
1684 8.761721e-20 2.274262e-19 6.253415e-20
1685 8.743932e-20 2.272190e-19 6.242598e-20
1686 8.726167e-20 2.270127e-19 6.231807e-20
1687 8.708459e-20 2.268073e-19 6.221042e-20
1688 8.690837e-20 2.266027e-19 6.210302e-20
1689 8.673334e-20 2.263991e-19 6.199586e-20
1690 8.655981e-20 2.261962e-19 6.188893e-20
1691 8.638800e-20 2.259940e-19 6.178222e-20
1692 8.621782e-20 2.257926e-19 6.167573e-20
1693 8.604907e-20 2.255919e-19 6.156945e-20
1694 8.588157e-20 2.253919e-19 6.146337e-20
1695 8.571514e-20 2.251925e-19 6.135748e-20
1696 8.554958e-20 2.249937e-19 6.125180e-20
1697 8.538471e-20 2.247956e-19 6.114633e-20
1698 8.522035e-20 2.245983e-19 6.104108e-20
1699 8.505630e-20 2.244017e-19 6.093607e-20
1700 8.489240e-20 2.242059e-19 6.083130e-20
1701 8.472851e-20 2.240109e-19 6.072679e-20
1702 8.456444e-20 2.238167e-19 6.062254e-20
1703 8.440006e-20 2.236234e-19 6.051856e-20
1704 8.423520e-20 2.234310e-19 6.041487e-20
1705 8.406971e-20 2.232395e-19 6.031147e-20
1706 8.390342e-20 2.230491e-19 6.020837e-20
1707 8.373619e-20 2.228596e-19 6.010559e-20
1708 8.356820e-20 2.226711e-19 6.000313e-20
1709 8.339988e-20 2.224837e-19 5.990100e-20
1710 8.323166e-20 2.222974e-19 5.979922e-20
1711 8.306399e-20 2.221122e-19 5.969780e-20
1712 8.289731e-20 2.219281e-19 5.959673e-20
1713 8.273207e-20 2.217452e-19 5.949603e-20
1714 8.256870e-20 2.215634e-19 5.939570e-20
1715 8.240766e-20 2.213826e-19 5.929572e-20
1716 8.224909e-20 2.212029e-19 5.919611e-20
1717 8.209264e-20 2.210242e-19 5.909685e-20
1718 8.193788e-20 2.208464e-19 5.899794e-20
1719 8.178440e-20 2.206695e-19 5.889939e-20
1720 8.163179e-20 2.204935e-19 5.880118e-20
1721 8.147962e-20 2.203184e-19 5.870332e-20
1722 8.132749e-20 2.201441e-19 5.860580e-20
1723 8.117496e-20 2.199705e-19 5.850863e-20
1724 8.102168e-20 2.197976e-19 5.841179e-20
1725 8.086757e-20 2.196255e-19 5.831529e-20
1726 8.071262e-20 2.194540e-19 5.821912e-20
1727 8.055681e-20 2.192831e-19 5.812329e-20
1728 8.040014e-20 2.191128e-19 5.802778e-20
1729 8.024260e-20 2.189430e-19 5.793261e-20
1730 8.008418e-20 2.187738e-19 5.783775e-20
1731 7.992488e-20 2.186051e-19 5.774321e-20
1732 7.976470e-20 2.184368e-19 5.764899e-20
1733 7.960392e-20 2.182690e-19 5.755508e-20
1734 7.944304e-20 2.181017e-19 5.746146e-20
1735 7.928258e-20 2.179348e-19 5.736815e-20
1736 7.912302e-20 2.177683e-19 5.727512e-20
1737 7.896489e-20 2.176023e-19 5.718238e-20
1738 7.880869e-20 2.174367e-19 5.708993e-20
1739 7.865492e-20 2.172714e-19 5.699774e-20
1740 7.850408e-20 2.171066e-19 5.690583e-20
1741 7.835643e-20 2.169421e-19 5.681419e-20
1742 7.821159e-20 2.167779e-19 5.672280e-20
1743 7.806910e-20 2.166141e-19 5.663166e-20
1744 7.792849e-20 2.164506e-19 5.654078e-20
1745 7.778930e-20 2.162875e-19 5.645013e-20
1746 7.765107e-20 2.161246e-19 5.635973e-20
1747 7.751332e-20 2.159620e-19 5.626955e-20
1748 7.737561e-20 2.157997e-19 5.617961e-20
1749 7.723750e-20 2.156377e-19 5.608990e-20
1750 7.709885e-20 2.154759e-19 5.600044e-20
1751 7.695971e-20 2.153143e-19 5.591123e-20
1752 7.682012e-20 2.151530e-19 5.582228e-20
1753 7.668011e-20 2.149920e-19 5.573359e-20
1754 7.653972e-20 2.148311e-19 5.564517e-20
1755 7.639899e-20 2.146705e-19 5.555703e-20
1756 7.625796e-20 2.145101e-19 5.546917e-20
1757 7.611666e-20 2.143498e-19 5.538160e-20
1758 7.597517e-20 2.141898e-19 5.529432e-20
1759 7.583360e-20 2.140299e-19 5.520735e-20
1760 7.569208e-20 2.138702e-19 5.512069e-20
1761 7.555074e-20 2.137107e-19 5.503435e-20
1762 7.540970e-20 2.135513e-19 5.494833e-20
1763 7.526909e-20 2.133920e-19 5.486263e-20
1764 7.512903e-20 2.132329e-19 5.477728e-20
1765 7.498965e-20 2.130739e-19 5.469226e-20
1766 7.485108e-20 2.129150e-19 5.460760e-20
1767 7.471337e-20 2.127563e-19 5.452329e-20
1768 7.457653e-20 2.125978e-19 5.443935e-20
1769 7.444059e-20 2.124394e-19 5.435577e-20
1770 7.430556e-20 2.122813e-19 5.427258e-20
1771 7.417146e-20 2.121234e-19 5.418977e-20
1772 7.403831e-20 2.119657e-19 5.410735e-20
1773 7.390613e-20 2.118084e-19 5.402533e-20
1774 7.377494e-20 2.116513e-19 5.394372e-20
1775 7.364472e-20 2.114946e-19 5.386252e-20
1776 7.351539e-20 2.113382e-19 5.378175e-20
1777 7.338684e-20 2.111822e-19 5.370140e-20
1778 7.325897e-20 2.110265e-19 5.362149e-20
1779 7.313169e-20 2.108713e-19 5.354202e-20
1780 7.300489e-20 2.107165e-19 5.346300e-20
1781 7.287846e-20 2.105622e-19 5.338444e-20
1782 7.275231e-20 2.104083e-19 5.330635e-20
1783 7.262635e-20 2.102550e-19 5.322873e-20
1784 7.250059e-20 2.101021e-19 5.315157e-20
1785 7.237517e-20 2.099497e-19 5.307487e-20
1786 7.225023e-20 2.097976e-19 5.299861e-20
1787 7.212589e-20 2.096459e-19 5.292276e-20
1788 7.200231e-20 2.094944e-19 5.284730e-20
1789 7.187962e-20 2.093431e-19 5.277223e-20
1790 7.175794e-20 2.091920e-19 5.269752e-20
1791 7.163743e-20 2.090410e-19 5.262316e-20
1792 7.151817e-20 2.088901e-19 5.254912e-20
1793 7.140003e-20 2.087391e-19 5.247538e-20
1794 7.128280e-20 2.085880e-19 5.240194e-20
1795 7.116626e-20 2.084368e-19 5.232876e-20
1796 7.105020e-20 2.082854e-19 5.225584e-20
1797 7.093440e-20 2.081338e-19 5.218315e-20
1798 7.081865e-20 2.079818e-19 5.211068e-20
1799 7.070273e-20 2.078295e-19 5.203840e-20
1800 7.058643e-20 2.076768e-19 5.196631e-20
1801 7.046963e-20 2.075236e-19 5.189437e-20
1802 7.035248e-20 2.073699e-19 5.182258e-20
1803 7.023514e-20 2.072156e-19 5.175094e-20
1804 7.011778e-20 2.070609e-19 5.167946e-20
1805 7.000056e-20 2.069058e-19 5.160813e-20
1806 6.988365e-20 2.067502e-19 5.153696e-20
1807 6.976723e-20 2.065942e-19 5.146597e-20
1808 6.965145e-20 2.064378e-19 5.139515e-20
1809 6.953649e-20 2.062810e-19 5.132451e-20
1810 6.942240e-20 2.061240e-19 5.125406e-20
1811 6.930913e-20 2.059666e-19 5.118379e-20
1812 6.919661e-20 2.058090e-19 5.111373e-20
1813 6.908478e-20 2.056511e-19 5.104386e-20
1814 6.897358e-20 2.054930e-19 5.097420e-20
1815 6.886294e-20 2.053347e-19 5.090475e-20
1816 6.875281e-20 2.051762e-19 5.083552e-20
1817 6.864312e-20 2.050175e-19 5.076651e-20
1818 6.853382e-20 2.048588e-19 5.069773e-20
1819 6.842494e-20 2.046999e-19 5.062919e-20
1820 6.831661e-20 2.045410e-19 5.056088e-20
1821 6.820893e-20 2.043820e-19 5.049282e-20
1822 6.810201e-20 2.042230e-19 5.042500e-20
1823 6.799596e-20 2.040640e-19 5.035743e-20
1824 6.789088e-20 2.039048e-19 5.029011e-20
1825 6.778690e-20 2.037457e-19 5.022306e-20
1826 6.768411e-20 2.035866e-19 5.015626e-20
1827 6.758260e-20 2.034274e-19 5.008973e-20
1828 6.748226e-20 2.032682e-19 5.002346e-20
1829 6.738289e-20 2.031090e-19 4.995747e-20
