Ls TT EB_gmv TEB_gmv EB_iter EB_iter_ext TEB_iter TEB_iter_ext
1226 2.860174e-19 6.358689e-21 6.207005e-21 2.669811e-21 2.334579e-21 2.613145e-21 2.299253e-21
1227 2.850134e-19 6.341475e-21 6.190102e-21 2.664656e-21 2.330276e-21 2.608083e-21 2.294993e-21
1228 2.840314e-19 6.324325e-21 6.173261e-21 2.659519e-21 2.325986e-21 2.603037e-21 2.290747e-21
1229 2.830718e-19 6.307240e-21 6.156483e-21 2.654399e-21 2.321711e-21 2.598009e-21 2.286515e-21
1230 2.821292e-19 6.290218e-21 6.139768e-21 2.649296e-21 2.317450e-21 2.592997e-21 2.282298e-21
1231 2.811977e-19 6.273260e-21 6.123113e-21 2.644210e-21 2.313203e-21 2.588002e-21 2.278094e-21
1232 2.802712e-19 6.256366e-21 6.106520e-21 2.639141e-21 2.308970e-21 2.583024e-21 2.273903e-21
1233 2.793438e-19 6.239535e-21 6.089987e-21 2.634089e-21 2.304751e-21 2.578062e-21 2.269727e-21
1234 2.784096e-19 6.222767e-21 6.073514e-21 2.629054e-21 2.300546e-21 2.573117e-21 2.265564e-21
1235 2.774658e-19 6.206061e-21 6.057101e-21 2.624035e-21 2.296355e-21 2.568188e-21 2.261415e-21
1236 2.765144e-19 6.189418e-21 6.040747e-21 2.619034e-21 2.292177e-21 2.563275e-21 2.257280e-21
1237 2.755575e-19 6.172837e-21 6.024452e-21 2.614048e-21 2.288013e-21 2.558379e-21 2.253158e-21
1238 2.745975e-19 6.156317e-21 6.008217e-21 2.609080e-21 2.283863e-21 2.553498e-21 2.249049e-21
1239 2.736365e-19 6.139859e-21 5.992040e-21 2.604127e-21 2.279727e-21 2.548634e-21 2.244954e-21
1240 2.726768e-19 6.123462e-21 5.975923e-21 2.599191e-21 2.275603e-21 2.543786e-21 2.240873e-21
1241 2.717215e-19 6.107126e-21 5.959865e-21 2.594272e-21 2.271494e-21 2.538954e-21 2.236804e-21
1242 2.707749e-19 6.090850e-21 5.943865e-21 2.589368e-21 2.267398e-21 2.534138e-21 2.232749e-21
1243 2.698413e-19 6.074635e-21 5.927925e-21 2.584481e-21 2.263315e-21 2.529338e-21 2.228707e-21
1244 2.689251e-19 6.058480e-21 5.912043e-21 2.579610e-21 2.259245e-21 2.524553e-21 2.224678e-21
1245 2.680305e-19 6.042384e-21 5.896220e-21 2.574755e-21 2.255189e-21 2.519784e-21 2.220663e-21
1246 2.671620e-19 6.026348e-21 5.880456e-21 2.569916e-21 2.251146e-21 2.515031e-21 2.216660e-21
1247 2.663172e-19 6.010371e-21 5.864750e-21 2.565093e-21 2.247116e-21 2.510294e-21 2.212670e-21
1248 2.654846e-19 5.994453e-21 5.849103e-21 2.560285e-21 2.243099e-21 2.505571e-21 2.208693e-21
1249 2.646519e-19 5.978594e-21 5.833514e-21 2.555494e-21 2.239095e-21 2.500865e-21 2.204729e-21
1250 2.638068e-19 5.962793e-21 5.817983e-21 2.550718e-21 2.235104e-21 2.496173e-21 2.200778e-21
1251 2.629370e-19 5.947050e-21 5.802511e-21 2.545957e-21 2.231126e-21 2.491497e-21 2.196840e-21
1252 2.620302e-19 5.931366e-21 5.787096e-21 2.541213e-21 2.227161e-21 2.486837e-21 2.192914e-21
1253 2.610848e-19 5.915738e-21 5.771740e-21 2.536483e-21 2.223208e-21 2.482191e-21 2.189001e-21
1254 2.601159e-19 5.900169e-21 5.756441e-21 2.531770e-21 2.219269e-21 2.477560e-21 2.185100e-21
1255 2.591405e-19 5.884656e-21 5.741200e-21 2.527071e-21 2.215342e-21 2.472945e-21 2.181212e-21
1256 2.581756e-19 5.869201e-21 5.726016e-21 2.522388e-21 2.211428e-21 2.468344e-21 2.177337e-21
1257 2.572380e-19 5.853802e-21 5.710890e-21 2.517720e-21 2.207526e-21 2.463759e-21 2.173474e-21
1258 2.563447e-19 5.838459e-21 5.695821e-21 2.513067e-21 2.203637e-21 2.459188e-21 2.169623e-21
1259 2.555028e-19 5.823173e-21 5.680809e-21 2.508429e-21 2.199760e-21 2.454632e-21 2.165784e-21
1260 2.546999e-19 5.807943e-21 5.665854e-21 2.503807e-21 2.195896e-21 2.450091e-21 2.161958e-21
1261 2.539210e-19 5.792768e-21 5.650956e-21 2.499199e-21 2.192044e-21 2.445564e-21 2.158144e-21
1262 2.531512e-19 5.777649e-21 5.636114e-21 2.494606e-21 2.188204e-21 2.441052e-21 2.154342e-21
1263 2.523756e-19 5.762585e-21 5.621328e-21 2.490028e-21 2.184377e-21 2.436554e-21 2.150552e-21
1264 2.515792e-19 5.747576e-21 5.606596e-21 2.485465e-21 2.180562e-21 2.432071e-21 2.146775e-21
1265 2.507525e-19 5.732622e-21 5.591919e-21 2.480917e-21 2.176759e-21 2.427603e-21 2.143009e-21
1266 2.499008e-19 5.717722e-21 5.577296e-21 2.476383e-21 2.172968e-21 2.423148e-21 2.139255e-21
1267 2.490318e-19 5.702876e-21 5.562725e-21 2.471864e-21 2.169189e-21 2.418708e-21 2.135513e-21
1268 2.481534e-19 5.688084e-21 5.548207e-21 2.467359e-21 2.165422e-21 2.414282e-21 2.131783e-21
1269 2.472733e-19 5.673345e-21 5.533741e-21 2.462869e-21 2.161667e-21 2.409871e-21 2.128065e-21
1270 2.463995e-19 5.658660e-21 5.519326e-21 2.458393e-21 2.157925e-21 2.405473e-21 2.124358e-21
1271 2.455384e-19 5.644028e-21 5.504962e-21 2.453931e-21 2.154193e-21 2.401090e-21 2.120664e-21
1272 2.446910e-19 5.629449e-21 5.490648e-21 2.449484e-21 2.150474e-21 2.396720e-21 2.116980e-21
1273 2.438573e-19 5.614922e-21 5.476383e-21 2.445051e-21 2.146767e-21 2.392364e-21 2.113309e-21
1274 2.430369e-19 5.600448e-21 5.462166e-21 2.440632e-21 2.143071e-21 2.388023e-21 2.109649e-21
1275 2.422295e-19 5.586026e-21 5.447999e-21 2.436228e-21 2.139387e-21 2.383694e-21 2.106000e-21
1276 2.414351e-19 5.571655e-21 5.433882e-21 2.431837e-21 2.135714e-21 2.379380e-21 2.102363e-21
1277 2.406529e-19 5.557336e-21 5.419813e-21 2.427460e-21 2.132053e-21 2.375080e-21 2.098737e-21
1278 2.398807e-19 5.543069e-21 5.405794e-21 2.423098e-21 2.128404e-21 2.370793e-21 2.095123e-21
1279 2.391152e-19 5.528853e-21 5.391824e-21 2.418749e-21 2.124766e-21 2.366519e-21 2.091520e-21
1280 2.383533e-19 5.514688e-21 5.377904e-21 2.414414e-21 2.121140e-21 2.362259e-21 2.087928e-21
1281 2.375918e-19 5.500574e-21 5.364034e-21 2.410093e-21 2.117524e-21 2.358013e-21 2.084348e-21
1282 2.368276e-19 5.486510e-21 5.350214e-21 2.405785e-21 2.113921e-21 2.353779e-21 2.080778e-21
1283 2.360577e-19 5.472497e-21 5.336444e-21 2.401491e-21 2.110328e-21 2.349560e-21 2.077220e-21
1284 2.352827e-19 5.458533e-21 5.322725e-21 2.397211e-21 2.106747e-21 2.345353e-21 2.073673e-21
1285 2.345058e-19 5.444620e-21 5.309055e-21 2.392944e-21 2.103177e-21 2.341160e-21 2.070136e-21
1286 2.337303e-19 5.430757e-21 5.295436e-21 2.388691e-21 2.099618e-21 2.336980e-21 2.066611e-21
1287 2.329593e-19 5.416943e-21 5.281868e-21 2.384451e-21 2.096070e-21 2.332813e-21 2.063097e-21
1288 2.321959e-19 5.403178e-21 5.268349e-21 2.380224e-21 2.092533e-21 2.328659e-21 2.059593e-21
1289 2.314435e-19 5.389463e-21 5.254881e-21 2.376011e-21 2.089007e-21 2.324518e-21 2.056100e-21
1290 2.307025e-19 5.375796e-21 5.241461e-21 2.371811e-21 2.085492e-21 2.320389e-21 2.052619e-21
1291 2.299704e-19 5.362178e-21 5.228090e-21 2.367624e-21 2.081988e-21 2.316274e-21 2.049147e-21
1292 2.292444e-19 5.348609e-21 5.214767e-21 2.363450e-21 2.078495e-21 2.312172e-21 2.045687e-21
1293 2.285218e-19 5.335088e-21 5.201491e-21 2.359289e-21 2.075013e-21 2.308082e-21 2.042237e-21
1294 2.277996e-19 5.321615e-21 5.188263e-21 2.355142e-21 2.071541e-21 2.304005e-21 2.038798e-21
1295 2.270753e-19 5.308189e-21 5.175082e-21 2.351007e-21 2.068081e-21 2.299941e-21 2.035369e-21
1296 2.263473e-19 5.294812e-21 5.161947e-21 2.346886e-21 2.064630e-21 2.295890e-21 2.031951e-21
1297 2.256181e-19 5.281482e-21 5.148858e-21 2.342777e-21 2.061191e-21 2.291851e-21 2.028543e-21
1298 2.248906e-19 5.268199e-21 5.135814e-21 2.338681e-21 2.057762e-21 2.287824e-21 2.025146e-21
1299 2.241680e-19 5.254963e-21 5.122815e-21 2.334597e-21 2.054344e-21 2.283810e-21 2.021759e-21
1300 2.234530e-19 5.241774e-21 5.109861e-21 2.330527e-21 2.050936e-21 2.279808e-21 2.018383e-21
1301 2.227487e-19 5.228632e-21 5.096951e-21 2.326469e-21 2.047539e-21 2.275819e-21 2.015017e-21
1302 2.220573e-19 5.215536e-21 5.084085e-21 2.322424e-21 2.044152e-21 2.271842e-21 2.011661e-21
1303 2.213754e-19 5.202486e-21 5.071264e-21 2.318391e-21 2.040775e-21 2.267877e-21 2.008315e-21
1304 2.206980e-19 5.189482e-21 5.058487e-21 2.314371e-21 2.037409e-21 2.263924e-21 2.004979e-21
1305 2.200198e-19 5.176524e-21 5.045755e-21 2.310363e-21 2.034053e-21 2.259984e-21 2.001654e-21
1306 2.193357e-19 5.163612e-21 5.033067e-21 2.306367e-21 2.030708e-21 2.256056e-21 1.998339e-21
1307 2.186406e-19 5.150745e-21 5.020424e-21 2.302384e-21 2.027372e-21 2.252139e-21 1.995033e-21
1308 2.179295e-19 5.137923e-21 5.007825e-21 2.298414e-21 2.024047e-21 2.248235e-21 1.991738e-21
1309 2.172029e-19 5.125146e-21 4.995271e-21 2.294455e-21 2.020732e-21 2.244343e-21 1.988453e-21
1310 2.164658e-19 5.112414e-21 4.982761e-21 2.290509e-21 2.017427e-21 2.240462e-21 1.985177e-21
1311 2.157234e-19 5.099726e-21 4.970296e-21 2.286575e-21 2.014132e-21 2.236593e-21 1.981912e-21
1312 2.149809e-19 5.087083e-21 4.957875e-21 2.282653e-21 2.010847e-21 2.232737e-21 1.978656e-21
1313 2.142436e-19 5.074484e-21 4.945499e-21 2.278743e-21 2.007572e-21 2.228891e-21 1.975410e-21
1314 2.135166e-19 5.061929e-21 4.933167e-21 2.274845e-21 2.004307e-21 2.225058e-21 1.972174e-21
1315 2.128033e-19 5.049418e-21 4.920879e-21 2.270959e-21 2.001052e-21 2.221236e-21 1.968947e-21
1316 2.121030e-19 5.036950e-21 4.908634e-21 2.267084e-21 1.997807e-21 2.217426e-21 1.965731e-21
1317 2.114142e-19 5.024526e-21 4.896432e-21 2.263222e-21 1.994572e-21 2.213627e-21 1.962524e-21
1318 2.107356e-19 5.012144e-21 4.884274e-21 2.259372e-21 1.991346e-21 2.209840e-21 1.959326e-21
1319 2.100660e-19 4.999806e-21 4.872158e-21 2.255533e-21 1.988130e-21 2.206065e-21 1.956138e-21
1320 2.094040e-19 4.987511e-21 4.860083e-21 2.251706e-21 1.984924e-21 2.202300e-21 1.952960e-21
1321 2.087480e-19 4.975259e-21 4.848051e-21 2.247890e-21 1.981727e-21 2.198547e-21 1.949791e-21
1322 2.080948e-19 4.963049e-21 4.836059e-21 2.244087e-21 1.978540e-21 2.194806e-21 1.946631e-21
1323 2.074405e-19 4.950881e-21 4.824109e-21 2.240295e-21 1.975363e-21 2.191075e-21 1.943481e-21
1324 2.067812e-19 4.938756e-21 4.812199e-21 2.236514e-21 1.972195e-21 2.187356e-21 1.940340e-21
1325 2.061131e-19 4.926673e-21 4.800330e-21 2.232745e-21 1.969037e-21 2.183648e-21 1.937209e-21
1326 2.054322e-19 4.914631e-21 4.788500e-21 2.228987e-21 1.965888e-21 2.179952e-21 1.934087e-21
1327 2.047348e-19 4.902631e-21 4.776709e-21 2.225241e-21 1.962748e-21 2.176266e-21 1.930974e-21
1328 2.040220e-19 4.890673e-21 4.764958e-21 2.221506e-21 1.959618e-21 2.172591e-21 1.927870e-21
1329 2.033010e-19 4.878756e-21 4.753247e-21 2.217782e-21 1.956498e-21 2.168928e-21 1.924776e-21
1330 2.025797e-19 4.866880e-21 4.741576e-21 2.214069e-21 1.953386e-21 2.165275e-21 1.921690e-21
1331 2.018655e-19 4.855045e-21 4.729944e-21 2.210368e-21 1.950284e-21 2.161633e-21 1.918614e-21
1332 2.011662e-19 4.843251e-21 4.718352e-21 2.206678e-21 1.947191e-21 2.158002e-21 1.915547e-21
1333 2.004893e-19 4.831497e-21 4.706800e-21 2.202999e-21 1.944108e-21 2.154382e-21 1.912489e-21
1334 1.998400e-19 4.819784e-21 4.695288e-21 2.199331e-21 1.941033e-21 2.150773e-21 1.909440e-21
1335 1.992124e-19 4.808111e-21 4.683816e-21 2.195674e-21 1.937968e-21 2.147174e-21 1.906399e-21
1336 1.985975e-19 4.796478e-21 4.672384e-21 2.192028e-21 1.934911e-21 2.143586e-21 1.903368e-21
1337 1.979866e-19 4.784885e-21 4.660992e-21 2.188393e-21 1.931864e-21 2.140009e-21 1.900346e-21
1338 1.973708e-19 4.773332e-21 4.649641e-21 2.184769e-21 1.928826e-21 2.136442e-21 1.897332e-21
1339 1.967413e-19 4.761818e-21 4.638329e-21 2.181156e-21 1.925797e-21 2.132886e-21 1.894327e-21
1340 1.960895e-19 4.750344e-21 4.627058e-21 2.177554e-21 1.922777e-21 2.129340e-21 1.891331e-21
1341 1.954170e-19 4.738909e-21 4.615827e-21 2.173962e-21 1.919765e-21 2.125805e-21 1.888344e-21
1342 1.947350e-19 4.727513e-21 4.604636e-21 2.170381e-21 1.916763e-21 2.122281e-21 1.885366e-21
1343 1.940550e-19 4.716156e-21 4.593484e-21 2.166811e-21 1.913769e-21 2.118766e-21 1.882396e-21
1344 1.933886e-19 4.704837e-21 4.582371e-21 2.163252e-21 1.910785e-21 2.115262e-21 1.879435e-21
1345 1.927474e-19 4.693557e-21 4.571297e-21 2.159703e-21 1.907809e-21 2.111769e-21 1.876482e-21
1346 1.921429e-19 4.682316e-21 4.560261e-21 2.156164e-21 1.904841e-21 2.108285e-21 1.873538e-21
1347 1.915826e-19 4.671113e-21 4.549263e-21 2.152636e-21 1.901883e-21 2.104812e-21 1.870603e-21
1348 1.910581e-19 4.659948e-21 4.538302e-21 2.149119e-21 1.898933e-21 2.101349e-21 1.867676e-21
1349 1.905568e-19 4.648821e-21 4.527379e-21 2.145612e-21 1.895992e-21 2.097897e-21 1.864757e-21
1350 1.900662e-19 4.637732e-21 4.516493e-21 2.142115e-21 1.893059e-21 2.094454e-21 1.861847e-21
1351 1.895739e-19 4.626681e-21 4.505643e-21 2.138629e-21 1.890135e-21 2.091021e-21 1.858946e-21
1352 1.890673e-19 4.615667e-21 4.494830e-21 2.135153e-21 1.887220e-21 2.087599e-21 1.856053e-21
1353 1.885344e-19 4.604690e-21 4.484052e-21 2.131688e-21 1.884313e-21 2.084186e-21 1.853168e-21
1354 1.879723e-19 4.593751e-21 4.473310e-21 2.128232e-21 1.881415e-21 2.080783e-21 1.850291e-21
1355 1.873885e-19 4.582849e-21 4.462603e-21 2.124787e-21 1.878525e-21 2.077391e-21 1.847423e-21
1356 1.867907e-19 4.571983e-21 4.451931e-21 2.121352e-21 1.875643e-21 2.074008e-21 1.844563e-21
1357 1.861867e-19 4.561155e-21 4.441295e-21 2.117927e-21 1.872770e-21 2.070635e-21 1.841711e-21
1358 1.855845e-19 4.550363e-21 4.430694e-21 2.114513e-21 1.869905e-21 2.067272e-21 1.838867e-21
1359 1.849919e-19 4.539607e-21 4.420127e-21 2.111108e-21 1.867049e-21 2.063918e-21 1.836032e-21
1360 1.844151e-19 4.528888e-21 4.409596e-21 2.107713e-21 1.864201e-21 2.060574e-21 1.833205e-21
1361 1.838524e-19 4.518205e-21 4.399100e-21 2.104328e-21 1.861361e-21 2.057240e-21 1.830385e-21
1362 1.832991e-19 4.507558e-21 4.388638e-21 2.100953e-21 1.858529e-21 2.053916e-21 1.827574e-21
1363 1.827507e-19 4.496947e-21 4.378212e-21 2.097588e-21 1.855706e-21 2.050601e-21 1.824771e-21
1364 1.822026e-19 4.486372e-21 4.367820e-21 2.094233e-21 1.852890e-21 2.047296e-21 1.821976e-21
1365 1.816503e-19 4.475832e-21 4.357462e-21 2.090888e-21 1.850083e-21 2.044000e-21 1.819189e-21
1366 1.810892e-19 4.465328e-21 4.347139e-21 2.087552e-21 1.847284e-21 2.040714e-21 1.816409e-21
1367 1.805177e-19 4.454859e-21 4.336851e-21 2.084227e-21 1.844493e-21 2.037437e-21 1.813638e-21
1368 1.799388e-19 4.444425e-21 4.326597e-21 2.080910e-21 1.841710e-21 2.034170e-21 1.810874e-21
1369 1.793560e-19 4.434026e-21 4.316378e-21 2.077604e-21 1.838935e-21 2.030912e-21 1.808119e-21
1370 1.787729e-19 4.423662e-21 4.306192e-21 2.074307e-21 1.836168e-21 2.027663e-21 1.805371e-21
1371 1.781929e-19 4.413333e-21 4.296040e-21 2.071020e-21 1.833409e-21 2.024424e-21 1.802631e-21
1372 1.776195e-19 4.403038e-21 4.285922e-21 2.067742e-21 1.830658e-21 2.021194e-21 1.799899e-21
1373 1.770559e-19 4.392778e-21 4.275838e-21 2.064474e-21 1.827915e-21 2.017974e-21 1.797174e-21
1374 1.765015e-19 4.382552e-21 4.265786e-21 2.061216e-21 1.825179e-21 2.014762e-21 1.794457e-21
1375 1.759536e-19 4.372360e-21 4.255768e-21 2.057966e-21 1.822452e-21 2.011560e-21 1.791748e-21
1376 1.754091e-19 4.362202e-21 4.245783e-21 2.054727e-21 1.819732e-21 2.008367e-21 1.789047e-21
1377 1.748653e-19 4.352078e-21 4.235830e-21 2.051496e-21 1.817020e-21 2.005183e-21 1.786353e-21
1378 1.743192e-19 4.341988e-21 4.225910e-21 2.048275e-21 1.814316e-21 2.002008e-21 1.783666e-21
1379 1.737678e-19 4.331932e-21 4.216022e-21 2.045064e-21 1.811620e-21 1.998842e-21 1.780988e-21
1380 1.732090e-19 4.321908e-21 4.206167e-21 2.041861e-21 1.808931e-21 1.995685e-21 1.778316e-21
1381 1.726425e-19 4.311918e-21 4.196343e-21 2.038668e-21 1.806250e-21 1.992537e-21 1.775653e-21
1382 1.720687e-19 4.301962e-21 4.186551e-21 2.035484e-21 1.803577e-21 1.989398e-21 1.772996e-21
1383 1.714880e-19 4.292038e-21 4.176791e-21 2.032309e-21 1.800911e-21 1.986268e-21 1.770348e-21
1384 1.709007e-19 4.282147e-21 4.167063e-21 2.029143e-21 1.798253e-21 1.983147e-21 1.767706e-21
1385 1.703072e-19 4.272289e-21 4.157366e-21 2.025987e-21 1.795602e-21 1.980034e-21 1.765072e-21
1386 1.697080e-19 4.262464e-21 4.147701e-21 2.022839e-21 1.792959e-21 1.976931e-21 1.762446e-21
1387 1.691055e-19 4.252671e-21 4.138068e-21 2.019701e-21 1.790323e-21 1.973836e-21 1.759827e-21
1388 1.685053e-19 4.242910e-21 4.128467e-21 2.016571e-21 1.787695e-21 1.970750e-21 1.757215e-21
1389 1.679137e-19 4.233182e-21 4.118897e-21 2.013451e-21 1.785074e-21 1.967673e-21 1.754610e-21
1390 1.673365e-19 4.223486e-21 4.109359e-21 2.010339e-21 1.782461e-21 1.964604e-21 1.752013e-21
1391 1.667798e-19 4.213822e-21 4.099853e-21 2.007236e-21 1.779855e-21 1.961544e-21 1.749422e-21
1392 1.662497e-19 4.204190e-21 4.090379e-21 2.004143e-21 1.777256e-21 1.958493e-21 1.746839e-21
1393 1.657517e-19 4.194589e-21 4.080937e-21 2.001058e-21 1.774665e-21 1.955450e-21 1.744264e-21
1394 1.652843e-19 4.185021e-21 4.071526e-21 1.997981e-21 1.772081e-21 1.952416e-21 1.741695e-21
1395 1.648404e-19 4.175483e-21 4.062148e-21 1.994914e-21 1.769505e-21 1.949390e-21 1.739134e-21
1396 1.644129e-19 4.165978e-21 4.052801e-21 1.991855e-21 1.766935e-21 1.946373e-21 1.736579e-21
1397 1.639946e-19 4.156503e-21 4.043486e-21 1.988805e-21 1.764373e-21 1.943364e-21 1.734032e-21
1398 1.635784e-19 4.147059e-21 4.034202e-21 1.985764e-21 1.761818e-21 1.940364e-21 1.731492e-21
1399 1.631570e-19 4.137647e-21 4.024950e-21 1.982732e-21 1.759271e-21 1.937372e-21 1.728959e-21
1400 1.627242e-19 4.128265e-21 4.015730e-21 1.979708e-21 1.756730e-21 1.934389e-21 1.726432e-21
1401 1.622788e-19 4.118914e-21 4.006540e-21 1.976692e-21 1.754196e-21 1.931414e-21 1.723913e-21
1402 1.618222e-19 4.109594e-21 3.997382e-21 1.973685e-21 1.751670e-21 1.928447e-21 1.721401e-21
1403 1.613553e-19 4.100305e-21 3.988255e-21 1.970687e-21 1.749151e-21 1.925488e-21 1.718896e-21
1404 1.608794e-19 4.091045e-21 3.979159e-21 1.967697e-21 1.746639e-21 1.922538e-21 1.716397e-21
1405 1.603957e-19 4.081816e-21 3.970094e-21 1.964716e-21 1.744133e-21 1.919596e-21 1.713906e-21
1406 1.599052e-19 4.072617e-21 3.961060e-21 1.961743e-21 1.741635e-21 1.916662e-21 1.711421e-21
1407 1.594092e-19 4.063448e-21 3.952057e-21 1.958779e-21 1.739144e-21 1.913737e-21 1.708943e-21
1408 1.589087e-19 4.054309e-21 3.943084e-21 1.955822e-21 1.736660e-21 1.910819e-21 1.706472e-21
1409 1.584050e-19 4.045200e-21 3.934141e-21 1.952875e-21 1.734182e-21 1.907910e-21 1.704008e-21
1410 1.578991e-19 4.036121e-21 3.925229e-21 1.949935e-21 1.731712e-21 1.905008e-21 1.701551e-21
1411 1.573923e-19 4.027071e-21 3.916347e-21 1.947004e-21 1.729248e-21 1.902115e-21 1.699100e-21
1412 1.568857e-19 4.018050e-21 3.907495e-21 1.944081e-21 1.726792e-21 1.899230e-21 1.696656e-21
1413 1.563803e-19 4.009059e-21 3.898672e-21 1.941166e-21 1.724342e-21 1.896353e-21 1.694219e-21
1414 1.558771e-19 4.000097e-21 3.889878e-21 1.938260e-21 1.721899e-21 1.893483e-21 1.691788e-21
1415 1.553760e-19 3.991164e-21 3.881112e-21 1.935361e-21 1.719462e-21 1.890622e-21 1.689364e-21
1416 1.548770e-19 3.982260e-21 3.872375e-21 1.932471e-21 1.717033e-21 1.887769e-21 1.686947e-21
1417 1.543800e-19 3.973385e-21 3.863666e-21 1.929589e-21 1.714610e-21 1.884923e-21 1.684536e-21
1418 1.538851e-19 3.964538e-21 3.854984e-21 1.926715e-21 1.712194e-21 1.882085e-21 1.682132e-21
1419 1.533920e-19 3.955721e-21 3.846329e-21 1.923849e-21 1.709785e-21 1.879256e-21 1.679734e-21
1420 1.529009e-19 3.946932e-21 3.837701e-21 1.920991e-21 1.707382e-21 1.876434e-21 1.677343e-21
1421 1.524113e-19 3.938171e-21 3.829098e-21 1.918141e-21 1.704986e-21 1.873619e-21 1.674958e-21
1422 1.519226e-19 3.929439e-21 3.820522e-21 1.915299e-21 1.702596e-21 1.870813e-21 1.672580e-21
1423 1.514342e-19 3.920736e-21 3.811971e-21 1.912465e-21 1.700213e-21 1.868014e-21 1.670209e-21
1424 1.509454e-19 3.912060e-21 3.803445e-21 1.909639e-21 1.697837e-21 1.865223e-21 1.667843e-21
1425 1.504556e-19 3.903413e-21 3.794944e-21 1.906821e-21 1.695467e-21 1.862440e-21 1.665485e-21
1426 1.499641e-19 3.894793e-21 3.786468e-21 1.904010e-21 1.693104e-21 1.859664e-21 1.663132e-21
1427 1.494702e-19 3.886201e-21 3.778016e-21 1.901208e-21 1.690747e-21 1.856896e-21 1.660786e-21
1428 1.489753e-19 3.877637e-21 3.769590e-21 1.898413e-21 1.688397e-21 1.854136e-21 1.658447e-21
1429 1.484827e-19 3.869101e-21 3.761187e-21 1.895626e-21 1.686053e-21 1.851383e-21 1.656114e-21
1430 1.479956e-19 3.860592e-21 3.752810e-21 1.892847e-21 1.683716e-21 1.848637e-21 1.653787e-21
1431 1.475174e-19 3.852111e-21 3.744457e-21 1.890075e-21 1.681385e-21 1.845899e-21 1.651466e-21
1432 1.470515e-19 3.843656e-21 3.736130e-21 1.887311e-21 1.679061e-21 1.843169e-21 1.649152e-21
1433 1.466012e-19 3.835229e-21 3.727827e-21 1.884555e-21 1.676743e-21 1.840446e-21 1.646844e-21
1434 1.461697e-19 3.826829e-21 3.719549e-21 1.881807e-21 1.674431e-21 1.837731e-21 1.644542e-21
1435 1.457565e-19 3.818456e-21 3.711295e-21 1.879066e-21 1.672125e-21 1.835023e-21 1.642246e-21
1436 1.453583e-19 3.810110e-21 3.703067e-21 1.876332e-21 1.669826e-21 1.832322e-21 1.639957e-21
1437 1.449713e-19 3.801790e-21 3.694863e-21 1.873607e-21 1.667533e-21 1.829629e-21 1.637673e-21
1438 1.445919e-19 3.793497e-21 3.686685e-21 1.870888e-21 1.665247e-21 1.826943e-21 1.635396e-21
1439 1.442165e-19 3.785230e-21 3.678531e-21 1.868178e-21 1.662966e-21 1.824264e-21 1.633125e-21
1440 1.438415e-19 3.776990e-21 3.670403e-21 1.865474e-21 1.660692e-21 1.821593e-21 1.630860e-21
1441 1.434633e-19 3.768776e-21 3.662300e-21 1.862779e-21 1.658424e-21 1.818929e-21 1.628601e-21
1442 1.430799e-19 3.760588e-21 3.654223e-21 1.860090e-21 1.656162e-21 1.816272e-21 1.626349e-21
1443 1.426901e-19 3.752426e-21 3.646172e-21 1.857409e-21 1.653907e-21 1.813623e-21 1.624102e-21
1444 1.422930e-19 3.744290e-21 3.638147e-21 1.854736e-21 1.651657e-21 1.810980e-21 1.621861e-21
1445 1.418876e-19 3.736180e-21 3.630149e-21 1.852069e-21 1.649414e-21 1.808345e-21 1.619626e-21
1446 1.414730e-19 3.728096e-21 3.622179e-21 1.849411e-21 1.647177e-21 1.805717e-21 1.617398e-21
1447 1.410481e-19 3.720037e-21 3.614236e-21 1.846759e-21 1.644945e-21 1.803096e-21 1.615175e-21
1448 1.406120e-19 3.712004e-21 3.606321e-21 1.844115e-21 1.642720e-21 1.800482e-21 1.612958e-21
1449 1.401664e-19 3.703997e-21 3.598434e-21 1.841478e-21 1.640501e-21 1.797875e-21 1.610747e-21
1450 1.397145e-19 3.696015e-21 3.590576e-21 1.838848e-21 1.638288e-21 1.795276e-21 1.608543e-21
1451 1.392596e-19 3.688058e-21 3.582747e-21 1.836225e-21 1.636081e-21 1.792683e-21 1.606344e-21
1452 1.388052e-19 3.680126e-21 3.574947e-21 1.833610e-21 1.633880e-21 1.790098e-21 1.604150e-21
1453 1.383546e-19 3.672220e-21 3.567177e-21 1.831001e-21 1.631685e-21 1.787519e-21 1.601963e-21
1454 1.379111e-19 3.664339e-21 3.559437e-21 1.828400e-21 1.629496e-21 1.784947e-21 1.599782e-21
1455 1.374779e-19 3.656482e-21 3.551726e-21 1.825806e-21 1.627312e-21 1.782382e-21 1.597606e-21
1456 1.370547e-19 3.648651e-21 3.544045e-21 1.823219e-21 1.625135e-21 1.779825e-21 1.595436e-21
1457 1.366385e-19 3.640844e-21 3.536391e-21 1.820639e-21 1.622963e-21 1.777274e-21 1.593272e-21
1458 1.362261e-19 3.633062e-21 3.528765e-21 1.818066e-21 1.620797e-21 1.774730e-21 1.591114e-21
1459 1.358143e-19 3.625304e-21 3.521165e-21 1.815501e-21 1.618638e-21 1.772192e-21 1.588961e-21
1460 1.353998e-19 3.617571e-21 3.513590e-21 1.812942e-21 1.616484e-21 1.769662e-21 1.586814e-21
1461 1.349796e-19 3.609863e-21 3.506040e-21 1.810390e-21 1.614335e-21 1.767138e-21 1.584673e-21
