Ls TT TE TB EE EB TE_gmv EB_gmv TEB_gmv
83 1.106516e-14 1.339623e-14 3.429675e-15 7.129914e-15 3.103685e-16 3.315523e-15 2.974216e-16 2.837755e-16
84 1.055262e-14 1.280275e-14 3.271399e-15 6.807129e-15 2.959607e-16 3.165100e-15 2.836291e-16 2.706277e-16
85 1.006969e-14 1.224287e-14 3.122211e-15 6.502756e-15 2.823827e-16 3.023275e-15 2.706305e-16 2.582366e-16
86 9.614115e-15 1.171431e-14 2.981491e-15 6.215540e-15 2.695776e-16 2.889460e-15 2.583716e-16 2.465503e-16
87 9.184624e-15 1.121496e-14 2.848666e-15 5.944325e-15 2.574931e-16 2.763109e-15 2.468022e-16 2.355212e-16
88 8.778878e-15 1.074288e-14 2.723208e-15 5.688047e-15 2.460811e-16 2.643722e-15 2.358764e-16 2.251053e-16
89 8.395069e-15 1.029630e-14 2.604632e-15 5.445724e-15 2.352970e-16 2.530839e-15 2.255515e-16 2.152620e-16
90 8.032652e-15 9.873558e-15 2.492487e-15 5.216446e-15 2.250999e-16 2.424038e-15 2.157882e-16 2.059539e-16
91 7.689075e-15 9.473125e-15 2.386359e-15 4.999373e-15 2.154516e-16 2.322926e-15 2.065502e-16 1.971464e-16
92 7.363659e-15 9.093590e-15 2.285862e-15 4.793730e-15 2.063171e-16 2.227139e-15 1.978039e-16 1.888074e-16
93 7.056176e-15 8.733641e-15 2.190641e-15 4.598795e-15 1.976639e-16 2.136345e-15 1.895181e-16 1.809073e-16
94 6.764551e-15 8.392064e-15 2.100366e-15 4.413902e-15 1.894617e-16 2.050230e-15 1.816640e-16 1.734186e-16
95 6.487079e-15 8.067732e-15 2.014730e-15 4.238432e-15 1.816826e-16 1.968505e-15 1.742148e-16 1.663157e-16
96 6.224419e-15 7.759597e-15 1.933450e-15 4.071809e-15 1.743007e-16 1.890902e-15 1.671457e-16 1.595751e-16
97 5.974600e-15 7.466686e-15 1.856261e-15 3.913498e-15 1.672917e-16 1.817172e-15 1.604336e-16 1.531747e-16
98 5.737764e-15 7.188094e-15 1.782917e-15 3.763005e-15 1.606333e-16 1.747083e-15 1.540570e-16 1.470940e-16
99 5.511999e-15 6.922979e-15 1.713190e-15 3.619865e-15 1.543046e-16 1.680420e-15 1.479959e-16 1.413141e-16
100 5.297340e-15 6.670554e-15 1.646868e-15 3.483648e-15 1.482861e-16 1.616982e-15 1.422319e-16 1.358172e-16
101 5.093673e-15 6.430089e-15 1.583752e-15 3.353952e-15 1.425598e-16 1.556582e-15 1.367474e-16 1.305868e-16
102 4.899122e-15 6.200899e-15 1.523657e-15 3.230404e-15 1.371088e-16 1.499047e-15 1.315264e-16 1.256075e-16
103 4.713960e-15 5.982348e-15 1.466411e-15 3.112654e-15 1.319172e-16 1.444212e-15 1.265538e-16 1.208649e-16
104 4.537698e-15 5.773840e-15 1.411852e-15 3.000374e-15 1.269705e-16 1.391925e-15 1.218155e-16 1.163457e-16
105 4.369426e-15 5.574818e-15 1.359829e-15 2.893260e-15 1.222547e-16 1.342046e-15 1.172983e-16 1.120372e-16
106 4.209215e-15 5.384762e-15 1.310203e-15 2.791028e-15 1.177572e-16 1.294441e-15 1.129900e-16 1.079279e-16
107 4.055858e-15 5.203182e-15 1.262841e-15 2.693408e-15 1.134658e-16 1.248985e-15 1.088790e-16 1.040066e-16
108 3.909671e-15 5.029624e-15 1.217620e-15 2.600152e-15 1.093693e-16 1.205562e-15 1.049546e-16 1.002631e-16
109 3.769848e-15 4.863658e-15 1.174424e-15 2.511025e-15 1.054571e-16 1.164062e-15 1.012066e-16 9.668789e-17
110 3.636771e-15 4.704883e-15 1.133145e-15 2.425807e-15 1.017193e-16 1.124385e-15 9.762569e-17 9.327186e-17
111 3.509302e-15 4.552923e-15 1.093681e-15 2.344293e-15 9.814679e-17 1.086445e-15 9.420287e-17 9.000665e-17
112 3.387710e-15 4.407423e-15 1.055938e-15 2.266288e-15 9.473071e-17 1.050151e-15 9.092985e-17 8.688431e-17
113 3.271223e-15 4.268052e-15 1.019824e-15 2.191610e-15 9.146293e-17 1.015411e-15 8.779881e-17 8.389735e-17
114 3.159950e-15 4.134496e-15 9.852568e-16 2.120090e-15 8.833577e-17 9.821434e-16 8.480239e-17 8.103874e-17
115 3.053188e-15 4.006462e-15 9.521569e-16 2.051566e-15 8.534202e-17 9.502731e-16 8.193370e-17 7.830190e-17
116 2.950985e-15 3.883673e-15 9.204493e-16 1.985887e-15 8.247488e-17 9.197286e-16 7.918624e-17 7.568065e-17
117 2.853028e-15 3.765869e-15 8.900645e-16 1.922911e-15 7.972797e-17 8.904431e-16 7.655389e-17 7.316913e-17
118 2.759187e-15 3.652805e-15 8.609363e-16 1.862504e-15 7.709528e-17 8.623538e-16 7.403089e-17 7.076187e-17
119 2.669138e-15 3.544249e-15 8.330025e-16 1.804540e-15 7.457112e-17 8.354017e-16 7.161182e-17 6.845370e-17
120 2.582909e-15 3.439983e-15 8.062048e-16 1.748899e-15 7.215018e-17 8.095311e-16 6.929158e-17 6.623973e-17
121 2.499930e-15 3.339802e-15 7.804876e-16 1.695469e-15 6.982740e-17 7.846896e-16 6.706534e-17 6.411539e-17
122 2.420336e-15 3.243511e-15 7.557990e-16 1.644145e-15 6.759805e-17 7.608282e-16 6.492854e-17 6.207634e-17
123 2.344059e-15 3.150926e-15 7.320897e-16 1.594825e-15 6.545762e-17 7.379001e-16 6.287691e-17 6.011848e-17
124 2.270859e-15 3.061875e-15 7.093133e-16 1.547417e-15 6.340189e-17 7.158611e-16 6.090639e-17 5.823795e-17
125 2.200123e-15 2.976194e-15 6.874258e-16 1.501829e-15 6.142686e-17 6.946696e-16 5.901314e-17 5.643110e-17
126 2.132379e-15 2.893726e-15 6.663858e-16 1.457979e-15 5.952874e-17 6.742859e-16 5.719355e-17 5.469448e-17
127 2.067348e-15 2.814327e-15 6.461538e-16 1.415785e-15 5.770396e-17 6.546731e-16 5.544419e-17 5.302483e-17
128 2.004457e-15 2.737856e-15 6.266930e-16 1.375173e-15 5.594913e-17 6.357960e-16 5.376182e-17 5.141905e-17
129 1.944270e-15 2.664183e-15 6.079679e-16 1.336070e-15 5.426104e-17 6.176212e-16 5.214337e-17 4.987423e-17
130 1.886364e-15 2.593182e-15 5.899454e-16 1.298409e-15 5.263668e-17 6.001167e-16 5.058595e-17 4.838760e-17
131 1.830307e-15 2.524736e-15 5.725939e-16 1.262125e-15 5.107315e-17 5.832531e-16 4.908680e-17 4.695653e-17
132 1.776560e-15 2.458733e-15 5.558834e-16 1.227158e-15 4.956775e-17 5.670022e-16 4.764332e-17 4.557856e-17
133 1.724761e-15 2.395066e-15 5.397857e-16 1.193449e-15 4.811788e-17 5.513362e-16 4.625304e-17 4.425130e-17
134 1.674722e-15 2.333635e-15 5.242737e-16 1.160945e-15 4.672111e-17 5.362306e-16 4.491360e-17 4.297254e-17
135 1.626721e-15 2.274343e-15 5.093221e-16 1.129592e-15 4.537510e-17 5.216607e-16 4.362279e-17 4.174016e-17
136 1.580207e-15 2.217100e-15 4.949064e-16 1.099342e-15 4.407765e-17 5.076033e-16 4.237850e-17 4.055214e-17
137 1.535652e-15 2.161820e-15 4.810038e-16 1.070147e-15 4.282667e-17 4.940365e-16 4.117872e-17 3.940656e-17
138 1.492412e-15 2.108419e-15 4.675924e-16 1.041963e-15 4.162016e-17 4.809425e-16 4.002154e-17 3.830164e-17
139 1.450963e-15 2.056821e-15 4.546513e-16 1.014747e-15 4.045624e-17 4.683029e-16 3.890516e-17 3.723566e-17
140 1.410746e-15 2.006950e-15 4.421608e-16 9.884594e-16 3.933311e-17 4.560987e-16 3.782785e-17 3.620696e-17
141 1.372165e-15 1.958736e-15 4.301021e-16 9.630613e-16 3.824906e-17 4.443095e-16 3.678799e-17 3.521398e-17
142 1.334754e-15 1.912112e-15 4.184573e-16 9.385163e-16 3.720247e-17 4.329178e-16 3.578400e-17 3.425524e-17
143 1.298665e-15 1.867014e-15 4.072094e-16 9.147896e-16 3.619178e-17 4.219074e-16 3.481442e-17 3.332931e-17
144 1.263758e-15 1.823379e-15 3.963422e-16 8.918481e-16 3.521552e-17 4.112625e-16 3.387782e-17 3.243484e-17
145 1.230116e-15 1.781151e-15 3.858402e-16 8.696603e-16 3.427229e-17 4.009680e-16 3.297287e-17 3.157057e-17
146 1.197398e-15 1.740274e-15 3.756887e-16 8.481960e-16 3.336075e-17 3.910099e-16 3.209828e-17 3.073526e-17
147 1.166076e-15 1.700694e-15 3.658737e-16 8.274265e-16 3.247963e-17 3.813752e-16 3.125284e-17 2.992776e-17
148 1.135515e-15 1.662361e-15 3.563819e-16 8.073246e-16 3.162772e-17 3.720507e-16 3.043538e-17 2.914695e-17
149 1.106094e-15 1.625227e-15 3.472004e-16 7.878640e-16 3.080385e-17 3.630237e-16 2.964480e-17 2.839177e-17
150 1.077660e-15 1.589246e-15 3.383171e-16 7.690200e-16 3.000692e-17 3.542832e-16 2.888003e-17 2.766121e-17
151 1.050003e-15 1.554374e-15 3.297204e-16 7.507688e-16 2.923587e-17 3.458184e-16 2.814006e-17 2.695433e-17
152 1.023367e-15 1.520569e-15 3.213991e-16 7.330875e-16 2.848971e-17 3.376186e-16 2.742394e-17 2.627019e-17
153 9.975050e-16 1.487791e-15 3.133428e-16 7.159547e-16 2.776746e-17 3.296730e-16 2.673074e-17 2.560792e-17
154 9.725490e-16 1.456002e-15 3.055413e-16 6.993494e-16 2.706821e-17 3.219724e-16 2.605958e-17 2.496667e-17
155 9.482866e-16 1.425164e-15 2.979849e-16 6.832520e-16 2.639109e-17 3.145081e-16 2.540962e-17 2.434566e-17
156 9.247235e-16 1.395243e-15 2.906643e-16 6.676435e-16 2.573525e-17 3.072708e-16 2.478007e-17 2.374411e-17
157 9.020028e-16 1.366205e-15 2.835709e-16 6.525058e-16 2.509989e-17 3.002518e-16 2.417014e-17 2.316129e-17
158 8.799473e-16 1.338018e-15 2.766960e-16 6.378215e-16 2.448425e-17 2.934431e-16 2.357912e-17 2.259650e-17
159 8.586174e-16 1.310652e-15 2.700317e-16 6.235741e-16 2.388760e-17 2.868374e-16 2.300629e-17 2.204908e-17
160 8.378326e-16 1.284077e-15 2.635701e-16 6.097477e-16 2.330923e-17 2.804274e-16 2.245098e-17 2.151838e-17
161 8.177525e-16 1.258264e-15 2.573039e-16 5.963272e-16 2.274847e-17 2.742056e-16 2.191256e-17 2.100378e-17
162 7.983377e-16 1.233188e-15 2.512259e-16 5.832978e-16 2.220469e-17 2.681652e-16 2.139041e-17 2.050471e-17
163 7.793044e-16 1.208821e-15 2.453295e-16 5.706458e-16 2.167725e-17 2.623001e-16 2.088393e-17 2.002060e-17
164 7.610569e-16 1.185139e-15 2.396080e-16 5.583577e-16 2.116558e-17 2.566039e-16 2.039257e-17 1.955092e-17
165 7.433028e-16 1.162118e-15 2.340553e-16 5.464208e-16 2.066911e-17 2.510713e-16 1.991577e-17 1.909514e-17
166 7.259907e-16 1.139736e-15 2.286654e-16 5.348227e-16 2.018730e-17 2.456972e-16 1.945303e-17 1.865278e-17
167 7.093995e-16 1.117971e-15 2.234325e-16 5.235517e-16 1.971963e-17 2.404768e-16 1.900385e-17 1.822337e-17
168 6.930295e-16 1.096801e-15 2.183511e-16 5.125965e-16 1.926561e-17 2.354048e-16 1.856775e-17 1.780646e-17
169 6.772796e-16 1.076206e-15 2.134161e-16 5.019462e-16 1.882475e-17 2.304749e-16 1.814427e-17 1.740160e-17
170 6.619421e-16 1.056167e-15 2.086222e-16 4.915905e-16 1.839659e-17 2.256816e-16 1.773298e-17 1.700837e-17
171 6.471025e-16 1.036666e-15 2.039647e-16 4.815193e-16 1.798071e-17 2.210202e-16 1.733345e-17 1.662636e-17
172 6.326320e-16 1.017684e-15 1.994389e-16 4.717230e-16 1.757667e-17 2.164869e-16 1.694528e-17 1.625520e-17
173 6.185144e-16 9.992049e-16 1.950404e-16 4.621925e-16 1.718407e-17 2.120781e-16 1.656808e-17 1.589452e-17
174 6.048790e-16 9.812114e-16 1.907647e-16 4.529189e-16 1.680253e-17 2.077882e-16 1.620148e-17 1.554396e-17
175 5.915676e-16 9.636879e-16 1.866079e-16 4.438937e-16 1.643167e-17 2.036124e-16 1.584513e-17 1.520317e-17
176 5.786431e-16 9.466191e-16 1.825659e-16 4.351086e-16 1.607113e-17 1.995483e-16 1.549867e-17 1.487183e-17
177 5.661112e-16 9.299904e-16 1.786349e-16 4.265559e-16 1.572057e-17 1.955926e-16 1.516178e-17 1.454963e-17
178 5.539235e-16 9.137877e-16 1.748112e-16 4.182280e-16 1.537965e-17 1.917407e-16 1.483415e-17 1.423625e-17
179 5.419548e-16 8.979973e-16 1.710914e-16 4.101176e-16 1.504806e-17 1.879892e-16 1.451546e-17 1.393142e-17
