Ls TT TE TB EE EB EB_gmv TEB_gmv
128 2.465734e-15 3.064349e-15 4.180677e-15 1.478714e-15 8.487347e-17 8.026643e-17 7.692942e-17
129 2.391554e-15 2.982120e-15 4.053595e-15 1.436647e-15 8.230873e-17 7.784861e-17 7.461532e-17
130 2.320171e-15 2.902870e-15 3.931327e-15 1.396132e-15 7.984092e-17 7.552202e-17 7.238849e-17
131 2.251456e-15 2.826470e-15 3.813657e-15 1.357097e-15 7.746566e-17 7.328256e-17 7.024499e-17
132 2.185293e-15 2.752793e-15 3.700378e-15 1.319479e-15 7.517882e-17 7.112631e-17 6.818111e-17
133 2.121565e-15 2.681721e-15 3.591295e-15 1.283216e-15 7.297645e-17 6.904959e-17 6.619329e-17
134 2.060167e-15 2.613142e-15 3.486222e-15 1.248248e-15 7.085482e-17 6.704890e-17 6.427820e-17
135 2.000996e-15 2.546949e-15 3.384982e-15 1.214519e-15 6.881041e-17 6.512089e-17 6.243264e-17
136 1.943957e-15 2.483042e-15 3.287411e-15 1.181975e-15 6.683985e-17 6.326242e-17 6.065359e-17
137 1.888956e-15 2.421322e-15 3.193349e-15 1.150567e-15 6.493996e-17 6.147047e-17 5.893820e-17
138 1.835908e-15 2.361699e-15 3.102644e-15 1.120247e-15 6.310771e-17 5.974220e-17 5.728372e-17
139 1.784728e-15 2.304087e-15 3.015154e-15 1.090968e-15 6.134021e-17 5.807492e-17 5.568758e-17
140 1.735338e-15 2.248401e-15 2.930743e-15 1.062687e-15 5.963474e-17 5.646603e-17 5.414730e-17
141 1.687664e-15 2.194564e-15 2.849283e-15 1.035364e-15 5.798868e-17 5.491311e-17 5.266057e-17
142 1.641634e-15 2.142499e-15 2.770648e-15 1.008959e-15 5.639957e-17 5.341381e-17 5.122513e-17
143 1.597179e-15 2.092136e-15 2.694723e-15 9.834342e-16 5.486506e-17 5.196592e-17 4.983888e-17
144 1.554235e-15 2.043406e-15 2.621395e-15 9.587534e-16 5.338289e-17 5.056732e-17 4.849979e-17
145 1.512743e-15 1.996245e-15 2.550560e-15 9.348839e-16 5.195093e-17 4.921602e-17 4.720595e-17
146 1.472640e-15 1.950590e-15 2.482115e-15 9.117924e-16 5.056715e-17 4.791010e-17 4.595552e-17
147 1.433873e-15 1.906383e-15 2.415965e-15 8.894481e-16 4.922959e-17 4.664772e-17 4.474676e-17
148 1.396388e-15 1.863568e-15 2.352017e-15 8.678225e-16 4.793644e-17 4.542715e-17 4.357801e-17
149 1.360135e-15 1.822091e-15 2.290183e-15 8.468874e-16 4.668591e-17 4.424674e-17 4.244767e-17
150 1.325064e-15 1.781899e-15 2.230381e-15 8.266145e-16 4.547633e-17 4.310490e-17 4.135424e-17
151 1.291129e-15 1.742945e-15 2.172531e-15 8.069798e-16 4.430609e-17 4.200012e-17 4.029627e-17
152 1.258288e-15 1.705181e-15 2.116556e-15 7.879582e-16 4.317365e-17 4.093097e-17 3.927238e-17
153 1.226496e-15 1.668563e-15 2.062384e-15 7.695270e-16 4.207757e-17 3.989606e-17 3.828126e-17
154 1.195714e-15 1.633048e-15 2.009945e-15 7.516626e-16 4.101643e-17 3.889407e-17 3.732166e-17
155 1.165904e-15 1.598595e-15 1.959173e-15 7.343450e-16 3.998892e-17 3.792377e-17 3.639235e-17
156 1.137029e-15 1.565166e-15 1.910005e-15 7.175533e-16 3.899374e-17 3.698394e-17 3.549221e-17
157 1.109053e-15 1.532721e-15 1.862380e-15 7.012679e-16 3.802970e-17 3.607343e-17 3.462014e-17
158 1.081943e-15 1.501227e-15 1.816240e-15 6.854710e-16 3.709560e-17 3.519116e-17 3.377508e-17
159 1.055667e-15 1.470648e-15 1.771530e-15 6.701433e-16 3.619035e-17 3.433607e-17 3.295603e-17
160 1.030193e-15 1.440953e-15 1.728198e-15 6.552686e-16 3.531288e-17 3.350715e-17 3.216204e-17
161 1.005494e-15 1.412108e-15 1.686192e-15 6.408310e-16 3.446216e-17 3.270345e-17 3.139217e-17
162 9.815399e-16 1.384085e-15 1.645463e-15 6.268137e-16 3.363722e-17 3.192405e-17 3.064556e-17
163 9.583045e-16 1.356854e-15 1.605965e-15 6.132024e-16 3.283712e-17 3.116807e-17 2.992135e-17
164 9.357612e-16 1.330388e-15 1.567655e-15 5.999827e-16 3.206097e-17 3.043465e-17 2.921874e-17
165 9.138859e-16 1.304659e-15 1.530488e-15 5.871409e-16 3.130791e-17 2.972300e-17 2.853697e-17
166 8.926548e-16 1.279644e-15 1.494424e-15 5.746637e-16 3.057711e-17 2.903234e-17 2.787528e-17
167 8.720448e-16 1.255317e-15 1.459425e-15 5.625380e-16 2.986778e-17 2.836192e-17 2.723297e-17
168 8.520343e-16 1.231654e-15 1.425452e-15 5.507527e-16 2.917918e-17 2.771103e-17 2.660935e-17
169 8.326022e-16 1.208635e-15 1.392469e-15 5.392946e-16 2.851057e-17 2.707900e-17 2.600378e-17
170 8.137288e-16 1.186235e-15 1.360443e-15 5.281536e-16 2.786126e-17 2.646517e-17 2.541562e-17
171 7.953943e-16 1.164436e-15 1.329339e-15 5.173190e-16 2.723058e-17 2.586889e-17 2.484428e-17
172 7.775803e-16 1.143217e-15 1.299126e-15 5.067799e-16 2.661788e-17 2.528959e-17 2.428917e-17
173 7.602695e-16 1.122559e-15 1.269773e-15 4.965270e-16 2.602257e-17 2.472667e-17 2.374974e-17
174 7.434444e-16 1.102443e-15 1.241252e-15 4.865503e-16 2.544403e-17 2.417957e-17 2.322546e-17
175 7.270886e-16 1.082852e-15 1.213533e-15 4.768407e-16 2.488172e-17 2.364776e-17 2.271583e-17
176 7.111865e-16 1.063769e-15 1.186591e-15 4.673894e-16 2.433507e-17 2.313074e-17 2.222034e-17
177 6.957233e-16 1.045178e-15 1.160398e-15 4.581884e-16 2.380357e-17 2.262801e-17 2.173852e-17
178 6.806838e-16 1.027062e-15 1.134930e-15 4.492289e-16 2.328671e-17 2.213908e-17 2.126993e-17
179 6.660546e-16 1.009407e-15 1.110164e-15 4.405037e-16 2.278401e-17 2.166352e-17 2.081413e-17
180 6.518221e-16 9.921975e-16 1.086075e-15 4.320046e-16 2.229501e-17 2.120087e-17 2.037069e-17
181 6.379730e-16 9.754198e-16 1.062641e-15 4.237249e-16 2.181925e-17 2.075071e-17 1.993921e-17
182 6.244954e-16 9.590611e-16 1.039842e-15 4.156575e-16 2.135631e-17 2.031265e-17 1.951931e-17
183 6.113769e-16 9.431073e-16 1.017657e-15 4.077959e-16 2.090577e-17 1.988629e-17 1.911061e-17
184 5.986062e-16 9.275468e-16 9.960647e-16 4.001330e-16 2.046723e-17 1.947125e-17 1.871275e-17
