2.000000e+00 5.539300e-07 1.354931e-07 5.305327e-08 3.237855e-06 4.918224e-08 2.552224e-08 2.177593e-08 1.454567e-06 5.138936e-07 1.845958e-07 8.094055e-07 1.229389e-08 1.152625e-08 1.129694e-08
3.000000e+00 5.058502e-07 1.271386e-07 4.950543e-08 2.590208e-06 3.935060e-08 2.192387e-08 1.894476e-08 1.163720e-06 4.111623e-07 1.476963e-07 7.618034e-07 1.157211e-08 1.073130e-08 1.048366e-08
4.000000e+00 4.889384e-07 1.241005e-07 4.822239e-08 2.398359e-06 3.644016e-08 2.075571e-08 1.801027e-08 1.077617e-06 3.807629e-07 1.367714e-07 7.442992e-07 1.130647e-08 1.044317e-08 1.019020e-08
5.000000e+00 4.809601e-07 1.226586e-07 4.761234e-08 2.312746e-06 3.514341e-08 2.021926e-08 1.757874e-08 1.039261e-06 3.672333e-07 1.319044e-07 7.358607e-07 1.117920e-08 1.030576e-08 1.005046e-08
6.000000e+00 4.765721e-07 1.218736e-07 4.727758e-08 2.266544e-06 3.444513e-08 1.992693e-08 1.734315e-08 1.018611e-06 3.599696e-07 1.292860e-07 7.311304e-07 1.110773e-08 1.022891e-08 9.972386e-09
7.000000e+00 4.739254e-07 1.214127e-07 4.707782e-08 2.238622e-06 3.402459e-08 1.975038e-08 1.720088e-08 1.006183e-06 3.556188e-07 1.277124e-07 7.282183e-07 1.106432e-08 1.018219e-08 9.924925e-09
8.000000e+00 4.722299e-07 1.211325e-07 4.695274e-08 2.220413e-06 3.375157e-08 1.963623e-08 1.710906e-08 9.981238e-07 3.528214e-07 1.266949e-07 7.262968e-07 1.103560e-08 1.015138e-08 9.893640e-09
9.000000e+00 4.711034e-07 1.209627e-07 4.687283e-08 2.207868e-06 3.356463e-08 1.955891e-08 1.704710e-08 9.926173e-07 3.509349e-07 1.260030e-07 7.249706e-07 1.101625e-08 1.013055e-08 9.872480e-09
1.000000e+01 4.703387e-07 1.208654e-07 4.682218e-08 2.198857e-06 3.343141e-08 1.950482e-08 1.700400e-08 9.887048e-07 3.496214e-07 1.255152e-07 7.240166e-07 1.100228e-08 1.011558e-08 9.857281e-09
1.100000e+01 4.698186e-07 1.208188e-07 4.679164e-08 2.192172e-06 3.333355e-08 1.946618e-08 1.697351e-08 9.858444e-07 3.486891e-07 1.251627e-07 7.233150e-07 1.099242e-08 1.010495e-08 9.846468e-09
1.200000e+01 4.694697e-07 1.208094e-07 4.677558e-08 2.187080e-06 3.325994e-08 1.943828e-08 1.695178e-08 9.837067e-07 3.480218e-07 1.249036e-07 7.227841e-07 1.098492e-08 1.009692e-08 9.838318e-09
1.300000e+01 4.692468e-07 1.208287e-07 4.677044e-08 2.183119e-06 3.320356e-08 1.941812e-08 1.693641e-08 9.820845e-07 3.475461e-07 1.247117e-07 7.223793e-07 1.097956e-08 1.009114e-08 9.832434e-09
1.400000e+01 4.691184e-07 1.208710e-07 4.677382e-08 2.179983e-06 3.315974e-08 1.940371e-08 1.692577e-08 9.808398e-07 3.472135e-07 1.245694e-07 7.220639e-07 1.097538e-08 1.008668e-08 9.827896e-09
1.500000e+01 4.690644e-07 1.209324e-07 4.678411e-08 2.177464e-06 3.312535e-08 1.939370e-08 1.691877e-08 9.798795e-07 3.469910e-07 1.244650e-07 7.218194e-07 1.097247e-08 1.008353e-08 9.824688e-09
1.600000e+01 4.690692e-07 1.210103e-07 4.680015e-08 2.175416e-06 3.309814e-08 1.938712e-08 1.691464e-08 9.791378e-07 3.468555e-07 1.243902e-07 7.216265e-07 1.097018e-08 1.008111e-08 9.822222e-09
1.700000e+01 4.691231e-07 1.211027e-07 4.682112e-08 2.173735e-06 3.307655e-08 1.938331e-08 1.691283e-08 9.785677e-07 3.467903e-07 1.243388e-07 7.214772e-07 1.096873e-08 1.007954e-08 9.820618e-09
1.800000e+01 4.692174e-07 1.212080e-07 4.684642e-08 2.172342e-06 3.305939e-08 1.938175e-08 1.691291e-08 9.781346e-07 3.467833e-07 1.243067e-07 7.213599e-07 1.096762e-08 1.007840e-08 9.819450e-09
1.900000e+01 4.693471e-07 1.213254e-07 4.687560e-08 2.171182e-06 3.304580e-08 1.938206e-08 1.691460e-08 9.778127e-07 3.468253e-07 1.242904e-07 7.212715e-07 1.096710e-08 1.007786e-08 9.818886e-09
2.000000e+01 4.695070e-07 1.214539e-07 4.690830e-08 2.170210e-06 3.303511e-08 1.938397e-08 1.691765e-08 9.775824e-07 3.469094e-07 1.242876e-07 7.212042e-07 1.096679e-08 1.007757e-08 9.818591e-09
2.100000e+01 4.696943e-07 1.215929e-07 4.694428e-08 2.169393e-06 3.302681e-08 1.938725e-08 1.692189e-08 9.774287e-07 3.470304e-07 1.242962e-07 7.211572e-07 1.096692e-08 1.007774e-08 9.818749e-09
2.200000e+01 4.699058e-07 1.217421e-07 4.698332e-08 2.168705e-06 3.302050e-08 1.939173e-08 1.692718e-08 9.773396e-07 3.471841e-07 1.243148e-07 7.211250e-07 1.096716e-08 1.007807e-08 9.819079e-09
2.300000e+01 4.701400e-07 1.219009e-07 4.702527e-08 2.168124e-06 3.301587e-08 1.939728e-08 1.693341e-08 9.773060e-07 3.473672e-07 1.243423e-07 7.211078e-07 1.096776e-08 1.007875e-08 9.819766e-09
2.400000e+01 4.703945e-07 1.220692e-07 4.707000e-08 2.167635e-06 3.301267e-08 1.940378e-08 1.694049e-08 9.773203e-07 3.475771e-07 1.243776e-07 7.211014e-07 1.096843e-08 1.007955e-08 9.820567e-09
2.500000e+01 4.706686e-07 1.222466e-07 4.711741e-08 2.167224e-06 3.301069e-08 1.941114e-08 1.694835e-08 9.773767e-07 3.478118e-07 1.244201e-07 7.211067e-07 1.096939e-08 1.008063e-08 9.821663e-09
2.600000e+01 4.709606e-07 1.224331e-07 4.716741e-08 2.166880e-06 3.300976e-08 1.941931e-08 1.695693e-08 9.774700e-07 3.480695e-07 1.244690e-07 7.211201e-07 1.097038e-08 1.008179e-08 9.822838e-09
2.700000e+01 4.712702e-07 1.226285e-07 4.721996e-08 2.166594e-06 3.300976e-08 1.942821e-08 1.696618e-08 9.775965e-07 3.483489e-07 1.245240e-07 7.211430e-07 1.097162e-08 1.008320e-08 9.824263e-09
2.800000e+01 4.715961e-07 1.228327e-07 4.727498e-08 2.166359e-06 3.301057e-08 1.943779e-08 1.697607e-08 9.777527e-07 3.486488e-07 1.245846e-07 7.211723e-07 1.097288e-08 1.008466e-08 9.825744e-09
2.900000e+01 4.719381e-07 1.230456e-07 4.733244e-08 2.166170e-06 3.301209e-08 1.944803e-08 1.698656e-08 9.779360e-07 3.489683e-07 1.246504e-07 7.212095e-07 1.097436e-08 1.008634e-08 9.827445e-09
3.000000e+01 4.722953e-07 1.232671e-07 4.739231e-08 2.166020e-06 3.301425e-08 1.945888e-08 1.699762e-08 9.781439e-07 3.493066e-07 1.247211e-07 7.212520e-07 1.097584e-08 1.008806e-08 9.829187e-09
3.100000e+01 4.726677e-07 1.234973e-07 4.745456e-08 2.165905e-06 3.301699e-08 1.947032e-08 1.700924e-08 9.783746e-07 3.496631e-07 1.247966e-07 7.213012e-07 1.097752e-08 1.008997e-08 9.831126e-09
3.200000e+01 4.730545e-07 1.237360e-07 4.751917e-08 2.165822e-06 3.302024e-08 1.948232e-08 1.702139e-08 9.786264e-07 3.500372e-07 1.248765e-07 7.213549e-07 1.097920e-08 1.009191e-08 9.833097e-09
3.300000e+01 4.734557e-07 1.239833e-07 4.758612e-08 2.165768e-06 3.302396e-08 1.949486e-08 1.703405e-08 9.788979e-07 3.504284e-07 1.249608e-07 7.214145e-07 1.098105e-08 1.009403e-08 9.835247e-09
3.400000e+01 4.738708e-07 1.242392e-07 4.765539e-08 2.165741e-06 3.302811e-08 1.950792e-08 1.704722e-08 9.791879e-07 3.508364e-07 1.250493e-07 7.214781e-07 1.098290e-08 1.009617e-08 9.837423e-09
3.500000e+01 4.742999e-07 1.245037e-07 4.772699e-08 2.165737e-06 3.303265e-08 1.952149e-08 1.706087e-08 9.794953e-07 3.512609e-07 1.251418e-07 7.215469e-07 1.098492e-08 1.009848e-08 9.839765e-09
3.600000e+01 4.747423e-07 1.247767e-07 4.780090e-08 2.165755e-06 3.303755e-08 1.953556e-08 1.707500e-08 9.798192e-07 3.517015e-07 1.252383e-07 7.216193e-07 1.098692e-08 1.010080e-08 9.842129e-09
3.700000e+01 4.751983e-07 1.250583e-07 4.787711e-08 2.165793e-06 3.304278e-08 1.955011e-08 1.708961e-08 9.801590e-07 3.521581e-07 1.253386e-07 7.216965e-07 1.098908e-08 1.010328e-08 9.844648e-09
3.800000e+01 4.756675e-07 1.253486e-07 4.795563e-08 2.165850e-06 3.304833e-08 1.956514e-08 1.710467e-08 9.805137e-07 3.526304e-07 1.254427e-07 7.217769e-07 1.099123e-08 1.010577e-08 9.847186e-09
3.900000e+01 4.761499e-07 1.256475e-07 4.803646e-08 2.165925e-06 3.305417e-08 1.958063e-08 1.712019e-08 9.808830e-07 3.531183e-07 1.255505e-07 7.218618e-07 1.099353e-08 1.010841e-08 9.849871e-09
