   13.77 8.7838E-02 8.3746E-02 9.0687E-02 9.1258E-02 8.5709E-02 8.4286E-02 8.9461E-02 8.2548E-02 8.4791E-02 8.8547E-02 8.0912E-02 8.6445E-02 8.6706E-02 8.6948E-02 8.4255E-02 8.6991E-02 8.1748E-02
   14.42 7.6258E-02 7.5274E-02 7.9550E-02 8.0464E-02 7.8113E-02 7.7201E-02 7.9884E-02 7.6048E-02 7.6802E-02 7.7641E-02 7.4977E-02 7.7977E-02 7.8252E-02 7.8507E-02 7.6769E-02 7.8553E-02 7.5859E-02
   15.10 7.1932E-02 7.4161E-02 7.5809E-02 7.7060E-02 7.7882E-02 7.7298E-02 7.7403E-02 7.6505E-02 7.7754E-02 7.6498E-02 7.5784E-02 7.6245E-02 7.6548E-02 7.6831E-02 7.8050E-02 7.6881E-02 7.6761E-02
   15.81 8.2006E-02 8.1517E-02 8.6663E-02 8.8212E-02 8.6159E-02 8.5724E-02 8.8932E-02 8.5089E-02 8.6543E-02 8.6633E-02 8.4532E-02 8.7900E-02 8.8246E-02 8.8569E-02 8.7074E-02 8.8627E-02 8.5644E-02
   16.56 1.1083E-01 1.0643E-01 1.1649E-01 1.1830E-01 1.1194E-01 1.1125E-01 1.1876E-01 1.1036E-01 1.0598E-01 1.0502E-01 1.0962E-01 1.1716E-01 1.1756E-01 1.1793E-01 1.0663E-01 1.1800E-01 1.1090E-01
   17.34 1.0523E-01 1.1397E-01 1.1203E-01 1.1444E-01 1.2099E-01 1.2064E-01 1.1644E-01 1.2014E-01 1.1270E-01 1.1309E-01 1.1979E-01 1.1600E-01 1.1646E-01 1.1689E-01 1.1385E-01 1.1697E-01 1.2126E-01
   18.15 9.1718E-02 9.4297E-02 9.9543E-02 1.0256E-01 1.0325E-01 1.0394E-01 1.0631E-01 1.0451E-01 1.0717E-01 1.0725E-01 1.0511E-01 1.0728E-01 1.0780E-01 1.0828E-01 1.0905E-01 1.0837E-01 1.0679E-01
   19.01 8.9632E-02 9.4392E-02 9.8413E-02 1.0191E-01 1.0475E-01 1.0591E-01 1.0684E-01 1.0699E-01 1.0642E-01 1.0578E-01 1.0807E-01 1.0867E-01 1.0925E-01 1.0978E-01 1.0885E-01 1.0988E-01 1.0992E-01
   19.91 8.5516E-02 9.0864E-02 9.5055E-02 9.8963E-02 1.0240E-01 1.0403E-01 1.0497E-01 1.0562E-01 1.0757E-01 1.0713E-01 1.0716E-01 1.0762E-01 1.0823E-01 1.0881E-01 1.1045E-01 1.0892E-01 1.0915E-01
   20.84 8.5547E-02 9.1208E-02 9.5875E-02 1.0018E-01 1.0392E-01 1.0594E-01 1.0714E-01 1.0797E-01 1.1004E-01 1.0986E-01 1.0995E-01 1.1049E-01 1.1115E-01 1.1177E-01 1.1337E-01 1.1188E-01 1.1208E-01
   21.83 8.6930E-02 9.3063E-02 9.8216E-02 1.0299E-01 1.0717E-01 1.0962E-01 1.1103E-01 1.1214E-01 1.1448E-01 1.1448E-01 1.1459E-01 1.1517E-01 1.1589E-01 1.1656E-01 1.1832E-01 1.1668E-01 1.1690E-01
   22.85 8.9493E-02 9.6111E-02 1.0195E-01 1.0729E-01 1.1186E-01 1.1482E-01 1.1663E-01 1.1790E-01 1.2064E-01 1.2095E-01 1.2093E-01 1.2172E-01 1.2250E-01 1.2323E-01 1.2511E-01 1.2337E-01 1.2345E-01
   23.93 9.3533E-02 1.0090E-01 1.0747E-01 1.1352E-01 1.1877E-01 1.2232E-01 1.2447E-01 1.2613E-01 1.2918E-01 1.2977E-01 1.2992E-01 1.3076E-01 1.3163E-01 1.3245E-01 1.3443E-01 1.3259E-01 1.3272E-01
   25.06 9.9188E-02 1.0748E-01 1.1497E-01 1.2193E-01 1.2800E-01 1.3232E-01 1.3494E-01 1.3707E-01 1.4056E-01 1.4153E-01 1.4190E-01 1.4285E-01 1.4381E-01 1.4472E-01 1.4684E-01 1.4489E-01 1.4502E-01
   26.24 1.0663E-01 1.1611E-01 1.2475E-01 1.3285E-01 1.4004E-01 1.4532E-01 1.4854E-01 1.5136E-01 1.5541E-01 1.5693E-01 1.5766E-01 1.5867E-01 1.5975E-01 1.6077E-01 1.6306E-01 1.6095E-01 1.6115E-01
   27.48 1.1599E-01 1.2700E-01 1.3704E-01 1.4660E-01 1.5526E-01 1.6176E-01 1.6579E-01 1.6957E-01 1.7449E-01 1.7679E-01 1.7798E-01 1.7899E-01 1.8019E-01 1.8132E-01 1.8395E-01 1.8153E-01 1.8187E-01
   28.77 1.2718E-01 1.4001E-01 1.5185E-01 1.6322E-01 1.7365E-01 1.8172E-01 1.8690E-01 1.9191E-01 1.9802E-01 2.0130E-01 2.0325E-01 2.0428E-01 2.0560E-01 2.0684E-01 2.0980E-01 2.0706E-01 2.0751E-01
   30.13 1.3970E-01 1.5465E-01 1.6863E-01 1.8219E-01 1.9474E-01 2.0471E-01 2.1143E-01 2.1797E-01 2.2556E-01 2.3005E-01 2.3318E-01 2.3421E-01 2.3561E-01 2.3693E-01 2.4018E-01 2.3717E-01 2.3771E-01
   31.55 1.5256E-01 1.6998E-01 1.8622E-01 2.0220E-01 2.1730E-01 2.2942E-01 2.3784E-01 2.4639E-01 2.5564E-01 2.6180E-01 2.6629E-01 2.6704E-01 2.6847E-01 2.6981E-01 2.7342E-01 2.7005E-01 2.7091E-01
   33.03 1.6501E-01 1.8489E-01 2.0355E-01 2.2204E-01 2.3968E-01 2.5407E-01 2.6447E-01 2.7512E-01 2.8635E-01 2.9435E-01 3.0017E-01 3.0068E-01 3.0206E-01 3.0336E-01 3.0737E-01 3.0359E-01 3.0463E-01
   34.59 1.7658E-01 1.9881E-01 2.1983E-01 2.4073E-01 2.6076E-01 2.7735E-01 2.8979E-01 3.0248E-01 3.1584E-01 3.2559E-01 3.3264E-01 3.3290E-01 3.3415E-01 3.3533E-01 3.3983E-01 3.3554E-01 3.3670E-01
   36.22 1.8742E-01 2.1171E-01 2.3502E-01 2.5807E-01 2.8004E-01 2.9857E-01 3.1311E-01 3.2744E-01 3.4289E-01 3.5428E-01 3.6216E-01 3.6241E-01 3.6348E-01 3.6449E-01 3.6928E-01 3.6468E-01 3.6564E-01
   37.93 1.9791E-01 2.2412E-01 2.4933E-01 2.7421E-01 2.9792E-01 3.1812E-01 3.3428E-01 3.5021E-01 3.6726E-01 3.8017E-01 3.8866E-01 3.8864E-01 3.8949E-01 3.9031E-01 3.9541E-01 3.9046E-01 3.9145E-01
   39.72 2.0883E-01 2.3676E-01 2.6358E-01 2.8995E-01 3.1502E-01 3.3656E-01 3.5401E-01 3.7123E-01 3.8959E-01 4.0362E-01 4.1249E-01 4.1219E-01 4.1282E-01 4.1342E-01 4.1883E-01 4.1353E-01 4.1454E-01
   41.59 2.2101E-01 2.5035E-01 2.7862E-01 3.0617E-01 3.3212E-01 3.5470E-01 3.7327E-01 3.9131E-01 4.1077E-01 4.2554E-01 4.3446E-01 4.3408E-01 4.3448E-01 4.3488E-01 4.4049E-01 4.3495E-01 4.3579E-01
   43.55 2.3493E-01 2.6565E-01 2.9493E-01 3.2336E-01 3.5012E-01 3.7345E-01 3.9257E-01 4.1141E-01 4.3142E-01 4.4672E-01 4.5560E-01 4.5490E-01 4.5509E-01 4.5529E-01 4.6111E-01 4.5533E-01 4.5625E-01
   45.60 2.5101E-01 2.8286E-01 3.1297E-01 3.4199E-01 3.6912E-01 3.9293E-01 4.1241E-01 4.3168E-01 4.5215E-01 4.6751E-01 4.7615E-01 4.7522E-01 4.7523E-01 4.7523E-01 4.8134E-01 4.7524E-01 4.7618E-01
   47.75 2.6952E-01 3.0232E-01 3.3292E-01 3.6223E-01 3.8952E-01 4.1351E-01 4.3297E-01 4.5248E-01 4.7298E-01 4.8818E-01 4.9651E-01 4.9530E-01 4.9512E-01 4.9496E-01 5.0125E-01 4.9494E-01 4.9596E-01
   50.00 2.9038E-01 3.2382E-01 3.5457E-01 3.8380E-01 4.1095E-01 4.3480E-01 4.5390E-01 4.7342E-01 4.9381E-01 5.0855E-01 5.1627E-01 5.1478E-01 5.1444E-01 5.1412E-01 5.2074E-01 5.1407E-01 5.1519E-01
   52.36 3.1357E-01 3.4731E-01 3.7780E-01 4.0656E-01 4.3311E-01 4.5648E-01 4.7496E-01 4.9412E-01 5.1403E-01 5.2803E-01 5.3510E-01 5.3336E-01 5.3287E-01 5.3242E-01 5.3919E-01 5.3234E-01 5.3354E-01
   54.82 3.3866E-01 3.7225E-01 4.0200E-01 4.2985E-01 4.5542E-01 4.7796E-01 4.9543E-01 5.1400E-01 5.3315E-01 5.4609E-01 5.5238E-01 5.5032E-01 5.4970E-01 5.4912E-01 5.5609E-01 5.4902E-01 5.5040E-01
   57.41 3.6525E-01 3.9823E-01 4.2668E-01 4.5315E-01 4.7733E-01 4.9865E-01 5.1478E-01 5.3241E-01 5.5059E-01 5.6225E-01 5.6744E-01 5.6528E-01 5.6454E-01 5.6385E-01 5.7092E-01 5.6373E-01 5.6508E-01
   60.11 3.9297E-01 4.2449E-01 4.5132E-01 4.7591E-01 4.9807E-01 5.1778E-01 5.3245E-01 5.4864E-01 5.6579E-01 5.7585E-01 5.7967E-01 5.7755E-01 5.7671E-01 5.7592E-01 5.8319E-01 5.7579E-01 5.7698E-01
   62.95 4.2090E-01 4.5054E-01 4.7504E-01 4.9723E-01 5.1708E-01 5.3483E-01 5.4751E-01 5.6224E-01 5.7791E-01 5.8622E-01 5.8882E-01 5.8637E-01 5.8545E-01 5.8458E-01 5.9203E-01 5.8443E-01 5.8585E-01
   65.91 4.4857E-01 4.7568E-01 4.9730E-01 5.1662E-01 5.3378E-01 5.4922E-01 5.5965E-01 5.7259E-01 5.8652E-01 5.9285E-01 5.9406E-01 5.9155E-01 5.9056E-01 5.8963E-01 5.9709E-01 5.8946E-01 5.9087E-01
   69.02 4.7491E-01 4.9910E-01 5.1720E-01 5.3325E-01 5.4746E-01 5.6031E-01 5.6822E-01 5.7928E-01 5.9123E-01 5.9542E-01 5.9543E-01 5.9266E-01 5.9162E-01 5.9064E-01 5.9807E-01 5.9047E-01 5.9207E-01
   72.27 4.9956E-01 5.2014E-01 5.3432E-01 5.4670E-01 5.5753E-01 5.6754E-01 5.7292E-01 5.8172E-01 5.9178E-01 5.9379E-01 5.9229E-01 5.8959E-01 5.8851E-01 5.8750E-01 5.9483E-01 5.8732E-01 5.8881E-01
   75.68 5.2194E-01 5.3794E-01 5.4818E-01 5.5661E-01 5.6371E-01 5.7074E-01 5.7356E-01 5.7997E-01 5.8797E-01 5.8779E-01 5.8487E-01 5.8219E-01 5.8110E-01 5.8007E-01 5.8727E-01 5.7989E-01 5.8133E-01
   79.24 5.4066E-01 5.5214E-01 5.5779E-01 5.6210E-01 5.6562E-01 5.6959E-01 5.6964E-01 5.7377E-01 5.7971E-01 5.7735E-01 5.7304E-01 5.7040E-01 5.6931E-01 5.6827E-01 5.7541E-01 5.6809E-01 5.6949E-01
   82.98 5.5556E-01 5.6214E-01 5.6319E-01 5.6332E-01 5.6310E-01 5.6402E-01 5.6151E-01 5.6326E-01 5.6724E-01 5.6288E-01 5.5725E-01 5.5468E-01 5.5359E-01 5.5257E-01 5.5950E-01 5.5238E-01 5.5373E-01
   86.89 5.6659E-01 5.6817E-01 5.6453E-01 5.6051E-01 5.5664E-01 5.5457E-01 5.4958E-01 5.4903E-01 5.5112E-01 5.4482E-01 5.3800E-01 5.3562E-01 5.3456E-01 5.3355E-01 5.4021E-01 5.3337E-01 5.3455E-01
   90.99 5.7322E-01 5.6975E-01 5.6158E-01 5.5356E-01 5.4633E-01 5.4145E-01 5.3404E-01 5.3150E-01 5.3164E-01 5.2362E-01 5.1599E-01 5.1356E-01 5.1253E-01 5.1155E-01 5.1792E-01 5.1138E-01 5.1265E-01
   95.27 5.7543E-01 5.6694E-01 5.5447E-01 5.4268E-01 5.3224E-01 5.2475E-01 5.1525E-01 5.1074E-01 5.0921E-01 4.9970E-01 4.9120E-01 4.8897E-01 4.8798E-01 4.8704E-01 4.9307E-01 4.8687E-01 4.8798E-01
   99.76 5.7306E-01 5.5998E-01 5.4332E-01 5.2807E-01 5.1489E-01 5.0506E-01 4.9356E-01 4.8748E-01 4.8442E-01 4.7362E-01 4.6458E-01 4.6236E-01 4.6141E-01 4.6052E-01 4.6627E-01 4.6036E-01 4.6152E-01
  104.46 5.6649E-01 5.4895E-01 5.2871E-01 5.1039E-01 4.9454E-01 4.8267E-01 4.6977E-01 4.6205E-01 4.5776E-01 4.4600E-01 4.3640E-01 4.3447E-01 4.3358E-01 4.3274E-01 4.3805E-01 4.3259E-01 4.3352E-01
  109.39 5.5643E-01 5.3466E-01 5.1127E-01 4.9025E-01 4.7213E-01 4.5851E-01 4.4439E-01 4.3534E-01 4.3013E-01 4.1755E-01 4.0750E-01 4.0575E-01 4.0492E-01 4.0413E-01 4.0925E-01 4.0399E-01 4.0480E-01
  114.54 5.4346E-01 5.1816E-01 4.9196E-01 4.6869E-01 4.4880E-01 4.3377E-01 4.1864E-01 4.0858E-01 4.0247E-01 3.8929E-01 3.7914E-01 3.7756E-01 3.7678E-01 3.7605E-01 3.8076E-01 3.7592E-01 3.7662E-01
  119.94 5.2923E-01 5.0052E-01 4.7199E-01 4.4677E-01 4.2533E-01 4.0913E-01 3.9322E-01 3.8233E-01 3.7546E-01 3.6198E-01 3.5172E-01 3.5024E-01 3.4952E-01 3.4884E-01 3.5320E-01 3.4872E-01 3.4939E-01
  125.59 5.1428E-01 4.8271E-01 4.5209E-01 4.2523E-01 4.0259E-01 3.8543E-01 3.6888E-01 3.5737E-01 3.5000E-01 3.3622E-01 3.2596E-01 3.2454E-01 3.2387E-01 3.2324E-01 3.2742E-01 3.2313E-01 3.2379E-01
  131.51 4.9971E-01 4.6589E-01 4.3305E-01 4.0481E-01 3.8144E-01 3.6346E-01 3.4620E-01 3.3436E-01 3.2638E-01 3.1230E-01 3.0239E-01 3.0094E-01 3.0032E-01 2.9974E-01 3.0363E-01 2.9963E-01 3.0038E-01
  137.71 4.8098E-01 4.4613E-01 4.1123E-01 3.8214E-01 3.5882E-01 3.4036E-01 3.2238E-01 3.1073E-01 3.0172E-01 2.8754E-01 2.7868E-01 2.7698E-01 2.7641E-01 2.7587E-01 2.7921E-01 2.7578E-01 2.7684E-01
  144.20 4.4958E-01 4.1317E-01 3.7951E-01 3.5073E-01 3.2699E-01 3.0894E-01 2.9219E-01 2.8015E-01 2.7163E-01 2.5837E-01 2.4942E-01 2.4839E-01 2.4788E-01 2.4740E-01 2.5016E-01 2.4732E-01 2.4778E-01
  151.00 4.0997E-01 3.7454E-01 3.4215E-01 3.1463E-01 2.9207E-01 2.7497E-01 2.5917E-01 2.4783E-01 2.4002E-01 2.2759E-01 2.1918E-01 2.1822E-01 2.1777E-01 2.1735E-01 2.2009E-01 2.1728E-01 2.1773E-01
  158.11 3.7179E-01 3.3777E-01 3.0689E-01 2.8085E-01 2.5967E-01 2.4362E-01 2.2881E-01 2.1828E-01 2.1100E-01 1.9953E-01 1.9181E-01 1.9088E-01 1.9050E-01 1.9013E-01 1.9268E-01 1.9006E-01 1.9055E-01
  165.57 3.3666E-01 3.0421E-01 2.7499E-01 2.5049E-01 2.3071E-01 2.1572E-01 2.0193E-01 1.9217E-01 1.8522E-01 1.7471E-01 1.6781E-01 1.6695E-01 1.6661E-01 1.6629E-01 1.6844E-01 1.6623E-01 1.6670E-01
  173.37 3.0405E-01 2.7316E-01 2.4583E-01 2.2294E-01 2.0444E-01 1.9053E-01 1.7788E-01 1.6876E-01 1.6232E-01 1.5271E-01 1.4645E-01 1.4578E-01 1.4548E-01 1.4520E-01 1.4703E-01 1.4515E-01 1.4549E-01
  181.54 2.7344E-01 2.4444E-01 2.1889E-01 1.9764E-01 1.8061E-01 1.6778E-01 1.5613E-01 1.4779E-01 1.4188E-01 1.3315E-01 1.2749E-01 1.2686E-01 1.2660E-01 1.2636E-01 1.2801E-01 1.2631E-01 1.2666E-01
  190.09 2.4484E-01 2.1759E-01 1.9414E-01 1.7457E-01 1.5879E-01 1.4705E-01 1.3658E-01 1.2884E-01 1.2350E-01 1.1569E-01 1.1049E-01 1.1006E-01 1.0984E-01 1.0963E-01 1.1101E-01 1.0960E-01 1.0977E-01
  199.05 2.1811E-01 1.9295E-01 1.7137E-01 1.5348E-01 1.3915E-01 1.2848E-01 1.1898E-01 1.1200E-01 1.0712E-01 1.0008E-01 9.5515E-02 9.5120E-02 9.4930E-02 9.4749E-02 9.5943E-02 9.4717E-02 9.4897E-02
  208.43 1.9325E-01 1.7028E-01 1.5058E-01 1.3435E-01 1.2140E-01 1.1177E-01 1.0323E-01 9.6950E-02 9.2573E-02 8.6270E-02 8.2240E-02 8.1897E-02 8.1733E-02 8.1579E-02 8.2628E-02 8.1551E-02 8.1709E-02
  218.26 1.7053E-01 1.4953E-01 1.3175E-01 1.1712E-01 1.0550E-01 9.6864E-02 8.9231E-02 8.3631E-02 7.9661E-02 7.4099E-02 7.0582E-02 7.0278E-02 7.0138E-02 7.0006E-02 7.0867E-02 6.9982E-02 7.0128E-02
  228.54 1.4962E-01 1.3073E-01 1.1470E-01 1.0161E-01 9.1271E-02 8.3585E-02 7.6798E-02 7.1842E-02 6.8305E-02 6.3406E-02 6.0337E-02 6.0066E-02 5.9947E-02 5.9835E-02 6.0572E-02 5.9814E-02 5.9950E-02
  239.32 1.3068E-01 1.1373E-01 9.9423E-02 8.7785E-02 7.8651E-02 7.1852E-02 6.5839E-02 6.1493E-02 5.8349E-02 5.4046E-02 5.1404E-02 5.1152E-02 5.1051E-02 5.0955E-02 5.1587E-02 5.0938E-02 5.1076E-02
  250.59 1.1321E-01 9.8187E-02 8.5526E-02 7.5277E-02 6.7254E-02 6.1294E-02 5.6042E-02 5.2241E-02 4.9481E-02 4.5751E-02 4.3474E-02 4.3263E-02 4.3178E-02 4.3097E-02 4.3620E-02 4.3083E-02 4.3197E-02
  262.40 9.7131E-02 8.3839E-02 7.2862E-02 6.3934E-02 5.6919E-02 5.1759E-02 4.7262E-02 4.3942E-02 4.1620E-02 3.8416E-02 3.6411E-02 3.6263E-02 3.6192E-02 3.6125E-02 3.6588E-02 3.6113E-02 3.6180E-02
  274.77 8.2915E-02 7.1353E-02 6.1809E-02 5.4081E-02 4.8018E-02 4.3570E-02 3.9713E-02 3.6852E-02 3.4857E-02 3.2112E-02 3.0413E-02 3.0294E-02 3.0235E-02 3.0178E-02 3.0562E-02 3.0168E-02 3.0220E-02
  287.72 7.0629E-02 6.0574E-02 5.2316E-02 4.5648E-02 4.0438E-02 3.6619E-02 3.3307E-02 3.0862E-02 2.9147E-02 2.6808E-02 2.5371E-02 2.5267E-02 2.5218E-02 2.5171E-02 2.5492E-02 2.5163E-02 2.5211E-02
  301.28 5.9961E-02 5.1277E-02 4.4152E-02 3.8425E-02 3.3974E-02 3.0708E-02 2.7868E-02 2.5794E-02 2.4325E-02 2.2349E-02 2.1128E-02 2.1031E-02 2.0990E-02 2.0951E-02 2.1224E-02 2.0944E-02 2.0995E-02
  315.48 5.0776E-02 4.3284E-02 3.7187E-02 3.2285E-02 2.8472E-02 2.5688E-02 2.3284E-02 2.1509E-02 2.0268E-02 1.8591E-02 1.7558E-02 1.7486E-02 1.7452E-02 1.7420E-02 1.7645E-02 1.7414E-02 1.7448E-02
  330.35 4.2899E-02 3.6461E-02 3.1254E-02 2.7072E-02 2.3822E-02 2.1456E-02 1.9421E-02 1.7912E-02 1.6858E-02 1.5443E-02 1.4572E-02 1.4518E-02 1.4490E-02 1.4463E-02 1.4646E-02 1.4459E-02 1.4481E-02
  345.92 3.6154E-02 3.0647E-02 2.6213E-02 2.2657E-02 1.9897E-02 1.7892E-02 1.6172E-02 1.4894E-02 1.4000E-02 1.2813E-02 1.2080E-02 1.2036E-02 1.2013E-02 1.1991E-02 1.2139E-02 1.1987E-02 1.2004E-02
  362.22 3.0396E-02 2.5723E-02 2.1938E-02 1.8924E-02 1.6600E-02 1.4906E-02 1.3444E-02 1.2376E-02 1.1614E-02 1.0618E-02 1.0009E-02 9.9643E-03 9.9451E-03 9.9269E-03 1.0051E-02 9.9237E-03 9.9466E-03
  379.29 2.5523E-02 2.1544E-02 1.8342E-02 1.5791E-02 1.3825E-02 1.2396E-02 1.1168E-02 1.0266E-02 9.6280E-03 8.7890E-03 8.2804E-03 8.2460E-03 8.2301E-03 8.2151E-03 8.3176E-03 8.2125E-03 8.2291E-03
  397.16 2.1388E-02 1.8014E-02 1.5309E-02 1.3156E-02 1.1499E-02 1.0296E-02 9.2663E-03 8.5070E-03 7.9736E-03 7.2702E-03 6.8439E-03 6.8168E-03 6.8037E-03 6.7914E-03 6.8769E-03 6.7891E-03 6.8015E-03
  415.88 1.7896E-02 1.5049E-02 1.2759E-02 1.0947E-02 9.5583E-03 8.5482E-03 7.6799E-03 7.0473E-03 6.5972E-03 6.0093E-03 5.6561E-03 5.6305E-03 5.6198E-03 5.6096E-03 5.6812E-03 5.6078E-03 5.6212E-03
  435.48 1.4959E-02 1.2552E-02 1.0627E-02 9.1032E-03 7.9348E-03 7.0880E-03 6.3629E-03 5.8315E-03 5.4570E-03 4.9641E-03 4.6699E-03 4.6502E-03 4.6413E-03 4.6329E-03 4.6925E-03 4.6314E-03 4.6411E-03
  456.01 1.2489E-02 1.0459E-02 8.8425E-03 7.5633E-03 6.5838E-03 5.8748E-03 5.2684E-03 4.8243E-03 4.5104E-03 4.1002E-03 3.8554E-03 3.8389E-03 3.8316E-03 3.8247E-03 3.8734E-03 3.8234E-03 3.8318E-03
