Ls TT TE TB EE EB TE_gmv EB_gmv TEB_gmv
89 8.806886e-15 1.318469e-14 7.369437e-15 9.548484e-15 7.479168e-16 3.428619e-15 6.935891e-16 6.137206e-16
90 8.426523e-15 1.264534e-14 7.055044e-15 9.151331e-15 7.156862e-16 3.284338e-15 6.637751e-16 5.873840e-16
91 8.066038e-15 1.213442e-14 6.757442e-15 8.775232e-15 6.851858e-16 3.147733e-15 6.355601e-16 5.624589e-16
92 7.724628e-15 1.165013e-14 6.475562e-15 8.418849e-15 6.563052e-16 3.018314e-15 6.088420e-16 5.388550e-16
93 7.401909e-15 1.119080e-14 6.208415e-15 8.080942e-15 6.289420e-16 2.895630e-15 5.835260e-16 5.164890e-16
94 7.095863e-15 1.075488e-14 5.955078e-15 7.760364e-15 6.030012e-16 2.779261e-15 5.595246e-16 4.952835e-16
95 6.804800e-15 1.034093e-14 5.714699e-15 7.456048e-15 5.783946e-16 2.668815e-15 5.367563e-16 4.751666e-16
96 6.529181e-15 9.947631e-15 5.486486e-15 7.167004e-15 5.550406e-16 2.563934e-15 5.151457e-16 4.560717e-16
97 6.267098e-15 9.573735e-15 5.269705e-15 6.892312e-15 5.328632e-16 2.464280e-15 4.946226e-16 4.379369e-16
98 6.018564e-15 9.218089e-15 5.063668e-15 6.631117e-15 5.117917e-16 2.369541e-15 4.751216e-16 4.207044e-16
99 5.781743e-15 8.879621e-15 4.867741e-15 6.382622e-15 4.917603e-16 2.279427e-15 4.565822e-16 4.043209e-16
100 5.556567e-15 8.557331e-15 4.681331e-15 6.146085e-15 4.727080e-16 2.193666e-15 4.389476e-16 3.887364e-16
101 5.342838e-15 8.250287e-15 4.503884e-15 5.920815e-15 4.545776e-16 2.112007e-15 4.221654e-16 3.739043e-16
102 5.138774e-15 7.957618e-15 4.334885e-15 5.706166e-15 4.373159e-16 2.034216e-15 4.061861e-16 3.597813e-16
103 4.944537e-15 7.678513e-15 4.173854e-15 5.501536e-15 4.208733e-16 1.960070e-15 3.909642e-16 3.463269e-16
104 4.759615e-15 7.412212e-15 4.020341e-15 5.306362e-15 4.052035e-16 1.889366e-15 3.764566e-16 3.335033e-16
105 4.583109e-15 7.158008e-15 3.873923e-15 5.120119e-15 3.902630e-16 1.821912e-15 3.626233e-16 3.212753e-16
106 4.415014e-15 6.915235e-15 3.734212e-15 4.942314e-15 3.760115e-16 1.757529e-15 3.494270e-16 3.096097e-16
107 4.254187e-15 6.683273e-15 3.600838e-15 4.772488e-15 3.624109e-16 1.696048e-15 3.368327e-16 2.984756e-16
108 4.100847e-15 6.461539e-15 3.473456e-15 4.610209e-15 3.494258e-16 1.637313e-15 3.248074e-16 2.878442e-16
109 3.954215e-15 6.249489e-15 3.351745e-15 4.455072e-15 3.370230e-16 1.581174e-15 3.133205e-16 2.776882e-16
110 3.814579e-15 6.046611e-15 3.235403e-15 4.306699e-15 3.251713e-16 1.527498e-15 3.023433e-16 2.679823e-16
111 3.680872e-15 5.852425e-15 3.124145e-15 4.164735e-15 3.138414e-16 1.476168e-15 2.918486e-16 2.587031e-16
112 3.553284e-15 5.666480e-15 3.017706e-15 4.028845e-15 3.030059e-16 1.427062e-15 2.818111e-16 2.498283e-16
113 3.431079e-15 5.488352e-15 2.915835e-15 3.898716e-15 2.926391e-16 1.380054e-15 2.722071e-16 2.413364e-16
114 3.314312e-15 5.317644e-15 2.818298e-15 3.774052e-15 2.827166e-16 1.335035e-15 2.630141e-16 2.332076e-16
115 3.202316e-15 5.153981e-15 2.724874e-15 3.654578e-15 2.732159e-16 1.291905e-15 2.542111e-16 2.254234e-16
116 3.095093e-15 4.997010e-15 2.635353e-15 3.540032e-15 2.641154e-16 1.250565e-15 2.457783e-16 2.179662e-16
117 2.992333e-15 4.846399e-15 2.549542e-15 3.430168e-15 2.553950e-16 1.210926e-15 2.376972e-16 2.108196e-16
118 2.893882e-15 4.701837e-15 2.467255e-15 3.324756e-15 2.470358e-16 1.172904e-15 2.299500e-16 2.039681e-16
119 2.799420e-15 4.563027e-15 2.388320e-15 3.223577e-15 2.390198e-16 1.136418e-15 2.225205e-16 1.973970e-16
120 2.708944e-15 4.429693e-15 2.312572e-15 3.126425e-15 2.313302e-16 1.101394e-15 2.153929e-16 1.910927e-16
121 2.621916e-15 4.301571e-15 2.239857e-15 3.033107e-15 2.239512e-16 1.067760e-15 2.085526e-16 1.850422e-16
122 2.538430e-15 4.178415e-15 2.170030e-15 2.943439e-15 2.168676e-16 1.035451e-15 2.019857e-16 1.792332e-16
123 2.458401e-15 4.059990e-15 2.102952e-15 2.857249e-15 2.100655e-16 1.004403e-15 1.956791e-16 1.736542e-16
124 2.381593e-15 3.946075e-15 2.038495e-15 2.774374e-15 2.035313e-16 9.745558e-16 1.896206e-16 1.682943e-16
125 2.307427e-15 3.836462e-15 1.976534e-15 2.694658e-15 1.972526e-16 9.458543e-16 1.837983e-16 1.631431e-16
126 2.236367e-15 3.730953e-15 1.916955e-15 2.617956e-15 1.912172e-16 9.182448e-16 1.782013e-16 1.581909e-16
127 2.168136e-15 3.629361e-15 1.859646e-15 2.544131e-15 1.854141e-16 8.916772e-16 1.728191e-16 1.534285e-16
128 2.102202e-15 3.531508e-15 1.804505e-15 2.473050e-15 1.798323e-16 8.661043e-16 1.676419e-16 1.488472e-16
129 2.039057e-15 3.437227e-15 1.751433e-15 2.404591e-15 1.744619e-16 8.414807e-16 1.626603e-16 1.444387e-16
130 1.978304e-15 3.346360e-15 1.700336e-15 2.338636e-15 1.692933e-16 8.177633e-16 1.578655e-16 1.401951e-16
131 1.919536e-15 3.258755e-15 1.651127e-15 2.275073e-15 1.643174e-16 7.949126e-16 1.532490e-16 1.361092e-16
132 1.863158e-15 3.174269e-15 1.603721e-15 2.213798e-15 1.595256e-16 7.728903e-16 1.488029e-16 1.321739e-16
133 1.808828e-15 3.092768e-15 1.558040e-15 2.154710e-15 1.549097e-16 7.516590e-16 1.445197e-16 1.283825e-16
134 1.756363e-15 3.014123e-15 1.514007e-15 2.097715e-15 1.504620e-16 7.311853e-16 1.403922e-16 1.247287e-16
135 1.706002e-15 2.938211e-15 1.471552e-15 2.042723e-15 1.461752e-16 7.114362e-16 1.364136e-16 1.212065e-16
136 1.657237e-15 2.864916e-15 1.430606e-15 1.989647e-15 1.420423e-16 6.923801e-16 1.325775e-16 1.178101e-16
137 1.610484e-15 2.794129e-15 1.391105e-15 1.938407e-15 1.380566e-16 6.739877e-16 1.288777e-16 1.145343e-16
138 1.565150e-15 2.725743e-15 1.352988e-15 1.888925e-15 1.342120e-16 6.562346e-16 1.253086e-16 1.113740e-16
139 1.521656e-15 2.659661e-15 1.316197e-15 1.841129e-15 1.305023e-16 6.390961e-16 1.218644e-16 1.083244e-16
140 1.479484e-15 2.595786e-15 1.280675e-15 1.794947e-15 1.269220e-16 6.225464e-16 1.185400e-16 1.053807e-16
141 1.438995e-15 2.534029e-15 1.246371e-15 1.750314e-15 1.234657e-16 6.065582e-16 1.153304e-16 1.025385e-16
142 1.399757e-15 2.474304e-15 1.213235e-15 1.707166e-15 1.201281e-16 5.911076e-16 1.122307e-16 9.979362e-17
143 1.361899e-15 2.416528e-15 1.181217e-15 1.665444e-15 1.169044e-16 5.761729e-16 1.092366e-16 9.714198e-17
144 1.325288e-15 2.360624e-15 1.150274e-15 1.625089e-15 1.137899e-16 5.617329e-16 1.063437e-16 9.457981e-17
145 1.289992e-15 2.306518e-15 1.120361e-15 1.586047e-15 1.107803e-16 5.477670e-16 1.035478e-16 9.210346e-17
146 1.255695e-15 2.254139e-15 1.091438e-15 1.548266e-15 1.078712e-16 5.342561e-16 1.008451e-16 8.970945e-17
147 1.222816e-15 2.203419e-15 1.063465e-15 1.511696e-15 1.050586e-16 5.211831e-16 9.823179e-17 8.739452e-17
148 1.190776e-15 2.154293e-15 1.036404e-15 1.476290e-15 1.023388e-16 5.085299e-16 9.570438e-17 8.515552e-17
149 1.159913e-15 2.106701e-15 1.010220e-15 1.442002e-15 9.970794e-17 4.962793e-16 9.325947e-17 8.298942e-17
150 1.130080e-15 2.060583e-15 9.848790e-16 1.408789e-15 9.716265e-17 4.844164e-16 9.089381e-17 8.089338e-17
151 1.101083e-15 2.015883e-15 9.603475e-16 1.376611e-15 9.469956e-17 4.729269e-16 8.860431e-17 7.886471e-17
152 1.073139e-15 1.972548e-15 9.365948e-16 1.345427e-15 9.231549e-17 4.617960e-16 8.638803e-17 7.690077e-17
153 1.046018e-15 1.930527e-15 9.135911e-16 1.315200e-15 9.000739e-17 4.510090e-16 8.424216e-17 7.499906e-17
154 1.019834e-15 1.889770e-15 8.913078e-16 1.285894e-15 8.777235e-17 4.405536e-16 8.216401e-17 7.315722e-17
155 9.943926e-16 1.850231e-15 8.697182e-16 1.257475e-15 8.560760e-17 4.304182e-16 8.015100e-17 7.137301e-17
156 9.696913e-16 1.811865e-15 8.487958e-16 1.229910e-15 8.351048e-17 4.205901e-16 7.820068e-17 6.964422e-17
157 9.458593e-16 1.774629e-15 8.285162e-16 1.203167e-15 8.147847e-17 4.110576e-16 7.631071e-17 6.796879e-17
158 9.227301e-16 1.738483e-15 8.088553e-16 1.177217e-15 7.950913e-17 4.018096e-16 7.447883e-17 6.634472e-17
159 9.003551e-16 1.703386e-15 7.897906e-16 1.152029e-15 7.760014e-17 3.928367e-16 7.270291e-17 6.477014e-17
160 8.785669e-16 1.669302e-15 7.713002e-16 1.127578e-15 7.574928e-17 3.841290e-16 7.098087e-17 6.324323e-17
161 8.575075e-16 1.636194e-15 7.533633e-16 1.103837e-15 7.395442e-17 3.756760e-16 6.931076e-17 6.176224e-17
162 8.371372e-16 1.604028e-15 7.359599e-16 1.080779e-15 7.221353e-17 3.674686e-16 6.769069e-17 6.032550e-17
163 8.171957e-16 1.572770e-15 7.190710e-16 1.058382e-15 7.052466e-17 3.594986e-16 6.611886e-17 5.893142e-17
164 7.980476e-16 1.542390e-15 7.026781e-16 1.036621e-15 6.888593e-17 3.517577e-16 6.459354e-17 5.757849e-17
165 7.794232e-16 1.512857e-15 6.867638e-16 1.015475e-15 6.729557e-17 3.442383e-16 6.311306e-17 5.626526e-17
166 7.612747e-16 1.484141e-15 6.713112e-16 9.949219e-16 6.575185e-17 3.369334e-16 6.167585e-17 5.499033e-17
167 7.438512e-16 1.456215e-15 6.563041e-16 9.749415e-16 6.425314e-17 3.298367e-16 6.028038e-17 5.375240e-17
168 7.266976e-16 1.429051e-15 6.417271e-16 9.555141e-16 6.279784e-17 3.229413e-16 5.892519e-17 5.255017e-17
169 7.101737e-16 1.402624e-15 6.275653e-16 9.366208e-16 6.138446e-17 3.162386e-16 5.760888e-17 5.138237e-17
170 6.940874e-16 1.376910e-15 6.138045e-16 9.182435e-16 6.001154e-17 3.097209e-16 5.633010e-17 5.024777e-17
171 6.785148e-16 1.351884e-15 6.004310e-16 9.003649e-16 5.867768e-17 3.033817e-16 5.508757e-17 4.914523e-17
172 6.633380e-16 1.327524e-15 5.874315e-16 8.829681e-16 5.738155e-17 2.972162e-16 5.388004e-17 4.807368e-17
173 6.485380e-16 1.303808e-15 5.747936e-16 8.660373e-16 5.612187e-17 2.912196e-16 5.270634e-17 4.703211e-17
174 6.342315e-16 1.280714e-15 5.625050e-16 8.495569e-16 5.489740e-17 2.853842e-16 5.156531e-17 4.601944e-17
175 6.202733e-16 1.258222e-15 5.505541e-16 8.335122e-16 5.370696e-17 2.797032e-16 5.045586e-17 4.503468e-17
176 6.067185e-16 1.236314e-15 5.389298e-16 8.178889e-16 5.254941e-17 2.741737e-16 4.937694e-17 4.407694e-17
177 5.935700e-16 1.214969e-15 5.276211e-16 8.026733e-16 5.142365e-17 2.687913e-16 4.832753e-17 4.314534e-17
178 5.807828e-16 1.194171e-15 5.166179e-16 7.878522e-16 5.032864e-17 2.635494e-16 4.730665e-17 4.223899e-17
179 5.682412e-16 1.173901e-15 5.059101e-16 7.734129e-16 4.926337e-17 2.584438e-16 4.631339e-17 4.135705e-17
180 5.561270e-16 1.154143e-15 4.954882e-16 7.593434e-16 4.822685e-17 2.534714e-16 4.534682e-17 4.049876e-17
181 5.443401e-16 1.134882e-15 4.853428e-16 7.456317e-16 4.721817e-17 2.486270e-16 4.440609e-17 3.966335e-17
182 5.328431e-16 1.116100e-15 4.754653e-16 7.322666e-16 4.623641e-17 2.439056e-16 4.349036e-17 3.885003e-17
183 5.216176e-16 1.097784e-15 4.658469e-16 7.192373e-16 4.528071e-17 2.393047e-16 4.259883e-17 3.805816e-17
184 5.107046e-16 1.079920e-15 4.564796e-16 7.065332e-16 4.435024e-17 2.348218e-16 4.173073e-17 3.728706e-17
185 5.001414e-16 1.062492e-15 4.473554e-16 6.941443e-16 4.344420e-17 2.304507e-16 4.088532e-17 3.653602e-17
186 4.897599e-16 1.045489e-15 4.384666e-16 6.820608e-16 4.256181e-17 2.261865e-16 4.006187e-17 3.580438e-17
187 4.797262e-16 1.028896e-15 4.298059e-16 6.702734e-16 4.170232e-17 2.220282e-16 3.925971e-17 3.509158e-17
188 4.699680e-16 1.012702e-15 4.213662e-16 6.587730e-16 4.086503e-17 2.179735e-16 3.847816e-17 3.439706e-17
189 4.603642e-16 9.968954e-16 4.131408e-16 6.475508e-16 4.004925e-17 2.140186e-16 3.771658e-17 3.372023e-17
