Ls TT TE TB EE EB TE_gmv EB_gmv TEB_gmv
160 4.442739e-16 7.936120e-16 2.063778e-15 5.453308e-16 2.100091e-16 1.868014e-16 1.516199e-16 9.883942e-17
161 4.338235e-16 7.810870e-16 2.013674e-15 5.356289e-16 2.048646e-16 1.831599e-16 1.481865e-16 9.667900e-17
162 4.243098e-16 7.689206e-16 1.965040e-15 5.261989e-16 1.998755e-16 1.796208e-16 1.448536e-16 9.458090e-17
163 4.149409e-16 7.571009e-16 1.917927e-15 5.170316e-16 1.950399e-16 1.761811e-16 1.416174e-16 9.254309e-17
164 4.057061e-16 7.456161e-16 1.872185e-15 5.081176e-16 1.903489e-16 1.728367e-16 1.384744e-16 9.056324e-17
165 3.966608e-16 7.344551e-16 1.827814e-15 4.994484e-16 1.857990e-16 1.696104e-16 1.354214e-16 8.864632e-17
166 3.878172e-16 7.236071e-16 1.784772e-15 4.910156e-16 1.813850e-16 1.665327e-16 1.324552e-16 8.679955e-17
167 3.792428e-16 7.130620e-16 1.742991e-15 4.828112e-16 1.771020e-16 1.635437e-16 1.295728e-16 8.500551e-17
168 3.708769e-16 7.028096e-16 1.702441e-15 4.748273e-16 1.729452e-16 1.605867e-16 1.267714e-16 8.324783e-17
169 3.627370e-16 6.928407e-16 1.663065e-15 4.670568e-16 1.689102e-16 1.576918e-16 1.240483e-16 8.153383e-17
170 3.548061e-16 6.831462e-16 1.624843e-15 4.594924e-16 1.649929e-16 1.548762e-16 1.214007e-16 7.986733e-17
171 3.470783e-16 6.737171e-16 1.587706e-15 4.521272e-16 1.611888e-16 1.521304e-16 1.188260e-16 7.824477e-17
172 3.396033e-16 6.645452e-16 1.551642e-15 4.449549e-16 1.574944e-16 1.494514e-16 1.163217e-16 7.666453e-17
173 3.322624e-16 6.556221e-16 1.516624e-15 4.379689e-16 1.539064e-16 1.468396e-16 1.138857e-16 7.512602e-17
174 3.251394e-16 6.469403e-16 1.482575e-15 4.311633e-16 1.504200e-16 1.442932e-16 1.115157e-16 7.362792e-17
175 3.181990e-16 6.384921e-16 1.449512e-15 4.245321e-16 1.470329e-16 1.418098e-16 1.092093e-16 7.216881e-17
176 3.114838e-16 6.302703e-16 1.417359e-15 4.180699e-16 1.437409e-16 1.393878e-16 1.069645e-16 7.074751e-17
177 3.049215e-16 6.222680e-16 1.386119e-15 4.117710e-16 1.405412e-16 1.370255e-16 1.047792e-16 6.936289e-17
178 2.985322e-16 6.144786e-16 1.355739e-15 4.056305e-16 1.374307e-16 1.347210e-16 1.026516e-16 6.801379e-17
179 2.922991e-16 6.068955e-16 1.326199e-15 3.996432e-16 1.344063e-16 1.324725e-16 1.005798e-16 6.669913e-17
180 2.862378e-16 5.995126e-16 1.297487e-15 3.938042e-16 1.314658e-16 1.302785e-16 9.856204e-17 6.541782e-17
181 2.803334e-16 5.923240e-16 1.269546e-15 3.881090e-16 1.286053e-16 1.281374e-16 9.659655e-17 6.416886e-17
182 2.745830e-16 5.853239e-16 1.242377e-15 3.825530e-16 1.258232e-16 1.260475e-16 9.468179e-17 6.295129e-17
183 2.689558e-16 5.785068e-16 1.215947e-15 3.771319e-16 1.231163e-16 1.240074e-16 9.281610e-17 6.176410e-17
184 2.634923e-16 5.718671e-16 1.190227e-15 3.718415e-16 1.204829e-16 1.220154e-16 9.099787e-17 6.060631e-17
185 2.581789e-16 5.653999e-16 1.165196e-15 3.666779e-16 1.179196e-16 1.200699e-16 8.922569e-17 5.947703e-17
186 2.530001e-16 5.591001e-16 1.140839e-15 3.616371e-16 1.154252e-16 1.181697e-16 8.749813e-17 5.837542e-17
187 2.479108e-16 5.529629e-16 1.117134e-15 3.567153e-16 1.129969e-16 1.163139e-16 8.581372e-17 5.730069e-17
188 2.432274e-16 5.469836e-16 1.094049e-15 3.519090e-16 1.106327e-16 1.145008e-16 8.417111e-17 5.625196e-17
189 2.388343e-16 5.411578e-16 1.071580e-15 3.472147e-16 1.083308e-16 1.127277e-16 8.256919e-17 5.522816e-17
190 2.343152e-16 5.354811e-16 1.049698e-15 3.426289e-16 1.060890e-16 1.109959e-16 8.100676e-17 5.422917e-17
191 2.298441e-16 5.299494e-16 1.028386e-15 3.381485e-16 1.039056e-16 1.093119e-16 7.948249e-17 5.325601e-17
192 2.255196e-16 5.245586e-16 1.007637e-15 3.337703e-16 1.017787e-16 1.076835e-16 7.799519e-17 5.231003e-17
193 2.212360e-16 5.193049e-16 9.874189e-16 3.294913e-16 9.970668e-17 1.061182e-16 7.654383e-17 5.139252e-17
194 2.170707e-16 5.141844e-16 9.677268e-16 3.253084e-16 9.768782e-17 1.046021e-16 7.512740e-17 5.049977e-17
195 2.129552e-16 5.091935e-16 9.485361e-16 3.212190e-16 9.572033e-17 1.031028e-16 7.374488e-17 4.962386e-17
196 2.089857e-16 5.043287e-16 9.298325e-16 3.172202e-16 9.380259e-17 1.016143e-16 7.239527e-17 4.876304e-17
197 2.050778e-16 4.995865e-16 9.116155e-16 3.133094e-16 9.193359e-17 1.001524e-16 7.107758e-17 4.792064e-17
198 2.012566e-16 4.949637e-16 8.938530e-16 3.094840e-16 9.011164e-17 9.872247e-17 6.979084e-17 4.709758e-17
199 1.975434e-16 4.904570e-16 8.765384e-16 3.057415e-16 8.833497e-17 9.732082e-17 6.853410e-17 4.629263e-17
200 1.938744e-16 4.860634e-16 8.596577e-16 3.020796e-16 8.660257e-17 9.594587e-17 6.730653e-17 4.550511e-17
201 1.903039e-16 4.817798e-16 8.432003e-16 2.984958e-16 8.491311e-17 9.459817e-17 6.610744e-17 4.473491e-17
202 1.868226e-16 4.776034e-16 8.271527e-16 2.949879e-16 8.326527e-17 9.327758e-17 6.493602e-17 4.398168e-17
203 1.834312e-16 4.735312e-16 8.115016e-16 2.915538e-16 8.165787e-17 9.198326e-17 6.379140e-17 4.324491e-17
204 1.800938e-16 4.695607e-16 7.962370e-16 2.881913e-16 8.008967e-17 9.071448e-17 6.267280e-17 4.252413e-17
205 1.768328e-16 4.656890e-16 7.813497e-16 2.848984e-16 7.855983e-17 8.947066e-17 6.157951e-17 4.181893e-17
206 1.736548e-16 4.619136e-16 7.668220e-16 2.816731e-16 7.706663e-17 8.825124e-17 6.051083e-17 4.112892e-17
207 1.705429e-16 4.582321e-16 7.526539e-16 2.785135e-16 7.560976e-17 8.705565e-17 5.946603e-17 4.045369e-17
208 1.674952e-16 4.546419e-16 7.388231e-16 2.754177e-16 7.418739e-17 8.588332e-17 5.844444e-17 3.979285e-17
209 1.645225e-16 4.511406e-16 7.253250e-16 2.723838e-16 7.279886e-17 8.473372e-17 5.744556e-17 3.914610e-17
210 1.616095e-16 4.477261e-16 7.121557e-16 2.694101e-16 7.144363e-17 8.360622e-17 5.646881e-17 3.851307e-17
211 1.587736e-16 4.443961e-16 6.992995e-16 2.664950e-16 7.012023e-17 8.249996e-17 5.551352e-17 3.789333e-17
