Ls T E B
1056 9.240046e-18 1.656815e-18 1.632072e-18
1057 9.206284e-18 1.655940e-18 1.631250e-18
1058 9.172629e-18 1.655065e-18 1.630429e-18
1059 9.139109e-18 1.654203e-18 1.629608e-18
1060 9.105723e-18 1.653342e-18 1.628800e-18
1061 9.072445e-18 1.652467e-18 1.627979e-18
1062 9.039288e-18 1.651605e-18 1.627172e-18
1063 9.006253e-18 1.650757e-18 1.626350e-18
1064 8.973338e-18 1.649895e-18 1.625543e-18
1065 8.940545e-18 1.649034e-18 1.624748e-18
1066 8.907873e-18 1.648186e-18 1.623941e-18
1067 8.875322e-18 1.647338e-18 1.623133e-18
1068 8.842892e-18 1.646489e-18 1.622339e-18
1069 8.810570e-18 1.645641e-18 1.621544e-18
1070 8.778383e-18 1.644807e-18 1.620737e-18
1071 8.746303e-18 1.643959e-18 1.619942e-18
1072 8.714331e-18 1.643124e-18 1.619162e-18
1073 8.682493e-18 1.642289e-18 1.618367e-18
1074 8.650763e-18 1.641455e-18 1.617587e-18
1075 8.619155e-18 1.640620e-18 1.616792e-18
1076 8.587654e-18 1.639785e-18 1.616012e-18
1077 8.560286e-18 1.638964e-18 1.615231e-18
1078 8.537023e-18 1.638130e-18 1.614450e-18
1079 8.513815e-18 1.637308e-18 1.613669e-18
1080 8.490687e-18 1.636487e-18 1.612902e-18
1081 8.467600e-18 1.635666e-18 1.612135e-18
1082 8.444594e-18 1.634858e-18 1.611354e-18
1083 8.421641e-18 1.634037e-18 1.610586e-18
1084 8.398756e-18 1.633229e-18 1.609819e-18
1085 8.375924e-18 1.632408e-18 1.609052e-18
1086 8.353160e-18 1.631601e-18 1.608298e-18
1087 8.330463e-18 1.630806e-18 1.607531e-18
1088 8.307820e-18 1.629999e-18 1.606777e-18
1089 8.285245e-18 1.629191e-18 1.606023e-18
1090 8.262723e-18 1.628397e-18 1.605269e-18
1091 8.240268e-18 1.627602e-18 1.604515e-18
1092 8.217868e-18 1.626795e-18 1.603761e-18
1093 8.195534e-18 1.626014e-18 1.603007e-18
1094 8.173255e-18 1.625220e-18 1.602267e-18
1095 8.151043e-18 1.624425e-18 1.601527e-18
1096 8.128898e-18 1.623644e-18 1.600773e-18
1097 8.106793e-18 1.622850e-18 1.600032e-18
1098 8.084770e-18 1.622069e-18 1.599292e-18
1099 8.062786e-18 1.621289e-18 1.598565e-18
1100 8.040884e-18 1.620508e-18 1.597824e-18
1101 8.019021e-18 1.619741e-18 1.597098e-18
1102 7.997227e-18 1.618960e-18 1.596357e-18
1103 7.975499e-18 1.618192e-18 1.595630e-18
1104 7.953825e-18 1.617412e-18 1.594903e-18
1105 7.932205e-18 1.616644e-18 1.594176e-18
1106 7.910639e-18 1.615877e-18 1.593449e-18
1107 7.889141e-18 1.615110e-18 1.592736e-18
1108 7.867696e-18 1.614356e-18 1.592009e-18
1109 7.846318e-18 1.613588e-18 1.591295e-18
1110 7.824995e-18 1.612835e-18 1.590582e-18
1111 7.803725e-18 1.612081e-18 1.589868e-18
1112 7.782522e-18 1.611327e-18 1.589155e-18
1113 7.761360e-18 1.610573e-18 1.588442e-18
1114 7.740265e-18 1.609819e-18 1.587728e-18
1115 7.719238e-18 1.609065e-18 1.587028e-18
1116 7.698250e-18 1.608325e-18 1.586328e-18
1117 7.688383e-18 1.607571e-18 1.585615e-18
1118 7.689567e-18 1.606831e-18 1.584914e-18
1119 7.690752e-18 1.606090e-18 1.584214e-18
1120 7.691950e-18 1.605350e-18 1.583514e-18
1121 7.693135e-18 1.604623e-18 1.582828e-18
1122 7.694319e-18 1.603882e-18 1.582128e-18
1123 7.695504e-18 1.603142e-18 1.581441e-18
1124 7.696702e-18 1.602415e-18 1.580755e-18
1125 7.697887e-18 1.601688e-18 1.580055e-18
1126 7.699072e-18 1.600961e-18 1.579368e-18
1127 7.700270e-18 1.600234e-18 1.578682e-18
1128 7.701454e-18 1.599507e-18 1.578009e-18
1129 7.702639e-18 1.598794e-18 1.577322e-18
1130 7.703837e-18 1.598067e-18 1.576649e-18
1131 7.705022e-18 1.597353e-18 1.575962e-18
1132 7.706220e-18 1.596640e-18 1.575289e-18
1133 7.707404e-18 1.595913e-18 1.574616e-18
1134 7.708589e-18 1.595213e-18 1.573943e-18
1135 7.709787e-18 1.594499e-18 1.573270e-18
1136 7.710972e-18 1.593786e-18 1.572597e-18
1137 7.712170e-18 1.593086e-18 1.571937e-18
1138 7.713355e-18 1.592372e-18 1.571264e-18
1139 7.714553e-18 1.591672e-18 1.570604e-18
1140 7.715737e-18 1.590972e-18 1.569945e-18
1141 7.716936e-18 1.590272e-18 1.569285e-18
1142 7.718120e-18 1.589572e-18 1.568626e-18
1143 7.719318e-18 1.588872e-18 1.567966e-18
1144 7.720516e-18 1.588186e-18 1.567320e-18
1145 7.721701e-18 1.587486e-18 1.566660e-18
1146 7.722899e-18 1.586799e-18 1.566014e-18
1147 7.724084e-18 1.586113e-18 1.565354e-18
1148 7.725282e-18 1.585426e-18 1.564708e-18
1149 7.726480e-18 1.584739e-18 1.564062e-18
1150 7.727665e-18 1.584053e-18 1.563416e-18
1151 7.728863e-18 1.583380e-18 1.562770e-18
1152 7.730061e-18 1.582693e-18 1.562137e-18
1153 7.731246e-18 1.582020e-18 1.561491e-18
1154 7.732444e-18 1.581334e-18 1.560858e-18
1155 7.733642e-18 1.580661e-18 1.560212e-18
1156 7.734840e-18 1.579987e-18 1.559579e-18
1157 7.717918e-18 1.579328e-18 1.558946e-18
1158 7.683025e-18 1.578655e-18 1.558314e-18
1159 7.648280e-18 1.577982e-18 1.557681e-18
1160 7.613696e-18 1.577322e-18 1.557062e-18
1161 7.579274e-18 1.576649e-18 1.556429e-18
1162 7.545000e-18 1.575989e-18 1.555810e-18
1163 7.510874e-18 1.575330e-18 1.555177e-18
1164 7.476909e-18 1.574670e-18 1.554558e-18
1165 7.443106e-18 1.574010e-18 1.553939e-18
1166 7.409451e-18 1.573364e-18 1.553319e-18
1167 7.375945e-18 1.572705e-18 1.552700e-18
1168 7.342586e-18 1.572058e-18 1.552094e-18
1169 7.309389e-18 1.571399e-18 1.551475e-18
1170 7.276326e-18 1.570753e-18 1.550869e-18
1171 7.243425e-18 1.570106e-18 1.550250e-18
1172 7.210672e-18 1.569460e-18 1.549644e-18
1173 7.178068e-18 1.568814e-18 1.549038e-18
1174 7.145611e-18 1.568181e-18 1.548433e-18
1175 7.113302e-18 1.567535e-18 1.547827e-18
1176 7.081128e-18 1.566902e-18 1.547221e-18
1177 7.049116e-18 1.566256e-18 1.546615e-18
1178 7.017238e-18 1.565624e-18 1.546023e-18
1179 6.985508e-18 1.564991e-18 1.545417e-18
1180 6.953913e-18 1.564358e-18 1.544825e-18
1181 6.922466e-18 1.563725e-18 1.544233e-18
1182 6.891167e-18 1.563106e-18 1.543640e-18
1183 6.860002e-18 1.562473e-18 1.543048e-18
1184 6.828986e-18 1.561854e-18 1.542456e-18
1185 6.798104e-18 1.561221e-18 1.541863e-18
1186 6.767371e-18 1.560602e-18 1.541284e-18
1187 6.736772e-18 1.559983e-18 1.540692e-18
1188 6.706307e-18 1.559364e-18 1.540113e-18
1189 6.675978e-18 1.558744e-18 1.539521e-18
1190 6.645782e-18 1.558125e-18 1.538942e-18
1191 6.615735e-18 1.557519e-18 1.538363e-18
1192 6.585823e-18 1.556900e-18 1.537784e-18
1193 6.556045e-18 1.556294e-18 1.537205e-18
1194 6.526389e-18 1.555689e-18 1.536640e-18
1195 6.496880e-18 1.555069e-18 1.536061e-18
1196 6.467506e-18 1.554464e-18 1.535482e-18
1197 6.464679e-18 1.553858e-18 1.534917e-18
1198 6.488385e-18 1.553265e-18 1.534351e-18
1199 6.512173e-18 1.552660e-18 1.533786e-18
1200 6.536041e-18 1.552054e-18 1.533207e-18
1201 6.560003e-18 1.551462e-18 1.532655e-18
1202 6.584046e-18 1.550869e-18 1.532090e-18
1203 6.608183e-18 1.550263e-18 1.531524e-18
1204 6.632415e-18 1.549671e-18 1.530959e-18
1205 6.656727e-18 1.549079e-18 1.530407e-18
1206 6.681134e-18 1.548486e-18 1.529842e-18
1207 6.705621e-18 1.547908e-18 1.529290e-18
1208 6.730202e-18 1.547315e-18 1.528738e-18
1209 6.754878e-18 1.546723e-18 1.528186e-18
1210 6.779635e-18 1.546144e-18 1.527634e-18
1211 6.804485e-18 1.545565e-18 1.527082e-18
1212 6.829430e-18 1.544973e-18 1.526530e-18
1213 6.854469e-18 1.544394e-18 1.525978e-18
1214 6.879603e-18 1.543815e-18 1.525440e-18
1215 6.904817e-18 1.543250e-18 1.524888e-18
1216 6.930139e-18 1.542671e-18 1.524349e-18
1217 6.955542e-18 1.542092e-18 1.523811e-18
1218 6.981039e-18 1.541527e-18 1.523272e-18
1219 7.006630e-18 1.540948e-18 1.522720e-18
1220 7.032315e-18 1.540382e-18 1.522195e-18
1221 7.058095e-18 1.539817e-18 1.521657e-18
1222 7.083969e-18 1.539252e-18 1.521118e-18
1223 7.109937e-18 1.538686e-18 1.520580e-18
1224 7.135999e-18 1.538121e-18 1.520055e-18
1225 7.162156e-18 1.537555e-18 1.519516e-18
1226 7.188420e-18 1.536990e-18 1.518991e-18
1227 7.214765e-18 1.536438e-18 1.518466e-18
1228 7.241218e-18 1.535873e-18 1.517941e-18
1229 7.267764e-18 1.535321e-18 1.517416e-18
1230 7.294406e-18 1.534769e-18 1.516891e-18
1231 7.321155e-18 1.534217e-18 1.516366e-18
1232 7.347984e-18 1.533665e-18 1.515841e-18
1233 7.374922e-18 1.533113e-18 1.515330e-18
1234 7.401967e-18 1.532561e-18 1.514805e-18
1235 7.429092e-18 1.532009e-18 1.514293e-18
1236 7.456326e-18 1.531471e-18 1.513768e-18
1237 7.467176e-18 1.530919e-18 1.513257e-18
1238 7.478040e-18 1.530380e-18 1.512745e-18
1239 7.488904e-18 1.529828e-18 1.512233e-18
1240 7.499808e-18 1.529290e-18 1.511722e-18
1241 7.510712e-18 1.528751e-18 1.511210e-18
1242 7.521630e-18 1.528213e-18 1.510712e-18
1243 7.532574e-18 1.527674e-18 1.510201e-18
1244 7.543532e-18 1.527149e-18 1.509689e-18
1245 7.554504e-18 1.526611e-18 1.509191e-18
1246 7.565489e-18 1.526072e-18 1.508693e-18
1247 7.576487e-18 1.525547e-18 1.508181e-18
1248 7.587512e-18 1.525022e-18 1.507683e-18
1249 7.598538e-18 1.524484e-18 1.507185e-18
1250 7.609590e-18 1.523959e-18 1.506687e-18
1251 7.620656e-18 1.523434e-18 1.506189e-18
1252 7.631748e-18 1.522909e-18 1.505704e-18
1253 7.642841e-18 1.522384e-18 1.505206e-18
1254 7.653961e-18 1.521872e-18 1.504722e-18
1255 7.665094e-18 1.521347e-18 1.504224e-18
1256 7.676240e-18 1.520822e-18 1.503739e-18
1257 7.687400e-18 1.520311e-18 1.503241e-18
1258 7.698587e-18 1.519799e-18 1.502756e-18
1259 7.709774e-18 1.519274e-18 1.502272e-18
1260 7.720988e-18 1.518763e-18 1.501787e-18
1261 7.732215e-18 1.518251e-18 1.501302e-18
1262 7.743469e-18 1.517739e-18 1.500818e-18
1263 7.754723e-18 1.517241e-18 1.500347e-18
1264 7.766004e-18 1.516730e-18 1.499862e-18
1265 7.777299e-18 1.516218e-18 1.499391e-18
1266 7.788607e-18 1.515720e-18 1.498906e-18
1267 7.799942e-18 1.515209e-18 1.498435e-18
1268 7.811277e-18 1.514710e-18 1.497964e-18
1269 7.822639e-18 1.514212e-18 1.497479e-18
1270 7.834014e-18 1.513701e-18 1.497008e-18
1271 7.845416e-18 1.513203e-18 1.496537e-18
1272 7.856819e-18 1.512705e-18 1.496079e-18
1273 7.868248e-18 1.512220e-18 1.495608e-18
1274 7.879690e-18 1.511722e-18 1.495137e-18
1275 7.891146e-18 1.511224e-18 1.494679e-18
1276 7.889787e-18 1.510739e-18 1.494208e-18
1277 7.875611e-18 1.510241e-18 1.493750e-18
1278 7.861449e-18 1.509756e-18 1.493279e-18
1279 7.847314e-18 1.509258e-18 1.492821e-18
1280 7.833220e-18 1.508774e-18 1.492364e-18
1281 7.819139e-18 1.508289e-18 1.491906e-18
1282 7.805084e-18 1.507805e-18 1.491448e-18
1283 7.791044e-18 1.507320e-18 1.490991e-18
1284 7.777043e-18 1.506835e-18 1.490533e-18
1285 7.763070e-18 1.506364e-18 1.490075e-18
1286 7.749110e-18 1.505879e-18 1.489631e-18
1287 7.735176e-18 1.505395e-18 1.489173e-18
1288 7.721270e-18 1.504924e-18 1.488729e-18
1289 7.707391e-18 1.504452e-18 1.488285e-18
1290 7.693539e-18 1.503968e-18 1.487827e-18
1291 7.679713e-18 1.503497e-18 1.487383e-18
1292 7.665915e-18 1.503026e-18 1.486939e-18
1293 7.652130e-18 1.502554e-18 1.486494e-18
1294 7.638372e-18 1.502083e-18 1.486050e-18
1295 7.624640e-18 1.501625e-18 1.485606e-18
1296 7.610936e-18 1.501154e-18 1.485162e-18
1297 7.597259e-18 1.500683e-18 1.484731e-18
1298 7.583608e-18 1.500225e-18 1.484287e-18
1299 7.569972e-18 1.499754e-18 1.483856e-18
1300 7.556362e-18 1.499297e-18 1.483411e-18
1301 7.542778e-18 1.498839e-18 1.482981e-18
1302 7.529222e-18 1.498368e-18 1.482550e-18
1303 7.515693e-18 1.497910e-18 1.482119e-18
1304 7.502177e-18 1.497452e-18 1.481688e-18
1305 7.488688e-18 1.497008e-18 1.481258e-18
1306 7.475240e-18 1.496550e-18 1.480827e-18
1307 7.461791e-18 1.496093e-18 1.480396e-18
1308 7.448383e-18 1.495635e-18 1.479965e-18
1309 7.434989e-18 1.495191e-18 1.479548e-18
1310 7.421634e-18 1.494733e-18 1.479117e-18
1311 7.408294e-18 1.494289e-18 1.478700e-18
1312 7.394980e-18 1.493844e-18 1.478269e-18
1313 7.381679e-18 1.493400e-18 1.477852e-18
1314 7.368406e-18 1.492943e-18 1.477434e-18
1315 7.355173e-18 1.492498e-18 1.477017e-18
1316 7.333297e-18 1.492068e-18 1.476600e-18
1317 7.302887e-18 1.491623e-18 1.476182e-18
1318 7.272597e-18 1.491179e-18 1.475765e-18
1319 7.242429e-18 1.490735e-18 1.475348e-18
1320 7.212382e-18 1.490304e-18 1.474930e-18
1321 7.182470e-18 1.489860e-18 1.474513e-18
1322 7.152678e-18 1.489429e-18 1.474109e-18
1323 7.123008e-18 1.488985e-18 1.473692e-18
1324 7.093473e-18 1.488554e-18 1.473288e-18
1325 7.064045e-18 1.488123e-18 1.472884e-18
1326 7.034752e-18 1.487692e-18 1.472467e-18
1327 7.005566e-18 1.487262e-18 1.472063e-18
1328 6.976515e-18 1.486831e-18 1.471659e-18
1329 6.947572e-18 1.486400e-18 1.471255e-18
1330 6.918764e-18 1.485983e-18 1.470851e-18
1331 6.890063e-18 1.485552e-18 1.470448e-18
1332 6.861483e-18 1.485121e-18 1.470057e-18
1333 6.833025e-18 1.484704e-18 1.469653e-18
1334 6.804687e-18 1.484273e-18 1.469250e-18
1335 6.776458e-18 1.483856e-18 1.468859e-18
1336 6.748349e-18 1.483438e-18 1.468455e-18
1337 6.720362e-18 1.483021e-18 1.468065e-18
1338 6.692482e-18 1.482604e-18 1.467674e-18
1339 6.664723e-18 1.482186e-18 1.467284e-18
1340 6.637086e-18 1.481769e-18 1.466894e-18
1341 6.609556e-18 1.481352e-18 1.466490e-18
1342 6.582134e-18 1.480934e-18 1.466113e-18
1343 6.554834e-18 1.480531e-18 1.465722e-18
1344 6.527654e-18 1.480113e-18 1.465332e-18
1345 6.500582e-18 1.479709e-18 1.464942e-18
1346 6.473618e-18 1.479292e-18 1.464551e-18
1347 6.446761e-18 1.478888e-18 1.464174e-18
1348 6.420026e-18 1.478484e-18 1.463784e-18
1349 6.393398e-18 1.478067e-18 1.463407e-18
1350 6.366878e-18 1.477663e-18 1.463030e-18
1351 6.340466e-18 1.477259e-18 1.462640e-18
1352 6.314175e-18 1.476856e-18 1.462263e-18
1353 6.287978e-18 1.476465e-18 1.461886e-18
1354 6.261902e-18 1.476061e-18 1.461509e-18
1355 6.235934e-18 1.475657e-18 1.461132e-18
1356 6.218797e-18 1.475267e-18 1.460755e-18
1357 6.210450e-18 1.474863e-18 1.460378e-18
1358 6.202104e-18 1.474473e-18 1.460001e-18
1359 6.193771e-18 1.474069e-18 1.459638e-18
1360 6.185451e-18 1.473678e-18 1.459261e-18
1361 6.177145e-18 1.473288e-18 1.458897e-18
1362 6.168839e-18 1.472898e-18 1.458520e-18
1363 6.160560e-18 1.472507e-18 1.458157e-18
1364 6.152281e-18 1.472117e-18 1.457793e-18
1365 6.144016e-18 1.471727e-18 1.457416e-18
1366 6.135763e-18 1.471336e-18 1.457053e-18
1367 6.127525e-18 1.470946e-18 1.456690e-18
1368 6.119286e-18 1.470555e-18 1.456326e-18
1369 6.111074e-18 1.470178e-18 1.455963e-18
1370 6.102862e-18 1.469788e-18 1.455599e-18
1371 6.094664e-18 1.469411e-18 1.455236e-18
1372 6.086479e-18 1.469034e-18 1.454886e-18
1373 6.078294e-18 1.468644e-18 1.454522e-18
1374 6.070137e-18 1.468267e-18 1.454172e-18
1375 6.061979e-18 1.467890e-18 1.453809e-18
1376 6.053834e-18 1.467513e-18 1.453459e-18
1377 6.045703e-18 1.467136e-18 1.453095e-18
1378 6.037586e-18 1.466759e-18 1.452745e-18
1379 6.029468e-18 1.466382e-18 1.452395e-18
1380 6.021364e-18 1.466019e-18 1.452045e-18
1381 6.013287e-18 1.465642e-18 1.451695e-18
1382 6.005196e-18 1.465265e-18 1.451345e-18
1383 5.997132e-18 1.464901e-18 1.450995e-18
1384 5.989082e-18 1.464524e-18 1.450645e-18
1385 5.981032e-18 1.464161e-18 1.450295e-18
1386 5.972995e-18 1.463797e-18 1.449945e-18
1387 5.964972e-18 1.463420e-18 1.449609e-18
1388 5.956962e-18 1.463057e-18 1.449259e-18
1389 5.948966e-18 1.462694e-18 1.448922e-18
1390 5.940969e-18 1.462330e-18 1.448572e-18
1391 5.932986e-18 1.461967e-18 1.448235e-18
1392 5.925017e-18 1.461603e-18 1.447899e-18
1393 5.917061e-18 1.461253e-18 1.447549e-18
1394 5.909105e-18 1.460890e-18 1.447212e-18
1395 5.901176e-18 1.460526e-18 1.446876e-18
1396 5.901162e-18 1.460176e-18 1.446539e-18
1397 5.909078e-18 1.459813e-18 1.446203e-18
1398 5.916993e-18 1.459463e-18 1.445866e-18
1399 5.924936e-18 1.459099e-18 1.445543e-18
1400 5.932879e-18 1.458749e-18 1.445206e-18
1401 5.940835e-18 1.458399e-18 1.444870e-18
1402 5.948804e-18 1.458049e-18 1.444547e-18
1403 5.956774e-18 1.457699e-18 1.444210e-18
1404 5.964756e-18 1.457349e-18 1.443887e-18
1405 5.972766e-18 1.456999e-18 1.443551e-18
1406 5.980776e-18 1.456649e-18 1.443228e-18
1407 5.988786e-18 1.456299e-18 1.442904e-18
1408 5.996823e-18 1.455963e-18 1.442568e-18
1409 6.004860e-18 1.455613e-18 1.442245e-18
1410 6.012910e-18 1.455263e-18 1.441922e-18
1411 6.020973e-18 1.454926e-18 1.441599e-18
1412 6.029051e-18 1.454576e-18 1.441276e-18
1413 6.037141e-18 1.454239e-18 1.440953e-18
1414 6.045232e-18 1.453903e-18 1.440643e-18
1415 6.053336e-18 1.453566e-18 1.440320e-18
1416 6.061454e-18 1.453216e-18 1.439997e-18
1417 6.069585e-18 1.452880e-18 1.439687e-18
1418 6.077729e-18 1.452543e-18 1.439364e-18
1419 6.085874e-18 1.452207e-18 1.439054e-18
1420 6.094031e-18 1.451884e-18 1.438731e-18
1421 6.102203e-18 1.451547e-18 1.438422e-18
1422 6.110388e-18 1.451211e-18 1.438112e-18
1423 6.118586e-18 1.450874e-18 1.437802e-18
1424 6.126784e-18 1.450551e-18 1.437479e-18
1425 6.135010e-18 1.450214e-18 1.437170e-18
1426 6.143235e-18 1.449891e-18 1.436860e-18
1427 6.151474e-18 1.449555e-18 1.436550e-18
1428 6.159712e-18 1.449232e-18 1.436254e-18
1429 6.167978e-18 1.448909e-18 1.435945e-18
1430 6.176244e-18 1.448585e-18 1.435635e-18
1431 6.184536e-18 1.448262e-18 1.435325e-18
1432 6.192829e-18 1.447939e-18 1.435029e-18
1433 6.201135e-18 1.447616e-18 1.434720e-18
1434 6.209441e-18 1.447293e-18 1.434423e-18
1435 6.217774e-18 1.446970e-18 1.434114e-18
1436 6.209818e-18 1.446647e-18 1.433818e-18
1437 6.185640e-18 1.446324e-18 1.433522e-18
1438 6.161570e-18 1.446014e-18 1.433212e-18
1439 6.137581e-18 1.445691e-18 1.432916e-18
1440 6.113699e-18 1.445381e-18 1.432620e-18
1441 6.089899e-18 1.445058e-18 1.432323e-18
1442 6.066192e-18 1.444749e-18 1.432027e-18
1443 6.042580e-18 1.444439e-18 1.431731e-18
1444 6.019062e-18 1.444116e-18 1.431435e-18
1445 5.995625e-18 1.443806e-18 1.431152e-18
1446 5.972295e-18 1.443497e-18 1.430856e-18
1447 5.949046e-18 1.443187e-18 1.430560e-18
1448 5.925892e-18 1.442878e-18 1.430277e-18
1449 5.902818e-18 1.442568e-18 1.429981e-18
1450 5.879839e-18 1.442258e-18 1.429698e-18
1451 5.856953e-18 1.441949e-18 1.429402e-18
1452 5.834162e-18 1.441653e-18 1.429119e-18
1453 5.811452e-18 1.441343e-18 1.428837e-18
1454 5.788822e-18 1.441033e-18 1.428541e-18
1455 5.766301e-18 1.440737e-18 1.428258e-18
1456 5.743846e-18 1.440428e-18 1.427975e-18
1457 5.721499e-18 1.440131e-18 1.427693e-18
1458 5.699220e-18 1.439835e-18 1.427410e-18
1459 5.677034e-18 1.439526e-18 1.427127e-18
1460 5.654943e-18 1.439229e-18 1.426844e-18
1461 5.632933e-18 1.438933e-18 1.426575e-18
1462 5.611004e-18 1.438637e-18 1.426292e-18
1463 5.589168e-18 1.438341e-18 1.426010e-18
1464 5.567400e-18 1.438045e-18 1.425741e-18
1465 5.545740e-18 1.437749e-18 1.425458e-18
1466 5.524147e-18 1.437452e-18 1.425189e-18
1467 5.502648e-18 1.437170e-18 1.424906e-18
1468 5.481231e-18 1.436874e-18 1.424637e-18
1469 5.459893e-18 1.436577e-18 1.424354e-18
1470 5.438637e-18 1.436295e-18 1.424085e-18
1471 5.417475e-18 1.435999e-18 1.423815e-18
1472 5.396380e-18 1.435716e-18 1.423546e-18
1473 5.375379e-18 1.435420e-18 1.423277e-18
1474 5.354459e-18 1.435137e-18 1.423008e-18
1475 5.333607e-18 1.434854e-18 1.422739e-18
1476 5.326068e-18 1.434572e-18 1.422469e-18
1477 5.331790e-18 1.434275e-18 1.422200e-18
1478 5.337511e-18 1.433993e-18 1.421931e-18
1479 5.343232e-18 1.433710e-18 1.421662e-18
1480 5.348967e-18 1.433427e-18 1.421406e-18
1481 5.354702e-18 1.433145e-18 1.421137e-18
1482 5.360437e-18 1.432875e-18 1.420881e-18
1483 5.366185e-18 1.432593e-18 1.420612e-18
1484 5.371946e-18 1.432310e-18 1.420356e-18
1485 5.377708e-18 1.432027e-18 1.420087e-18
1486 5.383470e-18 1.431758e-18 1.419831e-18
1487 5.389245e-18 1.431475e-18 1.419575e-18
1488 5.395034e-18 1.431206e-18 1.419319e-18
1489 5.400822e-18 1.430923e-18 1.419050e-18
1490 5.406611e-18 1.430654e-18 1.418794e-18
1491 5.412413e-18 1.430385e-18 1.418538e-18
1492 5.418215e-18 1.430116e-18 1.418283e-18
1493 5.424031e-18 1.429833e-18 1.418027e-18
1494 5.429846e-18 1.429564e-18 1.417785e-18
1495 5.435662e-18 1.429294e-18 1.417529e-18
1496 5.441491e-18 1.429025e-18 1.417273e-18
1497 5.447333e-18 1.428756e-18 1.417017e-18
1498 5.453176e-18 1.428487e-18 1.416775e-18
1499 5.459032e-18 1.428231e-18 1.416519e-18
1500 5.464874e-18 1.427962e-18 1.416277e-18
1501 5.470744e-18 1.427693e-18 1.416021e-18
1502 5.476613e-18 1.427437e-18 1.415779e-18
1503 5.482482e-18 1.427167e-18 1.415523e-18
1504 5.488365e-18 1.426898e-18 1.415281e-18
1505 5.494248e-18 1.426642e-18 1.415038e-18
1506 5.500145e-18 1.426387e-18 1.414796e-18
1507 5.506041e-18 1.426117e-18 1.414554e-18
1508 5.511951e-18 1.425862e-18 1.414311e-18
1509 5.517860e-18 1.425606e-18 1.414056e-18
1510 5.523784e-18 1.425350e-18 1.413827e-18
1511 5.529707e-18 1.425081e-18 1.413584e-18
1512 5.535630e-18 1.424825e-18 1.413342e-18
1513 5.541567e-18 1.424569e-18 1.413100e-18
1514 5.547517e-18 1.424314e-18 1.412857e-18
1515 5.553467e-18 1.424071e-18 1.412629e-18
1516 5.557412e-18 1.423815e-18 1.412386e-18
1517 5.559364e-18 1.423560e-18 1.412144e-18
1518 5.561316e-18 1.423304e-18 1.411915e-18
1519 5.563268e-18 1.423062e-18 1.411673e-18
1520 5.565220e-18 1.422806e-18 1.411444e-18
1521 5.567172e-18 1.422550e-18 1.411215e-18
1522 5.569124e-18 1.422308e-18 1.410973e-18
1523 5.571075e-18 1.422065e-18 1.410744e-18
1524 5.573027e-18 1.421810e-18 1.410515e-18
1525 5.574993e-18 1.421567e-18 1.410286e-18
1526 5.576945e-18 1.421325e-18 1.410057e-18
1527 5.578897e-18 1.421069e-18 1.409829e-18
1528 5.580849e-18 1.420827e-18 1.409600e-18
1529 5.582814e-18 1.420585e-18 1.409371e-18
1530 5.584766e-18 1.420342e-18 1.409142e-18
1531 5.586732e-18 1.420100e-18 1.408913e-18
1532 5.588684e-18 1.419858e-18 1.408684e-18
1533 5.590649e-18 1.419615e-18 1.408455e-18
1534 5.592615e-18 1.419373e-18 1.408240e-18
1535 5.594567e-18 1.419144e-18 1.408011e-18
1536 5.596532e-18 1.418902e-18 1.407796e-18
1537 5.598497e-18 1.418660e-18 1.407567e-18
1538 5.600463e-18 1.418431e-18 1.407352e-18
1539 5.602428e-18 1.418188e-18 1.407123e-18
1540 5.604394e-18 1.417960e-18 1.406907e-18
1541 5.606359e-18 1.417717e-18 1.406692e-18
1542 5.608325e-18 1.417488e-18 1.406463e-18
1543 5.610290e-18 1.417260e-18 1.406248e-18
1544 5.612256e-18 1.417017e-18 1.406032e-18
1545 5.614221e-18 1.416788e-18 1.405817e-18
1546 5.616200e-18 1.416559e-18 1.405601e-18
1547 5.618165e-18 1.416331e-18 1.405386e-18
1548 5.620131e-18 1.416102e-18 1.405171e-18
1549 5.622110e-18 1.415873e-18 1.404955e-18
1550 5.624075e-18 1.415644e-18 1.404740e-18
1551 5.626054e-18 1.415415e-18 1.404538e-18
1552 5.628019e-18 1.415186e-18 1.404323e-18
1553 5.629998e-18 1.414958e-18 1.404107e-18
1554 5.631977e-18 1.414742e-18 1.403892e-18
1555 5.633956e-18 1.414513e-18 1.403690e-18
1556 5.632206e-18 1.414284e-18 1.403474e-18
1557 5.626768e-18 1.414069e-18 1.403273e-18
1558 5.621315e-18 1.413840e-18 1.403057e-18
1559 5.615877e-18 1.413625e-18 1.402855e-18
1560 5.610452e-18 1.413396e-18 1.402653e-18
1561 5.605026e-18 1.413181e-18 1.402451e-18
1562 5.599601e-18 1.412965e-18 1.402236e-18
1563 5.594190e-18 1.412736e-18 1.402034e-18
1564 5.588778e-18 1.412521e-18 1.401832e-18
1565 5.583366e-18 1.412306e-18 1.401630e-18
1566 5.577968e-18 1.412090e-18 1.401428e-18
1567 5.572570e-18 1.411875e-18 1.401226e-18
1568 5.567185e-18 1.411659e-18 1.401024e-18
1569 5.561800e-18 1.411444e-18 1.400822e-18
1570 5.556415e-18 1.411229e-18 1.400621e-18
1571 5.551044e-18 1.411013e-18 1.400432e-18
1572 5.545673e-18 1.410798e-18 1.400230e-18
1573 5.540301e-18 1.410596e-18 1.400028e-18
