Ls TT TE TB EE EB EB_gmv TEB_gmv
196 2.888689e-16 7.420930e-16 6.096860e-15 5.848386e-16 6.162041e-16 3.000559e-16 1.310582e-16
197 2.834786e-16 7.354187e-16 5.977801e-15 5.783165e-16 6.040239e-16 2.954453e-16 1.289936e-16
198 2.782166e-16 7.289193e-16 5.861705e-15 5.719418e-16 5.921475e-16 2.909347e-16 1.269745e-16
199 2.730798e-16 7.225908e-16 5.748485e-15 5.657099e-16 5.805660e-16 2.865208e-16 1.249995e-16
200 2.680637e-16 7.164288e-16 5.638055e-15 5.596168e-16 5.692707e-16 2.822013e-16 1.230674e-16
201 2.631658e-16 7.104285e-16 5.530331e-15 5.536585e-16 5.582527e-16 2.779730e-16 1.211769e-16
202 2.583821e-16 7.045862e-16 5.425236e-15 5.478311e-16 5.475044e-16 2.738338e-16 1.193269e-16
203 2.537095e-16 6.988981e-16 5.322691e-15 5.421312e-16 5.370175e-16 2.697810e-16 1.175162e-16
204 2.491449e-16 6.933596e-16 5.222625e-15 5.365546e-16 5.267845e-16 2.658123e-16 1.157437e-16
205 2.446850e-16 6.879676e-16 5.124963e-15 5.310982e-16 5.167982e-16 2.619253e-16 1.140085e-16
206 2.403273e-16 6.827179e-16 5.029639e-15 5.257584e-16 5.070513e-16 2.581177e-16 1.123093e-16
207 2.360685e-16 6.776073e-16 4.936581e-15 5.205318e-16 4.975369e-16 2.543873e-16 1.106453e-16
208 2.319060e-16 6.726324e-16 4.845729e-15 5.154155e-16 4.882483e-16 2.507322e-16 1.090154e-16
209 2.278371e-16 6.677894e-16 4.757020e-15 5.104061e-16 4.791795e-16 2.471500e-16 1.074188e-16
210 2.238592e-16 6.630754e-16 4.670389e-15 5.055005e-16 4.703238e-16 2.436390e-16 1.058545e-16
211 2.199700e-16 6.584873e-16 4.585782e-15 5.006960e-16 4.616755e-16 2.401972e-16 1.043217e-16
212 2.161669e-16 6.540216e-16 4.503142e-15 4.959894e-16 4.532285e-16 2.368229e-16 1.028195e-16
213 2.124476e-16 6.496758e-16 4.422411e-15 4.913784e-16 4.449774e-16 2.335141e-16 1.013471e-16
214 2.088100e-16 6.454465e-16 4.343538e-15 4.868597e-16 4.369168e-16 2.302690e-16 9.990368e-17
215 2.052515e-16 6.413314e-16 4.266473e-15 4.824312e-16 4.290412e-16 2.270863e-16 9.848850e-17
216 2.017703e-16 6.373273e-16 4.191162e-15 4.780899e-16 4.213458e-16 2.239640e-16 9.710079e-17
217 1.983642e-16 6.334315e-16 4.117561e-15 4.738335e-16 4.138252e-16 2.209006e-16 9.573985e-17
218 1.950312e-16 6.296416e-16 4.045622e-15 4.696595e-16 4.064753e-16 2.178946e-16 9.440496e-17
219 1.917697e-16 6.259550e-16 3.975299e-15 4.655658e-16 3.992908e-16 2.149445e-16 9.309544e-17
220 1.885773e-16 6.223690e-16 3.906548e-15 4.615496e-16 3.922676e-16 2.120489e-16 9.181063e-17
221 1.854527e-16 6.188812e-16 3.839328e-15 4.576090e-16 3.854012e-16 2.092064e-16 9.054991e-17
222 1.823937e-16 6.154894e-16 3.773600e-15 4.537418e-16 3.786876e-16 2.064157e-16 8.931266e-17
