Ls TT TE TB EE EB TE_gmv EB_gmv TEB_gmv TEB_iter
2935 2.974950e-20 2.353971e-19 1.929794e-18 2.067532e-19 1.891651e-19 2.568738e-20 9.878694e-20 2.260043e-20 2.209755e-20
2936 2.968249e-20 2.348269e-19 1.928482e-18 2.066010e-19 1.890379e-19 2.563457e-20 9.871757e-20 2.255772e-20 2.205630e-20
2937 2.961536e-20 2.342531e-19 1.927172e-18 2.064489e-19 1.889109e-19 2.558160e-20 9.864823e-20 2.251487e-20 2.201489e-20
2938 2.954811e-20 2.336760e-19 1.925863e-18 2.062969e-19 1.887841e-19 2.552846e-20 9.857890e-20 2.247189e-20 2.197333e-20
2939 2.948073e-20 2.330958e-19 1.924556e-18 2.061450e-19 1.886574e-19 2.547516e-20 9.850958e-20 2.242877e-20 2.193161e-20
2940 2.941323e-20 2.325129e-19 1.923250e-18 2.059931e-19 1.885309e-19 2.542171e-20 9.844029e-20 2.238554e-20 2.188975e-20
2941 2.934560e-20 2.319274e-19 1.921946e-18 2.058413e-19 1.884046e-19 2.536811e-20 9.837101e-20 2.234218e-20 2.184774e-20
2942 2.927783e-20 2.313397e-19 1.920643e-18 2.056895e-19 1.882785e-19 2.531436e-20 9.830175e-20 2.229870e-20 2.180559e-20
2943 2.920993e-20 2.307500e-19 1.919343e-18 2.055377e-19 1.881525e-19 2.526048e-20 9.823252e-20 2.225511e-20 2.176330e-20
2944 2.914190e-20 2.301586e-19 1.918043e-18 2.053859e-19 1.880267e-19 2.520647e-20 9.816331e-20 2.221140e-20 2.172088e-20
2945 2.907372e-20 2.295657e-19 1.916746e-18 2.052341e-19 1.879011e-19 2.515232e-20 9.809412e-20 2.216759e-20 2.167834e-20
2946 2.900539e-20 2.289717e-19 1.915450e-18 2.050821e-19 1.877757e-19 2.509805e-20 9.802497e-20 2.212368e-20 2.163567e-20
2947 2.893692e-20 2.283768e-19 1.914156e-18 2.049301e-19 1.876504e-19 2.504366e-20 9.795585e-20 2.207966e-20 2.159288e-20
2948 2.886830e-20 2.277813e-19 1.912864e-18 2.047780e-19 1.875253e-19 2.498916e-20 9.788677e-20 2.203555e-20 2.154998e-20
2949 2.879953e-20 2.271854e-19 1.911574e-18 2.046257e-19 1.874003e-19 2.493454e-20 9.781772e-20 2.199134e-20 2.150698e-20
2950 2.873060e-20 2.265894e-19 1.910285e-18 2.044733e-19 1.872755e-19 2.487982e-20 9.774871e-20 2.194704e-20 2.146386e-20
2951 2.866151e-20 2.259935e-19 1.908999e-18 2.043207e-19 1.871509e-19 2.482500e-20 9.767975e-20 2.190265e-20 2.142065e-20
2952 2.859227e-20 2.253975e-19 1.907714e-18 2.041680e-19 1.870264e-19 2.477008e-20 9.761084e-20 2.185818e-20 2.137734e-20
2953 2.852289e-20 2.248014e-19 1.906431e-18 2.040152e-19 1.869022e-19 2.471507e-20 9.754197e-20 2.181363e-20 2.133393e-20
2954 2.845336e-20 2.242054e-19 1.905150e-18 2.038623e-19 1.867781e-19 2.465996e-20 9.747316e-20 2.176901e-20 2.129044e-20
2955 2.838369e-20 2.236092e-19 1.903871e-18 2.037094e-19 1.866541e-19 2.460478e-20 9.740440e-20 2.172430e-20 2.124687e-20
2956 2.831389e-20 2.230128e-19 1.902593e-18 2.035565e-19 1.865304e-19 2.454951e-20 9.733569e-20 2.167953e-20 2.120321e-20
2957 2.824395e-20 2.224163e-19 1.901318e-18 2.034035e-19 1.864069e-19 2.449418e-20 9.726705e-20 2.163470e-20 2.115948e-20
2958 2.817388e-20 2.218197e-19 1.900044e-18 2.032506e-19 1.862835e-19 2.443877e-20 9.719847e-20 2.158979e-20 2.111568e-20
2959 2.810368e-20 2.212228e-19 1.898773e-18 2.030977e-19 1.861603e-19 2.438330e-20 9.712996e-20 2.154483e-20 2.107182e-20
2960 2.803337e-20 2.206256e-19 1.897503e-18 2.029449e-19 1.860373e-19 2.432776e-20 9.706151e-20 2.149981e-20 2.102789e-20
2961 2.796293e-20 2.200282e-19 1.896235e-18 2.027923e-19 1.859146e-19 2.427217e-20 9.699314e-20 2.145474e-20 2.098390e-20
2962 2.789238e-20 2.194305e-19 1.894969e-18 2.026397e-19 1.857920e-19 2.421653e-20 9.692483e-20 2.140962e-20 2.093986e-20
2963 2.782172e-20 2.188325e-19 1.893705e-18 2.024873e-19 1.856696e-19 2.416084e-20 9.685661e-20 2.136446e-20 2.089577e-20
2964 2.775095e-20 2.182341e-19 1.892442e-18 2.023351e-19 1.855475e-19 2.410511e-20 9.678846e-20 2.131925e-20 2.085164e-20
2965 2.768008e-20 2.176353e-19 1.891182e-18 2.021830e-19 1.854255e-19 2.404934e-20 9.672040e-20 2.127400e-20 2.080746e-20
2966 2.760912e-20 2.170365e-19 1.889923e-18 2.020312e-19 1.853038e-19 2.399354e-20 9.665241e-20 2.122871e-20 2.076325e-20
2967 2.753809e-20 2.164377e-19 1.888666e-18 2.018794e-19 1.851822e-19 2.393771e-20 9.658452e-20 2.118340e-20 2.071901e-20
2968 2.746700e-20 2.158392e-19 1.887412e-18 2.017279e-19 1.850609e-19 2.388185e-20 9.651672e-20 2.113805e-20 2.067474e-20
2969 2.739588e-20 2.152412e-19 1.886159e-18 2.015764e-19 1.849398e-19 2.382598e-20 9.644900e-20 2.109268e-20 2.063044e-20
2970 2.732472e-20 2.146439e-19 1.884908e-18 2.014250e-19 1.848188e-19 2.377009e-20 9.638139e-20 2.104728e-20 2.058612e-20
2971 2.725356e-20 2.140474e-19 1.883659e-18 2.012737e-19 1.846981e-19 2.371419e-20 9.631387e-20 2.100187e-20 2.054179e-20
2972 2.718239e-20 2.134520e-19 1.882412e-18 2.011225e-19 1.845775e-19 2.365828e-20 9.624645e-20 2.095645e-20 2.049713e-20
2973 2.711125e-20 2.128579e-19 1.881168e-18 2.009713e-19 1.844571e-19 2.360238e-20 9.617913e-20 2.091101e-20 2.045247e-20
2974 2.704014e-20 2.122653e-19 1.879925e-18 2.008201e-19 1.843370e-19 2.354650e-20 9.611190e-20 2.086558e-20 2.040769e-20
2975 2.696908e-20 2.116744e-19 1.878684e-18 2.006689e-19 1.842169e-19 2.349063e-20 9.604478e-20 2.082015e-20 2.036292e-20
2976 2.689808e-20 2.110853e-19 1.877446e-18 2.005177e-19 1.840971e-19 2.343479e-20 9.597776e-20 2.077473e-20 2.031809e-20
2977 2.682715e-20 2.104984e-19 1.876209e-18 2.003664e-19 1.839775e-19 2.337898e-20 9.591084e-20 2.072933e-20 2.027329e-20
2978 2.675632e-20 2.099137e-19 1.874975e-18 2.002151e-19 1.838580e-19 2.332322e-20 9.584402e-20 2.068395e-20 2.022846e-20
2979 2.668560e-20 2.093316e-19 1.873743e-18 2.000637e-19 1.837387e-19 2.326750e-20 9.577730e-20 2.063860e-20 2.018367e-20
2980 2.661499e-20 2.087519e-19 1.872513e-18 1.999122e-19 1.836195e-19 2.321185e-20 9.571068e-20 2.059329e-20 2.013887e-20
2981 2.654449e-20 2.081746e-19 1.871286e-18 1.997608e-19 1.835005e-19 2.315626e-20 9.564416e-20 2.054802e-20 2.009413e-20
2982 2.647410e-20 2.075998e-19 1.870060e-18 1.996095e-19 1.833817e-19 2.310074e-20 9.557774e-20 2.050279e-20 2.004941e-20
2983 2.640383e-20 2.070273e-19 1.868837e-18 1.994582e-19 1.832631e-19 2.304531e-20 9.551143e-20 2.045763e-20 2.000474e-20
2984 2.633368e-20 2.064571e-19 1.867615e-18 1.993072e-19 1.831447e-19 2.298997e-20 9.544521e-20 2.041252e-20 1.996012e-20
2985 2.626365e-20 2.058892e-19 1.866396e-18 1.991564e-19 1.830264e-19 2.293472e-20 9.537910e-20 2.036748e-20 1.991556e-20
2986 2.619374e-20 2.053236e-19 1.865179e-18 1.990058e-19 1.829084e-19 2.287958e-20 9.531310e-20 2.032251e-20 1.987106e-20
2987 2.612396e-20 2.047602e-19 1.863964e-18 1.988557e-19 1.827905e-19 2.282455e-20 9.524719e-20 2.027762e-20 1.982664e-20
2988 2.605430e-20 2.041989e-19 1.862751e-18 1.987059e-19 1.826728e-19 2.276964e-20 9.518139e-20 2.023281e-20 1.978228e-20
2989 2.598477e-20 2.036397e-19 1.861541e-18 1.985566e-19 1.825554e-19 2.271486e-20 9.511569e-20 2.018810e-20 1.973801e-20
2990 2.591536e-20 2.030826e-19 1.860332e-18 1.984078e-19 1.824381e-19 2.266021e-20 9.505010e-20 2.014349e-20 1.969382e-20
2991 2.584609e-20 2.025276e-19 1.859125e-18 1.982595e-19 1.823210e-19 2.260571e-20 9.498461e-20 2.009897e-20 1.964973e-20
2992 2.577695e-20 2.019745e-19 1.857921e-18 1.981119e-19 1.822042e-19 2.255136e-20 9.491922e-20 2.005457e-20 1.960573e-20
2993 2.570795e-20 2.014234e-19 1.856718e-18 1.979649e-19 1.820875e-19 2.249717e-20 9.485394e-20 2.001029e-20 1.956183e-20
2994 2.563909e-20 2.008743e-19 1.855517e-18 1.978187e-19 1.819711e-19 2.244314e-20 9.478877e-20 1.996612e-20 1.951804e-20
2995 2.557039e-20 2.003273e-19 1.854319e-18 1.976731e-19 1.818549e-19 2.238929e-20 9.472370e-20 1.992209e-20 1.947435e-20
2996 2.550186e-20 1.997826e-19 1.853122e-18 1.975281e-19 1.817388e-19 2.233562e-20 9.465873e-20 1.987819e-20 1.943078e-20
2997 2.543354e-20 1.992404e-19 1.851927e-18 1.973837e-19 1.816230e-19 2.228215e-20 9.459387e-20 1.983443e-20 1.938733e-20
2998 2.536542e-20 1.987007e-19 1.850733e-18 1.972399e-19 1.815074e-19 2.222887e-20 9.452912e-20 1.979081e-20 1.934400e-20
2999 2.529753e-20 1.981638e-19 1.849541e-18 1.970967e-19 1.813919e-19 2.217579e-20 9.446447e-20 1.974735e-20 1.930079e-20
3000 2.522989e-20 1.976298e-19 1.848351e-18 1.969539e-19 1.812766e-19 2.212293e-20 9.439993e-20 1.970405e-20 1.925771e-20
3001 2.516251e-20 1.970989e-19 1.847162e-18 1.968117e-19 1.811614e-19 2.207029e-20 9.433549e-20 1.966092e-20 1.921477e-20
3002 2.509541e-20 1.965711e-19 1.845974e-18 1.966698e-19 1.810465e-19 2.201788e-20 9.427117e-20 1.961795e-20 1.917197e-20
3003 2.502861e-20 1.960467e-19 1.844788e-18 1.965284e-19 1.809316e-19 2.196570e-20 9.420695e-20 1.957516e-20 1.912931e-20
3004 2.496213e-20 1.955258e-19 1.843603e-18 1.963873e-19 1.808170e-19 2.191375e-20 9.414285e-20 1.953254e-20 1.908679e-20
3005 2.489597e-20 1.950085e-19 1.842419e-18 1.962467e-19 1.807024e-19 2.186204e-20 9.407887e-20 1.949011e-20 1.904442e-20
3006 2.483017e-20 1.944951e-19 1.841236e-18 1.961063e-19 1.805880e-19 2.181057e-20 9.401501e-20 1.944785e-20 1.900220e-20
3007 2.476474e-20 1.939855e-19 1.840054e-18 1.959662e-19 1.804737e-19 2.175934e-20 9.395127e-20 1.940578e-20 1.896014e-20
3008 2.469968e-20 1.934801e-19 1.838872e-18 1.958264e-19 1.803596e-19 2.170836e-20 9.388766e-20 1.936389e-20 1.891824e-20
3009 2.463502e-20 1.929787e-19 1.837692e-18 1.956868e-19 1.802456e-19 2.165762e-20 9.382419e-20 1.932219e-20 1.887650e-20
3010 2.457073e-20 1.924813e-19 1.836513e-18 1.955476e-19 1.801317e-19 2.160714e-20 9.376084e-20 1.928069e-20 1.883493e-20
3011 2.450683e-20 1.919878e-19 1.835336e-18 1.954086e-19 1.800179e-19 2.155691e-20 9.369764e-20 1.923937e-20 1.879353e-20
3012 2.444331e-20 1.914981e-19 1.834160e-18 1.952701e-19 1.799043e-19 2.150694e-20 9.363458e-20 1.919826e-20 1.875230e-20
3013 2.438016e-20 1.910123e-19 1.832986e-18 1.951319e-19 1.797909e-19 2.145723e-20 9.357167e-20 1.915734e-20 1.871125e-20
3014 2.431740e-20 1.905301e-19 1.831814e-18 1.949940e-19 1.796777e-19 2.140778e-20 9.350890e-20 1.911663e-20 1.867038e-20
3015 2.425501e-20 1.900515e-19 1.830645e-18 1.948567e-19 1.795646e-19 2.135860e-20 9.344628e-20 1.907611e-20 1.862970e-20
3016 2.419299e-20 1.895765e-19 1.829478e-18 1.947197e-19 1.794517e-19 2.130968e-20 9.338383e-20 1.903581e-20 1.858919e-20
3017 2.413135e-20 1.891049e-19 1.828314e-18 1.945832e-19 1.793390e-19 2.126104e-20 9.332153e-20 1.899571e-20 1.854889e-20
3018 2.407008e-20 1.886368e-19 1.827152e-18 1.944473e-19 1.792265e-19 2.121268e-20 9.325939e-20 1.895583e-20 1.850878e-20
3019 2.400919e-20 1.881720e-19 1.825994e-18 1.943118e-19 1.791142e-19 2.116459e-20 9.319742e-20 1.891616e-20 1.846887e-20
3020 2.394866e-20 1.877105e-19 1.824840e-18 1.941769e-19 1.790022e-19 2.111678e-20 9.313562e-20 1.887670e-20 1.842915e-20
3021 2.388849e-20 1.872521e-19 1.823688e-18 1.940425e-19 1.788903e-19 2.106926e-20 9.307399e-20 1.883747e-20 1.838966e-20
3022 2.382870e-20 1.867969e-19 1.822541e-18 1.939088e-19 1.787788e-19 2.102202e-20 9.301254e-20 1.879845e-20 1.835036e-20
3023 2.376927e-20 1.863448e-19 1.821398e-18 1.937756e-19 1.786674e-19 2.097507e-20 9.295127e-20 1.875967e-20 1.831130e-20
3024 2.371020e-20 1.858958e-19 1.820258e-18 1.936431e-19 1.785563e-19 2.092842e-20 9.289018e-20 1.872110e-20 1.827244e-20
3025 2.365151e-20 1.854500e-19 1.819121e-18 1.935110e-19 1.784454e-19 2.088206e-20 9.282928e-20 1.868277e-20 1.823384e-20
3026 2.359320e-20 1.850075e-19 1.817988e-18 1.933795e-19 1.783347e-19 2.083600e-20 9.276857e-20 1.864467e-20 1.819543e-20
3027 2.353526e-20 1.845683e-19 1.816857e-18 1.932484e-19 1.782242e-19 2.079023e-20 9.270805e-20 1.860680e-20 1.815731e-20
3028 2.347770e-20 1.841326e-19 1.815729e-18 1.931178e-19 1.781139e-19 2.074478e-20 9.264773e-20 1.856918e-20 1.811940e-20
3029 2.342053e-20 1.837002e-19 1.814603e-18 1.929876e-19 1.780038e-19 2.069963e-20 9.258761e-20 1.853179e-20 1.808181e-20
3030 2.336374e-20 1.832714e-19 1.813479e-18 1.928577e-19 1.778938e-19 2.065479e-20 9.252769e-20 1.849464e-20 1.804443e-20
3031 2.330735e-20 1.828461e-19 1.812357e-18 1.927283e-19 1.777840e-19 2.061026e-20 9.246798e-20 1.845774e-20 1.800753e-20
3032 2.325134e-20 1.824245e-19 1.811236e-18 1.925991e-19 1.776744e-19 2.056605e-20 9.240849e-20 1.842108e-20 1.797085e-20
3033 2.319573e-20 1.820066e-19 1.810117e-18 1.924702e-19 1.775648e-19 2.052216e-20 9.234920e-20 1.838467e-20 1.793439e-20
3034 2.314052e-20 1.815924e-19 1.808998e-18 1.923416e-19 1.774555e-19 2.047858e-20 9.229013e-20 1.834852e-20 1.789815e-20
3035 2.308571e-20 1.811821e-19 1.807880e-18 1.922132e-19 1.773462e-19 2.043532e-20 9.223126e-20 1.831260e-20 1.786214e-20
3036 2.303131e-20 1.807756e-19 1.806763e-18 1.920850e-19 1.772370e-19 2.039237e-20 9.217260e-20 1.827694e-20 1.782635e-20
3037 2.297731e-20 1.803730e-19 1.805645e-18 1.919569e-19 1.771280e-19 2.034974e-20 9.211415e-20 1.824152e-20 1.779079e-20
3038 2.292373e-20 1.799745e-19 1.804528e-18 1.918290e-19 1.770190e-19 2.030742e-20 9.205590e-20 1.820635e-20 1.775545e-20
3039 2.287054e-20 1.795800e-19 1.803411e-18 1.917014e-19 1.769101e-19 2.026541e-20 9.199786e-20 1.817142e-20 1.772034e-20
3040 2.281777e-20 1.791898e-19 1.802294e-18 1.915741e-19 1.768014e-19 2.022371e-20 9.194002e-20 1.813674e-20 1.768546e-20
3041 2.276539e-20 1.788038e-19 1.801178e-18 1.914473e-19 1.766927e-19 2.018233e-20 9.188237e-20 1.810230e-20 1.765080e-20
3042 2.271342e-20 1.784222e-19 1.800062e-18 1.913208e-19 1.765842e-19 2.014125e-20 9.182493e-20 1.806811e-20 1.761637e-20
3043 2.266185e-20 1.780451e-19 1.798947e-18 1.911949e-19 1.764758e-19 2.010048e-20 9.176768e-20 1.803416e-20 1.758217e-20
3044 2.261068e-20 1.776725e-19 1.797833e-18 1.910696e-19 1.763676e-19 2.006002e-20 9.171063e-20 1.800045e-20 1.754820e-20
3045 2.255990e-20 1.773046e-19 1.796721e-18 1.909450e-19 1.762595e-19 2.001986e-20 9.165377e-20 1.796699e-20 1.751446e-20
3046 2.250953e-20 1.769414e-19 1.795609e-18 1.908211e-19 1.761515e-19 1.998001e-20 9.159710e-20 1.793376e-20 1.748094e-20
3047 2.245955e-20 1.765831e-19 1.794499e-18 1.906980e-19 1.760437e-19 1.994047e-20 9.154063e-20 1.790078e-20 1.744766e-20
3048 2.240996e-20 1.762296e-19 1.793391e-18 1.905758e-19 1.759361e-19 1.990123e-20 9.148434e-20 1.786803e-20 1.741461e-20
3049 2.236076e-20 1.758812e-19 1.792284e-18 1.904545e-19 1.758286e-19 1.986229e-20 9.142824e-20 1.783553e-20 1.738178e-20
3050 2.231196e-20 1.755378e-19 1.791179e-18 1.903342e-19 1.757213e-19 1.982365e-20 9.137232e-20 1.780327e-20 1.734919e-20
3051 2.226355e-20 1.751997e-19 1.790077e-18 1.902150e-19 1.756142e-19 1.978532e-20 9.131659e-20 1.777124e-20 1.731683e-20
3052 2.221552e-20 1.748668e-19 1.788976e-18 1.900970e-19 1.755073e-19 1.974729e-20 9.126105e-20 1.773946e-20 1.728469e-20
3053 2.216788e-20 1.745392e-19 1.787877e-18 1.899800e-19 1.754005e-19 1.970955e-20 9.120568e-20 1.770791e-20 1.725279e-20
3054 2.212063e-20 1.742170e-19 1.786781e-18 1.898641e-19 1.752940e-19 1.967212e-20 9.115049e-20 1.767659e-20 1.722112e-20
3055 2.207376e-20 1.739002e-19 1.785688e-18 1.897492e-19 1.751877e-19 1.963498e-20 9.109548e-20 1.764552e-20 1.718968e-20
3056 2.202728e-20 1.735888e-19 1.784596e-18 1.896353e-19 1.750816e-19 1.959814e-20 9.104065e-20 1.761468e-20 1.715847e-20
3057 2.198118e-20 1.732828e-19 1.783508e-18 1.895222e-19 1.749757e-19 1.956159e-20 9.098599e-20 1.758408e-20 1.712750e-20
3058 2.193546e-20 1.729823e-19 1.782422e-18 1.894101e-19 1.748700e-19 1.952534e-20 9.093151e-20 1.755371e-20 1.709675e-20
3059 2.189012e-20 1.726873e-19 1.781339e-18 1.892987e-19 1.747645e-19 1.948938e-20 9.087719e-20 1.752357e-20 1.706624e-20
3060 2.184516e-20 1.723979e-19 1.780259e-18 1.891881e-19 1.746592e-19 1.945372e-20 9.082305e-20 1.749367e-20 1.703595e-20
3061 2.180058e-20 1.721140e-19 1.779182e-18 1.890782e-19 1.745542e-19 1.941835e-20 9.076908e-20 1.746401e-20 1.700590e-20
3062 2.175637e-20 1.718358e-19 1.778108e-18 1.889690e-19 1.744494e-19 1.938327e-20 9.071527e-20 1.743457e-20 1.697608e-20
3063 2.171254e-20 1.715632e-19 1.777037e-18 1.888604e-19 1.743448e-19 1.934848e-20 9.066163e-20 1.740537e-20 1.694649e-20
3064 2.166909e-20 1.712963e-19 1.775970e-18 1.887523e-19 1.742405e-19 1.931398e-20 9.060815e-20 1.737640e-20 1.691713e-20
3065 2.162601e-20 1.710351e-19 1.774906e-18 1.886447e-19 1.741364e-19 1.927977e-20 9.055483e-20 1.734766e-20 1.688801e-20
3066 2.158330e-20 1.707796e-19 1.773845e-18 1.885376e-19 1.740325e-19 1.924585e-20 9.050168e-20 1.731915e-20 1.685911e-20
3067 2.154096e-20 1.705299e-19 1.772788e-18 1.884309e-19 1.739289e-19 1.921221e-20 9.044870e-20 1.729088e-20 1.683045e-20
3068 2.149899e-20 1.702861e-19 1.771734e-18 1.883246e-19 1.738256e-19 1.917886e-20 9.039587e-20 1.726283e-20 1.680201e-20
3069 2.145740e-20 1.700481e-19 1.770683e-18 1.882188e-19 1.737224e-19 1.914580e-20 9.034321e-20 1.723501e-20 1.677381e-20
3070 2.141617e-20 1.698161e-19 1.769634e-18 1.881133e-19 1.736195e-19 1.911303e-20 9.029071e-20 1.720742e-20 1.674583e-20
3071 2.137532e-20 1.695901e-19 1.768588e-18 1.880083e-19 1.735167e-19 1.908054e-20 9.023838e-20 1.718007e-20 1.671809e-20
3072 2.133483e-20 1.693702e-19 1.767544e-18 1.879037e-19 1.734141e-19 1.904833e-20 9.018620e-20 1.715294e-20 1.669058e-20
3073 2.129472e-20 1.691563e-19 1.766502e-18 1.877995e-19 1.733117e-19 1.901641e-20 9.013419e-20 1.712603e-20 1.666329e-20
3074 2.125498e-20 1.689487e-19 1.765460e-18 1.876958e-19 1.732094e-19 1.898478e-20 9.008234e-20 1.709936e-20 1.663624e-20
3075 2.121560e-20 1.687473e-19 1.764420e-18 1.875925e-19 1.731072e-19 1.895342e-20 9.003065e-20 1.707291e-20 1.660941e-20
3076 2.117660e-20 1.685522e-19 1.763381e-18 1.874896e-19 1.730052e-19 1.892235e-20 8.997911e-20 1.704669e-20 1.658282e-20
3077 2.113797e-20 1.683634e-19 1.762342e-18 1.873872e-19 1.729032e-19 1.889156e-20 8.992775e-20 1.702070e-20 1.655645e-20
3078 2.109971e-20 1.681811e-19 1.761303e-18 1.872852e-19 1.728013e-19 1.886105e-20 8.987654e-20 1.699494e-20 1.653031e-20
3079 2.106181e-20 1.680052e-19 1.760264e-18 1.871837e-19 1.726995e-19 1.883082e-20 8.982549e-20 1.696940e-20 1.650440e-20
3080 2.102429e-20 1.678359e-19 1.759225e-18 1.870826e-19 1.725977e-19 1.880087e-20 8.977460e-20 1.694408e-20 1.647872e-20
3081 2.098713e-20 1.676731e-19 1.758185e-18 1.869820e-19 1.724959e-19 1.877120e-20 8.972387e-20 1.691899e-20 1.645326e-20
3082 2.095035e-20 1.675170e-19 1.757143e-18 1.868818e-19 1.723942e-19 1.874181e-20 8.967329e-20 1.689413e-20 1.642803e-20
3083 2.091393e-20 1.673674e-19 1.756101e-18 1.867821e-19 1.722925e-19 1.871269e-20 8.962288e-20 1.686949e-20 1.640303e-20
3084 2.087788e-20 1.672244e-19 1.755059e-18 1.866829e-19 1.721909e-19 1.868386e-20 8.957263e-20 1.684507e-20 1.637826e-20
3085 2.084219e-20 1.670879e-19 1.754016e-18 1.865841e-19 1.720894e-19 1.865529e-20 8.952253e-20 1.682088e-20 1.635371e-20
3086 2.080686e-20 1.669579e-19 1.752974e-18 1.864858e-19 1.719879e-19 1.862701e-20 8.947259e-20 1.679691e-20 1.632939e-20
3087 2.077190e-20 1.668344e-19 1.751931e-18 1.863880e-19 1.718866e-19 1.859900e-20 8.942281e-20 1.677316e-20 1.630529e-20
3088 2.073729e-20 1.667173e-19 1.750890e-18 1.862907e-19 1.717854e-19 1.857127e-20 8.937319e-20 1.674964e-20 1.628141e-20
3089 2.070304e-20 1.666065e-19 1.749849e-18 1.861939e-19 1.716843e-19 1.854381e-20 8.932372e-20 1.672634e-20 1.625776e-20
3090 2.066914e-20 1.665022e-19 1.748809e-18 1.860976e-19 1.715834e-19 1.851662e-20 8.927441e-20 1.670326e-20 1.623434e-20
3091 2.063560e-20 1.664042e-19 1.747771e-18 1.860018e-19 1.714827e-19 1.848970e-20 8.922526e-20 1.668040e-20 1.621114e-20
3092 2.060240e-20 1.663124e-19 1.746734e-18 1.859066e-19 1.713822e-19 1.846306e-20 8.917626e-20 1.665776e-20 1.618816e-20
3093 2.056956e-20 1.662270e-19 1.745699e-18 1.858118e-19 1.712818e-19 1.843669e-20 8.912742e-20 1.663535e-20 1.616540e-20
3094 2.053707e-20 1.661477e-19 1.744667e-18 1.857175e-19 1.711818e-19 1.841059e-20 8.907873e-20 1.661315e-20 1.614286e-20
3095 2.050492e-20 1.660747e-19 1.743637e-18 1.856238e-19 1.710819e-19 1.838476e-20 8.903020e-20 1.659117e-20 1.612055e-20
3096 2.047311e-20 1.660078e-19 1.742610e-18 1.855306e-19 1.709824e-19 1.835920e-20 8.898182e-20 1.656942e-20 1.609846e-20
3097 2.044165e-20 1.659471e-19 1.741585e-18 1.854380e-19 1.708831e-19 1.833391e-20 8.893360e-20 1.654788e-20 1.607658e-20
3098 2.041053e-20 1.658925e-19 1.740564e-18 1.853459e-19 1.707841e-19 1.830889e-20 8.888552e-20 1.652656e-20 1.605493e-20
3099 2.037975e-20 1.658439e-19 1.739545e-18 1.852542e-19 1.706853e-19 1.828413e-20 8.883759e-20 1.650545e-20 1.603349e-20
3100 2.034930e-20 1.658015e-19 1.738530e-18 1.851631e-19 1.705868e-19 1.825964e-20 8.878981e-20 1.648457e-20 1.601227e-20
3101 2.031919e-20 1.657651e-19 1.737517e-18 1.850724e-19 1.704886e-19 1.823542e-20 8.874216e-20 1.646389e-20 1.599127e-20
3102 2.028942e-20 1.657347e-19 1.736507e-18 1.849821e-19 1.703905e-19 1.821146e-20 8.869466e-20 1.644344e-20 1.597049e-20
3103 2.025997e-20 1.657103e-19 1.735499e-18 1.848923e-19 1.702926e-19 1.818776e-20 8.864730e-20 1.642320e-20 1.594992e-20
3104 2.023085e-20 1.656919e-19 1.734495e-18 1.848028e-19 1.701950e-19 1.816432e-20 8.860008e-20 1.640317e-20 1.592957e-20
3105 2.020206e-20 1.656795e-19 1.733493e-18 1.847138e-19 1.700975e-19 1.814115e-20 8.855299e-20 1.638336e-20 1.590943e-20
3106 2.017359e-20 1.656730e-19 1.732494e-18 1.846251e-19 1.700002e-19 1.811824e-20 8.850604e-20 1.636376e-20 1.588951e-20
3107 2.014545e-20 1.656724e-19 1.731497e-18 1.845368e-19 1.699031e-19 1.809559e-20 8.845921e-20 1.634437e-20 1.586980e-20
3108 2.011763e-20 1.656777e-19 1.730503e-18 1.844488e-19 1.698061e-19 1.807319e-20 8.841251e-20 1.632519e-20 1.585030e-20
3109 2.009013e-20 1.656889e-19 1.729511e-18 1.843612e-19 1.697092e-19 1.805106e-20 8.836594e-20 1.630623e-20 1.583101e-20
3110 2.006294e-20 1.657060e-19 1.728522e-18 1.842738e-19 1.696125e-19 1.802918e-20 8.831950e-20 1.628747e-20 1.581193e-20
3111 2.003607e-20 1.657288e-19 1.727536e-18 1.841867e-19 1.695158e-19 1.800756e-20 8.827317e-20 1.626893e-20 1.579307e-20
3112 2.000952e-20 1.657575e-19 1.726552e-18 1.840999e-19 1.694193e-19 1.798620e-20 8.822697e-20 1.625059e-20 1.577441e-20
3113 1.998328e-20 1.657918e-19 1.725570e-18 1.840133e-19 1.693229e-19 1.796509e-20 8.818089e-20 1.623246e-20 1.575596e-20
3114 1.995736e-20 1.658314e-19 1.724590e-18 1.839270e-19 1.692266e-19 1.794423e-20 8.813492e-20 1.621454e-20 1.573772e-20
3115 1.993175e-20 1.658764e-19 1.723612e-18 1.838409e-19 1.691304e-19 1.792363e-20 8.808907e-20 1.619683e-20 1.571968e-20
3116 1.990646e-20 1.659264e-19 1.722636e-18 1.837550e-19 1.690343e-19 1.790328e-20 8.804332e-20 1.617932e-20 1.570185e-20
3117 1.988150e-20 1.659813e-19 1.721660e-18 1.836693e-19 1.689384e-19 1.788318e-20 8.799769e-20 1.616202e-20 1.568423e-20
3118 1.985685e-20 1.660409e-19 1.720686e-18 1.835838e-19 1.688426e-19 1.786333e-20 8.795217e-20 1.614492e-20 1.566680e-20
3119 1.983253e-20 1.661051e-19 1.719713e-18 1.834986e-19 1.687469e-19 1.784373e-20 8.790675e-20 1.612803e-20 1.564958e-20
3120 1.980853e-20 1.661736e-19 1.718740e-18 1.834135e-19 1.686513e-19 1.782438e-20 8.786144e-20 1.611134e-20 1.563257e-20
