Ls TT TE TB EE EB TE_gmv EB_gmv TEB_gmv TEB_iter
1261 2.498658e-19 2.795575e-18 1.291690e-17 1.736749e-18 1.341244e-18 2.183058e-19 7.567886e-19 1.874898e-19 1.820262e-19
1262 2.492069e-19 2.788576e-18 1.289338e-17 1.732782e-18 1.338903e-18 2.177225e-19 7.552885e-19 1.870130e-19 1.815651e-19
1263 2.485439e-19 2.781614e-18 1.286996e-17 1.728823e-18 1.336568e-18 2.171399e-19 7.537917e-19 1.865369e-19 1.811048e-19
1264 2.478698e-19 2.774687e-18 1.284661e-17 1.724871e-18 1.334236e-18 2.165578e-19 7.522982e-19 1.860612e-19 1.806454e-19
1265 2.471799e-19 2.767794e-18 1.282335e-17 1.720926e-18 1.331907e-18 2.159763e-19 7.508080e-19 1.855861e-19 1.801869e-19
1266 2.464763e-19 2.760936e-18 1.280017e-17 1.716987e-18 1.329583e-18 2.153954e-19 7.493210e-19 1.851114e-19 1.797292e-19
1267 2.457626e-19 2.754111e-18 1.277707e-17 1.713056e-18 1.327263e-18 2.148149e-19 7.478373e-19 1.846372e-19 1.792722e-19
1268 2.450420e-19 2.747321e-18 1.275406e-17 1.709132e-18 1.324950e-18 2.142348e-19 7.463569e-19 1.841633e-19 1.788161e-19
1269 2.443179e-19 2.740566e-18 1.273113e-17 1.705216e-18 1.322644e-18 2.136551e-19 7.448796e-19 1.836898e-19 1.783608e-19
1270 2.435937e-19 2.733845e-18 1.270830e-17 1.701308e-18 1.320346e-18 2.130758e-19 7.434055e-19 1.832166e-19 1.779063e-19
1271 2.428724e-19 2.727159e-18 1.268555e-17 1.697407e-18 1.318057e-18 2.124967e-19 7.419345e-19 1.827437e-19 1.774525e-19
1272 2.421562e-19 2.720506e-18 1.266288e-17 1.693515e-18 1.315776e-18 2.119179e-19 7.404667e-19 1.822711e-19 1.769996e-19
1273 2.414465e-19 2.713883e-18 1.264030e-17 1.689630e-18 1.313502e-18 2.113393e-19 7.390019e-19 1.817987e-19 1.765473e-19
1274 2.407453e-19 2.707290e-18 1.261780e-17 1.685753e-18 1.311234e-18 2.107609e-19 7.375403e-19 1.813265e-19 1.760958e-19
1275 2.400540e-19 2.700724e-18 1.259538e-17 1.681882e-18 1.308970e-18 2.101828e-19 7.360817e-19 1.808546e-19 1.756451e-19
1276 2.393745e-19 2.694182e-18 1.257303e-17 1.678017e-18 1.306711e-18 2.096053e-19 7.346261e-19 1.803832e-19 1.751951e-19
1277 2.387078e-19 2.687664e-18 1.255075e-17 1.674159e-18 1.304454e-18 2.090284e-19 7.331736e-19 1.799123e-19 1.747458e-19
1278 2.380512e-19 2.681168e-18 1.252854e-17 1.670307e-18 1.302201e-18 2.084523e-19 7.317241e-19 1.794421e-19 1.742972e-19
1279 2.374005e-19 2.674696e-18 1.250641e-17 1.666462e-18 1.299952e-18 2.078771e-19 7.302777e-19 1.789726e-19 1.738493e-19
1280 2.367511e-19 2.668248e-18 1.248436e-17 1.662623e-18 1.297707e-18 2.073031e-19 7.288342e-19 1.785041e-19 1.734021e-19
1281 2.360989e-19 2.661824e-18 1.246238e-17 1.658792e-18 1.295469e-18 2.067303e-19 7.273936e-19 1.780365e-19 1.729556e-19
1282 2.354395e-19 2.655425e-18 1.244048e-17 1.654968e-18 1.293238e-18 2.061589e-19 7.259561e-19 1.775700e-19 1.725099e-19
1283 2.347690e-19 2.649051e-18 1.241867e-17 1.651153e-18 1.291015e-18 2.055891e-19 7.245215e-19 1.771048e-19 1.720648e-19
1284 2.340887e-19 2.642700e-18 1.239694e-17 1.647344e-18 1.288799e-18 2.050210e-19 7.230898e-19 1.766409e-19 1.716203e-19
1285 2.334040e-19 2.636371e-18 1.237528e-17 1.643544e-18 1.286590e-18 2.044547e-19 7.216610e-19 1.761784e-19 1.711766e-19
1286 2.327203e-19 2.630062e-18 1.235369e-17 1.639750e-18 1.284387e-18 2.038905e-19 7.202351e-19 1.757174e-19 1.707335e-19
1287 2.320427e-19 2.623769e-18 1.233218e-17 1.635963e-18 1.282189e-18 2.033282e-19 7.188121e-19 1.752581e-19 1.702911e-19
1288 2.313768e-19 2.617490e-18 1.231074e-17 1.632183e-18 1.279996e-18 2.027679e-19 7.173919e-19 1.748002e-19 1.698494e-19
1289 2.307277e-19 2.611224e-18 1.228936e-17 1.628409e-18 1.277806e-18 2.022093e-19 7.159747e-19 1.743436e-19 1.694083e-19
1290 2.300961e-19 2.604969e-18 1.226804e-17 1.624642e-18 1.275619e-18 2.016521e-19 7.145603e-19 1.738881e-19 1.689679e-19
1291 2.294771e-19 2.598725e-18 1.224678e-17 1.620880e-18 1.273437e-18 2.010963e-19 7.131487e-19 1.734337e-19 1.685282e-19
1292 2.288652e-19 2.592494e-18 1.222560e-17 1.617126e-18 1.271259e-18 2.005416e-19 7.117401e-19 1.729802e-19 1.680891e-19
1293 2.282550e-19 2.586275e-18 1.220448e-17 1.613379e-18 1.269086e-18 1.999878e-19 7.103342e-19 1.725274e-19 1.676507e-19
1294 2.276411e-19 2.580069e-18 1.218343e-17 1.609639e-18 1.266919e-18 1.994348e-19 7.089313e-19 1.720752e-19 1.672129e-19
1295 2.270182e-19 2.573877e-18 1.216246e-17 1.605906e-18 1.264758e-18 1.988822e-19 7.075311e-19 1.716235e-19 1.667758e-19
1296 2.263830e-19 2.567699e-18 1.214156e-17 1.602181e-18 1.262605e-18 1.983300e-19 7.061338e-19 1.711720e-19 1.663393e-19
1297 2.257376e-19 2.561532e-18 1.212073e-17 1.598464e-18 1.260459e-18 1.977780e-19 7.047393e-19 1.707207e-19 1.659035e-19
1298 2.250850e-19 2.555375e-18 1.209997e-17 1.594755e-18 1.258317e-18 1.972259e-19 7.033477e-19 1.702694e-19 1.654684e-19
1299 2.244282e-19 2.549226e-18 1.207927e-17 1.591052e-18 1.256182e-18 1.966736e-19 7.019588e-19 1.698180e-19 1.650339e-19
1300 2.237702e-19 2.543082e-18 1.205863e-17 1.587357e-18 1.254050e-18 1.961210e-19 7.005728e-19 1.693664e-19 1.646001e-19
1301 2.231140e-19 2.536943e-18 1.203804e-17 1.583668e-18 1.251922e-18 1.955682e-19 6.991896e-19 1.689147e-19 1.641670e-19
1302 2.224623e-19 2.530805e-18 1.201751e-17 1.579985e-18 1.249797e-18 1.950155e-19 6.978092e-19 1.684632e-19 1.637345e-19
1303 2.218166e-19 2.524669e-18 1.199703e-17 1.576310e-18 1.247676e-18 1.944633e-19 6.964316e-19 1.680120e-19 1.633027e-19
1304 2.211775e-19 2.518535e-18 1.197660e-17 1.572641e-18 1.245558e-18 1.939118e-19 6.950567e-19 1.675614e-19 1.628715e-19
1305 2.205460e-19 2.512404e-18 1.195624e-17 1.568979e-18 1.243445e-18 1.933613e-19 6.936847e-19 1.671116e-19 1.624410e-19
1306 2.199228e-19 2.506277e-18 1.193593e-17 1.565325e-18 1.241337e-18 1.928120e-19 6.923155e-19 1.666628e-19 1.620112e-19
1307 2.193088e-19 2.500153e-18 1.191568e-17 1.561679e-18 1.239235e-18 1.922644e-19 6.909490e-19 1.662152e-19 1.615821e-19
1308 2.187046e-19 2.494033e-18 1.189550e-17 1.558040e-18 1.237138e-18 1.917185e-19 6.895854e-19 1.657690e-19 1.611537e-19
1309 2.181087e-19 2.487917e-18 1.187539e-17 1.554409e-18 1.235048e-18 1.911748e-19 6.882245e-19 1.653245e-19 1.607259e-19
1310 2.175178e-19 2.481803e-18 1.185533e-17 1.550786e-18 1.232964e-18 1.906336e-19 6.868663e-19 1.648818e-19 1.602988e-19
1311 2.169282e-19 2.475688e-18 1.183534e-17 1.547170e-18 1.230885e-18 1.900950e-19 6.855110e-19 1.644411e-19 1.598724e-19
1312 2.163366e-19 2.469572e-18 1.181539e-17 1.543562e-18 1.228810e-18 1.895594e-19 6.841584e-19 1.640028e-19 1.594468e-19
1313 2.157394e-19 2.463452e-18 1.179549e-17 1.539962e-18 1.226740e-18 1.890271e-19 6.828085e-19 1.635668e-19 1.590218e-19
1314 2.151331e-19 2.457327e-18 1.177564e-17 1.536369e-18 1.224673e-18 1.884979e-19 6.814615e-19 1.631334e-19 1.585975e-19
1315 2.145165e-19 2.451195e-18 1.175583e-17 1.532783e-18 1.222610e-18 1.879718e-19 6.801172e-19 1.627022e-19 1.581740e-19
1316 2.138931e-19 2.445058e-18 1.173606e-17 1.529205e-18 1.220551e-18 1.874484e-19 6.787756e-19 1.622731e-19 1.577511e-19
1317 2.132671e-19 2.438915e-18 1.171634e-17 1.525635e-18 1.218496e-18 1.869276e-19 6.774369e-19 1.618459e-19 1.573290e-19
1318 2.126427e-19 2.432768e-18 1.169667e-17 1.522072e-18 1.216445e-18 1.864091e-19 6.761011e-19 1.614206e-19 1.569076e-19
1319 2.120241e-19 2.426617e-18 1.167705e-17 1.518517e-18 1.214400e-18 1.858928e-19 6.747680e-19 1.609969e-19 1.564870e-19
1320 2.114156e-19 2.420463e-18 1.165749e-17 1.514971e-18 1.212360e-18 1.853784e-19 6.734378e-19 1.605747e-19 1.560671e-19
1321 2.108205e-19 2.414306e-18 1.163798e-17 1.511433e-18 1.210325e-18 1.848658e-19 6.721104e-19 1.601538e-19 1.556479e-19
1322 2.102375e-19 2.408146e-18 1.161853e-17 1.507903e-18 1.208295e-18 1.843546e-19 6.707860e-19 1.597340e-19 1.552295e-19
1323 2.096631e-19 2.401981e-18 1.159912e-17 1.504381e-18 1.206271e-18 1.838446e-19 6.694644e-19 1.593153e-19 1.548119e-19
1324 2.090937e-19 2.395809e-18 1.157977e-17 1.500868e-18 1.204251e-18 1.833358e-19 6.681457e-19 1.588974e-19 1.543950e-19
1325 2.085257e-19 2.389631e-18 1.156045e-17 1.497363e-18 1.202235e-18 1.828278e-19 6.668299e-19 1.584801e-19 1.539789e-19
1326 2.079558e-19 2.383443e-18 1.154117e-17 1.493866e-18 1.200224e-18 1.823204e-19 6.655170e-19 1.580634e-19 1.535636e-19
1327 2.073803e-19 2.377245e-18 1.152193e-17 1.490377e-18 1.198216e-18 1.818136e-19 6.642071e-19 1.576471e-19 1.531491e-19
1328 2.067983e-19 2.371037e-18 1.150271e-17 1.486896e-18 1.196211e-18 1.813073e-19 6.629001e-19 1.572313e-19 1.527354e-19
1329 2.062116e-19 2.364819e-18 1.148353e-17 1.483423e-18 1.194210e-18 1.808016e-19 6.615961e-19 1.568159e-19 1.523225e-19
1330 2.056220e-19 2.358591e-18 1.146439e-17 1.479959e-18 1.192214e-18 1.802967e-19 6.602950e-19 1.564012e-19 1.519105e-19
1331 2.050316e-19 2.352355e-18 1.144529e-17 1.476503e-18 1.190222e-18 1.797925e-19 6.589968e-19 1.559871e-19 1.514992e-19
1332 2.044423e-19 2.346111e-18 1.142624e-17 1.473056e-18 1.188234e-18 1.792893e-19 6.577016e-19 1.555737e-19 1.510888e-19
1333 2.038562e-19 2.339859e-18 1.140723e-17 1.469618e-18 1.186252e-18 1.787870e-19 6.564093e-19 1.551610e-19 1.506792e-19
1334 2.032749e-19 2.333600e-18 1.138827e-17 1.466189e-18 1.184275e-18 1.782857e-19 6.551199e-19 1.547492e-19 1.502705e-19
1335 2.026984e-19 2.327334e-18 1.136936e-17 1.462768e-18 1.182303e-18 1.777855e-19 6.538335e-19 1.543382e-19 1.498626e-19
1336 2.021265e-19 2.321059e-18 1.135048e-17 1.459357e-18 1.180335e-18 1.772865e-19 6.525500e-19 1.539281e-19 1.494556e-19
1337 2.015587e-19 2.314775e-18 1.133165e-17 1.455954e-18 1.178373e-18 1.767889e-19 6.512694e-19 1.535191e-19 1.490495e-19
1338 2.009949e-19 2.308481e-18 1.131285e-17 1.452560e-18 1.176414e-18 1.762925e-19 6.499918e-19 1.531111e-19 1.486442e-19
1339 2.004346e-19 2.302176e-18 1.129407e-17 1.449175e-18 1.174459e-18 1.757976e-19 6.487171e-19 1.527042e-19 1.482399e-19
1340 1.998776e-19 2.295860e-18 1.127532e-17 1.445799e-18 1.172507e-18 1.753042e-19 6.474453e-19 1.522984e-19 1.478364e-19
1341 1.993228e-19 2.289531e-18 1.125660e-17 1.442431e-18 1.170559e-18 1.748123e-19 6.461765e-19 1.518938e-19 1.474339e-19
1342 1.987691e-19 2.283192e-18 1.123790e-17 1.439073e-18 1.168615e-18 1.743219e-19 6.449106e-19 1.514904e-19 1.470323e-19
1343 1.982148e-19 2.276843e-18 1.121923e-17 1.435724e-18 1.166674e-18 1.738330e-19 6.436477e-19 1.510881e-19 1.466316e-19
1344 1.976586e-19 2.270485e-18 1.120059e-17 1.432384e-18 1.164738e-18 1.733455e-19 6.423877e-19 1.506870e-19 1.462318e-19
1345 1.970991e-19 2.264119e-18 1.118199e-17 1.429053e-18 1.162807e-18 1.728595e-19 6.411307e-19 1.502869e-19 1.458330e-19
1346 1.965349e-19 2.257745e-18 1.116343e-17 1.425732e-18 1.160880e-18 1.723749e-19 6.398768e-19 1.498880e-19 1.454352e-19
1347 1.959652e-19 2.251365e-18 1.114492e-17 1.422421e-18 1.158959e-18 1.718916e-19 6.386258e-19 1.494900e-19 1.450383e-19
1348 1.953926e-19 2.244979e-18 1.112644e-17 1.419119e-18 1.157042e-18 1.714097e-19 6.373778e-19 1.490932e-19 1.446424e-19
1349 1.948201e-19 2.238584e-18 1.110799e-17 1.415827e-18 1.155130e-18 1.709291e-19 6.361328e-19 1.486973e-19 1.442475e-19
1350 1.942509e-19 2.232182e-18 1.108958e-17 1.412545e-18 1.153222e-18 1.704498e-19 6.348909e-19 1.483025e-19 1.438536e-19
1351 1.936882e-19 2.225771e-18 1.107120e-17 1.409272e-18 1.151318e-18 1.699718e-19 6.336520e-19 1.479087e-19 1.434607e-19
1352 1.931352e-19 2.219350e-18 1.105284e-17 1.406008e-18 1.149418e-18 1.694950e-19 6.324161e-19 1.475158e-19 1.430689e-19
1353 1.925948e-19 2.212920e-18 1.103450e-17 1.402755e-18 1.147522e-18 1.690195e-19 6.311833e-19 1.471239e-19 1.426780e-19
1354 1.920669e-19 2.206480e-18 1.101619e-17 1.399510e-18 1.145629e-18 1.685451e-19 6.299535e-19 1.467329e-19 1.422882e-19
1355 1.915479e-19 2.200031e-18 1.099789e-17 1.396276e-18 1.143740e-18 1.680720e-19 6.287269e-19 1.463429e-19 1.418994e-19
1356 1.910341e-19 2.193574e-18 1.097961e-17 1.393051e-18 1.141855e-18 1.676001e-19 6.275033e-19 1.459538e-19 1.415117e-19
1357 1.905216e-19 2.187109e-18 1.096136e-17 1.389836e-18 1.139973e-18 1.671294e-19 6.262828e-19 1.455656e-19 1.411251e-19
1358 1.900067e-19 2.180638e-18 1.094312e-17 1.386631e-18 1.138096e-18 1.666599e-19 6.250655e-19 1.451785e-19 1.407395e-19
1359 1.894857e-19 2.174161e-18 1.092492e-17 1.383436e-18 1.136223e-18 1.661917e-19 6.238513e-19 1.447922e-19 1.403550e-19
1360 1.889555e-19 2.167678e-18 1.090674e-17 1.380251e-18 1.134354e-18 1.657247e-19 6.226402e-19 1.444070e-19 1.399716e-19
1361 1.884179e-19 2.161191e-18 1.088858e-17 1.377076e-18 1.132489e-18 1.652590e-19 6.214323e-19 1.440227e-19 1.395894e-19
1362 1.878763e-19 2.154700e-18 1.087045e-17 1.373911e-18 1.130629e-18 1.647946e-19 6.202276e-19 1.436395e-19 1.392082e-19
1363 1.873338e-19 2.148205e-18 1.085236e-17 1.370757e-18 1.128774e-18 1.643314e-19 6.190261e-19 1.432572e-19 1.388281e-19
1364 1.867938e-19 2.141706e-18 1.083429e-17 1.367613e-18 1.126923e-18 1.638696e-19 6.178278e-19 1.428760e-19 1.384492e-19
1365 1.862595e-19 2.135204e-18 1.081626e-17 1.364479e-18 1.125076e-18 1.634090e-19 6.166328e-19 1.424957e-19 1.380714e-19
1366 1.857341e-19 2.128700e-18 1.079827e-17 1.361356e-18 1.123234e-18 1.629498e-19 6.154409e-19 1.421165e-19 1.376948e-19
1367 1.852188e-19 2.122193e-18 1.078031e-17 1.358243e-18 1.121396e-18 1.624918e-19 6.142524e-19 1.417383e-19 1.373193e-19
1368 1.847108e-19 2.115684e-18 1.076238e-17 1.355140e-18 1.119562e-18 1.620353e-19 6.130671e-19 1.413612e-19 1.369450e-19
1369 1.842073e-19 2.109173e-18 1.074448e-17 1.352048e-18 1.117732e-18 1.615801e-19 6.118851e-19 1.409851e-19 1.365719e-19
1370 1.837052e-19 2.102661e-18 1.072660e-17 1.348966e-18 1.115906e-18 1.611263e-19 6.107063e-19 1.406101e-19 1.362000e-19
1371 1.832017e-19 2.096146e-18 1.070872e-17 1.345894e-18 1.114083e-18 1.606740e-19 6.095308e-19 1.402363e-19 1.358292e-19
1372 1.826937e-19 2.089630e-18 1.069086e-17 1.342833e-18 1.112264e-18 1.602232e-19 6.083587e-19 1.398637e-19 1.354597e-19
1373 1.821787e-19 2.083112e-18 1.067300e-17 1.339782e-18 1.110448e-18 1.597740e-19 6.071898e-19 1.394923e-19 1.350913e-19
1374 1.816573e-19 2.076593e-18 1.065514e-17 1.336742e-18 1.108636e-18 1.593264e-19 6.060241e-19 1.391221e-19 1.347242e-19
1375 1.811328e-19 2.070075e-18 1.063730e-17 1.333713e-18 1.106827e-18 1.588805e-19 6.048618e-19 1.387533e-19 1.343584e-19
1376 1.806080e-19 2.063557e-18 1.061948e-17 1.330694e-18 1.105022e-18 1.584362e-19 6.037028e-19 1.383857e-19 1.339937e-19
1377 1.800859e-19 2.057041e-18 1.060169e-17 1.327685e-18 1.103222e-18 1.579938e-19 6.025470e-19 1.380196e-19 1.336303e-19
1378 1.795697e-19 2.050527e-18 1.058394e-17 1.324688e-18 1.101427e-18 1.575531e-19 6.013946e-19 1.376548e-19 1.332682e-19
1379 1.790623e-19 2.044017e-18 1.056623e-17 1.321701e-18 1.099636e-18 1.571143e-19 6.002454e-19 1.372915e-19 1.329073e-19
1380 1.785658e-19 2.037511e-18 1.054858e-17 1.318725e-18 1.097852e-18 1.566774e-19 5.990996e-19 1.369297e-19 1.325477e-19
1381 1.780786e-19 2.031010e-18 1.053097e-17 1.315760e-18 1.096072e-18 1.562425e-19 5.979570e-19 1.365694e-19 1.321894e-19
1382 1.775984e-19 2.024514e-18 1.051340e-17 1.312806e-18 1.094296e-18 1.558095e-19 5.968177e-19 1.362106e-19 1.318323e-19
1383 1.771226e-19 2.018022e-18 1.049586e-17 1.309863e-18 1.092525e-18 1.553785e-19 5.956818e-19 1.358533e-19 1.314766e-19
1384 1.766490e-19 2.011536e-18 1.047833e-17 1.306931e-18 1.090758e-18 1.549494e-19 5.945492e-19 1.354975e-19 1.311221e-19
1385 1.761749e-19 2.005055e-18 1.046081e-17 1.304009e-18 1.088994e-18 1.545221e-19 5.934199e-19 1.351431e-19 1.307690e-19
1386 1.756982e-19 1.998579e-18 1.044329e-17 1.301098e-18 1.087233e-18 1.540966e-19 5.922939e-19 1.347901e-19 1.304171e-19
1387 1.752176e-19 1.992109e-18 1.042576e-17 1.298198e-18 1.085474e-18 1.536727e-19 5.911712e-19 1.344384e-19 1.300666e-19
1388 1.747341e-19 1.985646e-18 1.040824e-17 1.295308e-18 1.083719e-18 1.532506e-19 5.900519e-19 1.340880e-19 1.297174e-19
1389 1.742487e-19 1.979191e-18 1.039073e-17 1.292430e-18 1.081967e-18 1.528300e-19 5.889359e-19 1.337389e-19 1.293696e-19
1390 1.737628e-19 1.972744e-18 1.037324e-17 1.289562e-18 1.080219e-18 1.524109e-19 5.878233e-19 1.333909e-19 1.290230e-19
1391 1.732773e-19 1.966306e-18 1.035578e-17 1.286705e-18 1.078475e-18 1.519934e-19 5.867140e-19 1.330441e-19 1.286779e-19
1392 1.727933e-19 1.959877e-18 1.033836e-17 1.283859e-18 1.076737e-18 1.515772e-19 5.856080e-19 1.326985e-19 1.283340e-19
1393 1.723121e-19 1.953459e-18 1.032098e-17 1.281024e-18 1.075003e-18 1.511624e-19 5.845055e-19 1.323538e-19 1.279916e-19
1394 1.718341e-19 1.947053e-18 1.030366e-17 1.278200e-18 1.073274e-18 1.507489e-19 5.834062e-19 1.320102e-19 1.276505e-19
1395 1.713596e-19 1.940657e-18 1.028637e-17 1.275386e-18 1.071550e-18 1.503366e-19 5.823104e-19 1.316676e-19 1.273107e-19
1396 1.708889e-19 1.934273e-18 1.026912e-17 1.272584e-18 1.069830e-18 1.499256e-19 5.812179e-19 1.313259e-19 1.269724e-19
1397 1.704222e-19 1.927901e-18 1.025189e-17 1.269793e-18 1.068115e-18 1.495157e-19 5.801288e-19 1.309852e-19 1.266354e-19
1398 1.699597e-19 1.921541e-18 1.023468e-17 1.267013e-18 1.066403e-18 1.491071e-19 5.790431e-19 1.306454e-19 1.262998e-19
1399 1.695016e-19 1.915194e-18 1.021748e-17 1.264245e-18 1.064694e-18 1.486998e-19 5.779607e-19 1.303068e-19 1.259656e-19
1400 1.690480e-19 1.908860e-18 1.020028e-17 1.261487e-18 1.062989e-18 1.482939e-19 5.768818e-19 1.299692e-19 1.256328e-19
1401 1.685975e-19 1.902538e-18 1.018310e-17 1.258741e-18 1.061286e-18 1.478895e-19 5.758062e-19 1.296327e-19 1.253013e-19
1402 1.681482e-19 1.896231e-18 1.016592e-17 1.256006e-18 1.059587e-18 1.474866e-19 5.747339e-19 1.292974e-19 1.249713e-19
1403 1.676981e-19 1.889939e-18 1.014877e-17 1.253282e-18 1.057892e-18 1.470852e-19 5.736651e-19 1.289633e-19 1.246427e-19
1404 1.672455e-19 1.883661e-18 1.013164e-17 1.250568e-18 1.056201e-18 1.466854e-19 5.725996e-19 1.286305e-19 1.243155e-19
1405 1.667883e-19 1.877400e-18 1.011455e-17 1.247866e-18 1.054514e-18 1.462873e-19 5.715375e-19 1.282991e-19 1.239897e-19
1406 1.663247e-19 1.871155e-18 1.009749e-17 1.245174e-18 1.052832e-18 1.458910e-19 5.704787e-19 1.279689e-19 1.236653e-19
1407 1.658538e-19 1.864927e-18 1.008048e-17 1.242493e-18 1.051155e-18 1.454964e-19 5.694233e-19 1.276402e-19 1.233424e-19
1408 1.653783e-19 1.858717e-18 1.006352e-17 1.239822e-18 1.049482e-18 1.451037e-19 5.683713e-19 1.273130e-19 1.230208e-19
1409 1.649015e-19 1.852525e-18 1.004658e-17 1.237163e-18 1.047814e-18 1.447129e-19 5.673227e-19 1.269872e-19 1.227007e-19
1410 1.644270e-19 1.846350e-18 1.002968e-17 1.234514e-18 1.046150e-18 1.443240e-19 5.662774e-19 1.266630e-19 1.223820e-19
1411 1.639583e-19 1.840193e-18 1.001280e-17 1.231876e-18 1.044489e-18 1.439372e-19 5.652355e-19 1.263403e-19 1.220648e-19
1412 1.634987e-19 1.834055e-18 9.995939e-18 1.229249e-18 1.042832e-18 1.435523e-19 5.641970e-19 1.260191e-19 1.217490e-19
1413 1.630517e-19 1.827936e-18 9.979093e-18 1.226633e-18 1.041179e-18 1.431692e-19 5.631618e-19 1.256995e-19 1.214346e-19
1414 1.626187e-19 1.821836e-18 9.962258e-18 1.224029e-18 1.039528e-18 1.427881e-19 5.621300e-19 1.253812e-19 1.211216e-19
1415 1.621967e-19 1.815755e-18 9.945440e-18 1.221436e-18 1.037881e-18 1.424087e-19 5.611016e-19 1.250645e-19 1.208101e-19
1416 1.617821e-19 1.809694e-18 9.928642e-18 1.218853e-18 1.036238e-18 1.420312e-19 5.600765e-19 1.247491e-19 1.205001e-19
1417 1.613715e-19 1.803653e-18 9.911870e-18 1.216282e-18 1.034598e-18 1.416554e-19 5.590547e-19 1.244351e-19 1.201914e-19
1418 1.609613e-19 1.797632e-18 9.895130e-18 1.213721e-18 1.032962e-18 1.412813e-19 5.580363e-19 1.241224e-19 1.198843e-19
1419 1.605479e-19 1.791633e-18 9.878426e-18 1.211171e-18 1.031331e-18 1.409088e-19 5.570212e-19 1.238111e-19 1.195785e-19
1420 1.601280e-19 1.785656e-18 9.861762e-18 1.208631e-18 1.029704e-18 1.405380e-19 5.560094e-19 1.235010e-19 1.192742e-19
1421 1.597005e-19 1.779700e-18 9.845142e-18 1.206102e-18 1.028082e-18 1.401688e-19 5.550010e-19 1.231922e-19 1.189714e-19
1422 1.592680e-19 1.773766e-18 9.828561e-18 1.203583e-18 1.026464e-18 1.398011e-19 5.539959e-19 1.228846e-19 1.186700e-19
1423 1.588334e-19 1.767854e-18 9.812015e-18 1.201075e-18 1.024851e-18 1.394349e-19 5.529942e-19 1.225782e-19 1.183700e-19
1424 1.583994e-19 1.761965e-18 9.795500e-18 1.198578e-18 1.023241e-18 1.390702e-19 5.519957e-19 1.222730e-19 1.180715e-19
1425 1.579689e-19 1.756098e-18 9.779012e-18 1.196091e-18 1.021635e-18 1.387070e-19 5.510006e-19 1.219689e-19 1.177745e-19
1426 1.575449e-19 1.750253e-18 9.762547e-18 1.193614e-18 1.020033e-18 1.383451e-19 5.500088e-19 1.216659e-19 1.174789e-19
1427 1.571300e-19 1.744431e-18 9.746102e-18 1.191148e-18 1.018434e-18 1.379848e-19 5.490202e-19 1.213642e-19 1.171847e-19
1428 1.567243e-19 1.738632e-18 9.729676e-18 1.188693e-18 1.016838e-18 1.376260e-19 5.480350e-19 1.210636e-19 1.168920e-19
1429 1.563251e-19 1.732857e-18 9.713272e-18 1.186249e-18 1.015245e-18 1.372687e-19 5.470531e-19 1.207643e-19 1.166007e-19
1430 1.559295e-19 1.727104e-18 9.696895e-18 1.183815e-18 1.013656e-18 1.369130e-19 5.460744e-19 1.204662e-19 1.163109e-19
1431 1.555346e-19 1.721376e-18 9.680548e-18 1.181392e-18 1.012071e-18 1.365590e-19 5.450990e-19 1.201694e-19 1.160225e-19
1432 1.551376e-19 1.715672e-18 9.664235e-18 1.178979e-18 1.010489e-18 1.362065e-19 5.441268e-19 1.198739e-19 1.157355e-19
1433 1.547356e-19 1.709992e-18 9.647960e-18 1.176576e-18 1.008912e-18 1.358558e-19 5.431579e-19 1.195797e-19 1.154500e-19
1434 1.543257e-19 1.704337e-18 9.631727e-18 1.174183e-18 1.007340e-18 1.355067e-19 5.421923e-19 1.192869e-19 1.151660e-19
1435 1.539086e-19 1.698707e-18 9.615535e-18 1.171801e-18 1.005772e-18 1.351594e-19 5.412298e-19 1.189954e-19 1.148833e-19
1436 1.534876e-19 1.693102e-18 9.599382e-18 1.169429e-18 1.004208e-18 1.348138e-19 5.402706e-19 1.187053e-19 1.146021e-19
1437 1.530661e-19 1.687521e-18 9.583266e-18 1.167067e-18 1.002648e-18 1.344700e-19 5.393146e-19 1.184167e-19 1.143223e-19
1438 1.526475e-19 1.681965e-18 9.567183e-18 1.164716e-18 1.001092e-18 1.341281e-19 5.383619e-19 1.181295e-19 1.140440e-19
1439 1.522352e-19 1.676434e-18 9.551131e-18 1.162374e-18 9.995394e-19 1.337880e-19 5.374123e-19 1.178437e-19 1.137671e-19
1440 1.518328e-19 1.670927e-18 9.535106e-18 1.160043e-18 9.979903e-19 1.334497e-19 5.364659e-19 1.175594e-19 1.134916e-19
1441 1.514432e-19 1.665444e-18 9.519107e-18 1.157721e-18 9.964443e-19 1.331133e-19 5.355227e-19 1.172766e-19 1.132175e-19
1442 1.510662e-19 1.659985e-18 9.503134e-18 1.155410e-18 9.949016e-19 1.327787e-19 5.345826e-19 1.169953e-19 1.129449e-19
1443 1.506983e-19 1.654551e-18 9.487188e-18 1.153108e-18 9.933622e-19 1.324459e-19 5.336458e-19 1.167153e-19 1.126736e-19
1444 1.503359e-19 1.649141e-18 9.471274e-18 1.150817e-18 9.918264e-19 1.321149e-19 5.327120e-19 1.164367e-19 1.124038e-19
1445 1.499756e-19 1.643756e-18 9.455392e-18 1.148535e-18 9.902943e-19 1.317856e-19 5.317814e-19 1.161596e-19 1.121354e-19
1446 1.496139e-19 1.638396e-18 9.439547e-18 1.146263e-18 9.887661e-19 1.314580e-19 5.308539e-19 1.158838e-19 1.118683e-19
