Ls TT TE TB EE EB TE_gmv EB_gmv TEB_gmv
180 6.699920e-16 9.769106e-16 3.286690e-16 4.312885e-16 2.844356e-17 2.102630e-16 2.668376e-17 2.504940e-17
181 6.557852e-16 9.604232e-16 3.217160e-16 4.230539e-16 2.783581e-17 2.062269e-16 2.611735e-17 2.452064e-17
182 6.419361e-16 9.443472e-16 3.149493e-16 4.150301e-16 2.724443e-17 2.022941e-16 2.556615e-17 2.400602e-17
183 6.284243e-16 9.286698e-16 3.083628e-16 4.072106e-16 2.666890e-17 1.984618e-16 2.502967e-17 2.350510e-17
184 6.152839e-16 9.133787e-16 3.019509e-16 3.995890e-16 2.610871e-17 1.947272e-16 2.450742e-17 2.301744e-17
185 6.025458e-16 8.984619e-16 2.957080e-16 3.921590e-16 2.556336e-17 1.910863e-16 2.399896e-17 2.254261e-17
186 5.900565e-16 8.839081e-16 2.896286e-16 3.849148e-16 2.503239e-17 1.875357e-16 2.350385e-17 2.208019e-17
187 5.779613e-16 8.697061e-16 2.837077e-16 3.778505e-16 2.451533e-17 1.840734e-16 2.302166e-17 2.162980e-17
188 5.661930e-16 8.558453e-16 2.779403e-16 3.709606e-16 2.401176e-17 1.806973e-16 2.255200e-17 2.119108e-17
189 5.546417e-16 8.423156e-16 2.723215e-16 3.642399e-16 2.352125e-17 1.774042e-16 2.209447e-17 2.076365e-17
190 5.434537e-16 8.291069e-16 2.668468e-16 3.576831e-16 2.304338e-17 1.741917e-16 2.164869e-17 2.034716e-17
191 5.325528e-16 8.162098e-16 2.615118e-16 3.512853e-16 2.257778e-17 1.710573e-16 2.121430e-17 1.994128e-17
192 5.219393e-16 8.036149e-16 2.563121e-16 3.450418e-16 2.212406e-17 1.679986e-16 2.079095e-17 1.954568e-17
193 5.115519e-16 7.913135e-16 2.512436e-16 3.389480e-16 2.168186e-17 1.650134e-16 2.037830e-17 1.916005e-17
194 5.014712e-16 7.792968e-16 2.463023e-16 3.329992e-16 2.125083e-17 1.620998e-16 1.997603e-17 1.878409e-17
195 4.916104e-16 7.675568e-16 2.414844e-16 3.271914e-16 2.083063e-17 1.592563e-16 1.958382e-17 1.841751e-17
196 4.820546e-16 7.560852e-16 2.367862e-16 3.215203e-16 2.042092e-17 1.564808e-16 1.920138e-17 1.806003e-17
197 4.726291e-16 7.448744e-16 2.322040e-16 3.159820e-16 2.002141e-17 1.537704e-16 1.882839e-17 1.771136e-17
198 4.635164e-16 7.339170e-16 2.277345e-16 3.105725e-16 1.963178e-17 1.511230e-16 1.846460e-17 1.737125e-17
199 4.546310e-16 7.232056e-16 2.233742e-16 3.052882e-16 1.925173e-17 1.485370e-16 1.810972e-17 1.703944e-17
200 4.459045e-16 7.127333e-16 2.191201e-16 3.001254e-16 1.888099e-17 1.460107e-16 1.776348e-17 1.671569e-17
201 4.374010e-16 7.024934e-16 2.149689e-16 2.950807e-16 1.851928e-17 1.435419e-16 1.742565e-17 1.639976e-17
202 4.291224e-16 6.924794e-16 2.109176e-16 2.901506e-16 1.816634e-17 1.411294e-16 1.709596e-17 1.609142e-17
203 4.210330e-16 6.826849e-16 2.069635e-16 2.853320e-16 1.782191e-17 1.387724e-16 1.677419e-17 1.579046e-17
204 4.131424e-16 6.731039e-16 2.031035e-16 2.806217e-16 1.748574e-17 1.364691e-16 1.646010e-17 1.549668e-17
205 4.054274e-16 6.637303e-16 1.993352e-16 2.760166e-16 1.715760e-17 1.342167e-16 1.615348e-17 1.520983e-17
206 3.979062e-16 6.545587e-16 1.956557e-16 2.715139e-16 1.683726e-17 1.320133e-16 1.585411e-17 1.492973e-17
207 3.905539e-16 6.455833e-16 1.920626e-16 2.671107e-16 1.652449e-17 1.298588e-16 1.556178e-17 1.465619e-17
208 3.833466e-16 6.367989e-16 1.885535e-16 2.628041e-16 1.621908e-17 1.277527e-16 1.527629e-17 1.438905e-17
209 3.763567e-16 6.282002e-16 1.851260e-16 2.585917e-16 1.592081e-17 1.256931e-16 1.499746e-17 1.412811e-17
210 3.694809e-16 6.197824e-16 1.817778e-16 2.544707e-16 1.562950e-17 1.236782e-16 1.472509e-17 1.387318e-17
