Ls TT TE TB EE EB TE_gmv EB_gmv TEB_gmv TEB_iter TEB_iter_ext
158 5.660170e-16 6.969975e-16 1.578738e-15 3.237594e-16 1.385434e-16 1.597917e-16 9.702458e-17 7.427419e-17 5.235393e-17 5.032780e-17
159 5.526676e-16 6.855152e-16 1.540003e-15 3.173143e-16 1.351217e-16 1.566006e-16 9.476711e-17 7.260219e-17 5.124326e-17 4.925806e-17
160 5.396908e-16 6.743633e-16 1.502458e-15 3.110524e-16 1.318056e-16 1.535001e-16 9.257696e-17 7.097915e-17 5.016448e-17 4.821906e-17
161 5.270657e-16 6.635307e-16 1.466063e-15 3.049672e-16 1.285912e-16 1.504868e-16 9.045168e-17 6.940402e-17 4.911647e-17 4.720971e-17
162 5.153931e-16 6.530061e-16 1.430772e-15 2.990525e-16 1.254747e-16 1.475582e-16 8.838895e-17 6.787396e-17 4.809813e-17 4.622895e-17
163 5.039390e-16 6.427793e-16 1.396549e-15 2.933022e-16 1.224526e-16 1.447117e-16 8.638653e-17 6.638763e-17 4.710841e-17 4.527578e-17
164 4.926894e-16 6.328401e-16 1.363353e-15 2.877106e-16 1.195215e-16 1.419441e-16 8.444227e-17 6.494808e-17 4.614633e-17 4.434924e-17
165 4.816936e-16 6.231787e-16 1.331147e-15 2.822723e-16 1.166781e-16 1.392653e-16 8.255412e-17 6.355345e-17 4.521092e-17 4.344840e-17
166 4.709598e-16 6.137861e-16 1.299898e-15 2.769819e-16 1.139193e-16 1.366890e-16 8.072010e-17 6.219766e-17 4.430125e-17 4.257238e-17
167 4.605474e-16 6.046532e-16 1.269570e-15 2.718343e-16 1.112421e-16 1.341850e-16 7.893833e-17 6.087789e-17 4.341645e-17 4.172031e-17
