Ls TT TE TB EE EB TE_gmv EB_gmv TEB_gmv
166 3.689802e-16 5.537960e-16 6.435446e-16 2.585475e-16 5.826211e-17 1.199181e-16 4.754758e-17 3.920863e-17
167 3.608289e-16 5.454459e-16 6.284521e-16 2.537258e-16 5.688905e-17 1.177195e-16 4.646983e-17 3.835145e-17
168 3.528709e-16 5.373243e-16 6.138032e-16 2.490334e-16 5.555636e-17 1.155446e-16 4.542301e-17 3.751465e-17
169 3.451269e-16 5.294239e-16 5.995793e-16 2.444660e-16 5.426262e-17 1.134154e-16 4.440606e-17 3.670003e-17
170 3.375791e-16 5.217374e-16 5.857703e-16 2.400195e-16 5.300651e-17 1.113447e-16 4.341796e-17 3.590837e-17
171 3.302223e-16 5.142578e-16 5.723554e-16 2.356896e-16 5.178664e-17 1.093255e-16 4.245768e-17 3.513831e-17
172 3.231112e-16 5.069785e-16 5.593265e-16 2.314726e-16 5.060182e-17 1.073556e-16 4.152428e-17 3.438909e-17
173 3.161182e-16 4.998930e-16 5.466726e-16 2.273647e-16 4.945096e-17 1.054353e-16 4.061690e-17 3.366025e-17
174 3.093352e-16 4.929952e-16 5.343720e-16 2.233623e-16 4.833267e-17 1.035633e-16 3.973465e-17 3.295113e-17
175 3.027245e-16 4.862791e-16 5.224231e-16 2.194621e-16 4.724607e-17 1.017377e-16 3.887666e-17 3.226104e-17
176 2.963331e-16 4.797390e-16 5.108055e-16 2.156605e-16 4.618992e-17 9.995754e-17 3.804212e-17 3.158939e-17
177 2.900838e-16 4.733695e-16 4.995149e-16 2.119546e-16 4.516328e-17 9.822140e-17 3.723026e-17 3.093559e-17
178 2.839989e-16 4.671652e-16 4.885357e-16 2.083411e-16 4.416517e-17 9.652793e-17 3.644036e-17 3.029909e-17
179 2.780610e-16 4.611210e-16 4.778592e-16 2.048172e-16 4.319460e-17 9.487576e-17 3.567170e-17 2.967932e-17
180 2.722877e-16 4.552320e-16 4.674792e-16 2.013799e-16 4.225079e-17 9.326359e-17 3.492356e-17 2.907573e-17
181 2.666636e-16 4.494936e-16 4.573790e-16 1.980266e-16 4.133266e-17 9.169083e-17 3.419530e-17 2.848788e-17
182 2.611862e-16 4.439011e-16 4.475557e-16 1.947547e-16 4.043955e-17 9.015686e-17 3.348630e-17 2.791533e-17
183 2.558229e-16 4.384501e-16 4.379981e-16 1.915615e-16 3.957055e-17 8.865974e-17 3.279594e-17 2.735754e-17
184 2.506179e-16 4.331364e-16 4.286970e-16 1.884446e-16 3.872496e-17 8.719755e-17 3.212360e-17 2.681395e-17
185 2.455573e-16 4.279559e-16 4.196443e-16 1.854016e-16 3.790191e-17 8.576947e-17 3.146873e-17 2.628414e-17
186 2.406246e-16 4.229046e-16 4.108335e-16 1.824304e-16 3.710082e-17 8.437485e-17 3.083078e-17 2.576774e-17
187 2.357722e-16 4.179787e-16 4.022571e-16 1.795286e-16 3.632090e-17 8.301294e-17 3.020921e-17 2.526433e-17
188 2.313399e-16 4.131745e-16 3.939049e-16 1.766942e-16 3.556149e-17 8.168249e-17 2.960349e-17 2.477350e-17
189 2.272042e-16 4.084884e-16 3.857733e-16 1.739251e-16 3.482199e-17 8.038159e-17 2.901318e-17 2.429478e-17
190 2.229191e-16 4.039171e-16 3.778537e-16 1.712194e-16 3.410175e-17 7.911113e-17 2.843781e-17 2.382799e-17
191 2.186718e-16 3.994571e-16 3.701391e-16 1.685751e-16 3.340018e-17 7.787555e-17 2.787689e-17 2.337322e-17
192 2.145683e-16 3.951053e-16 3.626260e-16 1.659905e-16 3.271668e-17 7.668011e-17 2.732997e-17 2.293065e-17
193 2.104953e-16 3.908586e-16 3.553049e-16 1.634637e-16 3.205075e-17 7.552999e-17 2.679664e-17 2.250046e-17
194 2.065369e-16 3.867140e-16 3.481723e-16 1.609931e-16 3.140181e-17 7.441533e-17 2.627652e-17 2.208153e-17
195 2.026193e-16 3.826685e-16 3.412206e-16 1.585769e-16 3.076933e-17 7.331387e-17 2.576920e-17 2.167164e-17
196 1.988465e-16 3.787194e-16 3.344445e-16 1.562137e-16 3.015280e-17 7.222142e-17 2.527430e-17 2.127021e-17
197 1.951280e-16 3.748639e-16 3.278418e-16 1.539018e-16 2.955182e-17 7.114886e-17 2.479145e-17 2.087797e-17
198 1.914914e-16 3.710995e-16 3.214037e-16 1.516398e-16 2.896588e-17 7.009987e-17 2.432028e-17 2.049504e-17
199 1.879597e-16 3.674234e-16 3.151265e-16 1.494263e-16 2.839449e-17 6.907184e-17 2.386045e-17 2.012097e-17
200 1.844647e-16 3.638333e-16 3.090055e-16 1.472597e-16 2.783725e-17 6.806367e-17 2.341162e-17 1.975546e-17
201 1.810651e-16 3.603269e-16 3.030365e-16 1.451389e-16 2.729376e-17 6.707568e-17 2.297351e-17 1.939836e-17
202 1.777511e-16 3.569016e-16 2.972147e-16 1.430625e-16 2.676359e-17 6.610776e-17 2.254581e-17 1.904949e-17
203 1.745239e-16 3.535554e-16 2.915357e-16 1.410292e-16 2.624637e-17 6.515929e-17 2.212820e-17 1.870858e-17
204 1.713450e-16 3.502860e-16 2.859956e-16 1.390379e-16 2.574170e-17 6.422974e-17 2.172039e-17 1.837542e-17
205 1.682390e-16 3.470913e-16 2.805908e-16 1.370873e-16 2.524928e-17 6.331867e-17 2.132210e-17 1.804980e-17
206 1.652131e-16 3.439692e-16 2.753159e-16 1.351763e-16 2.476865e-17 6.242567e-17 2.093306e-17 1.773151e-17
207 1.622494e-16 3.409177e-16 2.701695e-16 1.333038e-16 2.429959e-17 6.155031e-17 2.055301e-17 1.742035e-17
208 1.593461e-16 3.379349e-16 2.651452e-16 1.314688e-16 2.384164e-17 6.069218e-17 2.018169e-17 1.711613e-17
209 1.565150e-16 3.350188e-16 2.602407e-16 1.296702e-16 2.339454e-17 5.985084e-17 1.981889e-17 1.681869e-17
210 1.537400e-16 3.321678e-16 2.554538e-16 1.279070e-16 2.295805e-17 5.902584e-17 1.946437e-17 1.652784e-17
211 1.510399e-16 3.293799e-16 2.507798e-16 1.261783e-16 2.253179e-17 5.821671e-17 1.911789e-17 1.624339e-17
