Ls TT TE TB EE EB EB_gmv TEB_gmv
130 2.573640e-15 3.990775e-15 5.422009e-15 2.852198e-15 5.144269e-16 4.358216e-16 3.542009e-16
131 2.497421e-15 3.886454e-15 5.262232e-15 2.774858e-15 4.991670e-16 4.230625e-16 3.438734e-16
132 2.424032e-15 3.785847e-15 5.108371e-15 2.700300e-15 4.844742e-16 4.107750e-16 3.339268e-16
133 2.353346e-15 3.688792e-15 4.960168e-15 2.628402e-15 4.703235e-16 3.989379e-16 3.243443e-16
134 2.285243e-15 3.595136e-15 4.817372e-15 2.559046e-15 4.566910e-16 3.875315e-16 3.151098e-16
135 2.219611e-15 3.504735e-15 4.679748e-15 2.492126e-15 4.435539e-16 3.765371e-16 3.062083e-16
136 2.156343e-15 3.417450e-15 4.547071e-15 2.427537e-15 4.308909e-16 3.659367e-16 2.976253e-16
137 2.095337e-15 3.333148e-15 4.419127e-15 2.365179e-15 4.186815e-16 3.557134e-16 2.893471e-16
138 2.036495e-15 3.251708e-15 4.295716e-15 2.304960e-15 4.069060e-16 3.458512e-16 2.813607e-16
139 1.979727e-15 3.173008e-15 4.176644e-15 2.246788e-15 3.955462e-16 3.363346e-16 2.736538e-16
140 1.924943e-15 3.096937e-15 4.061728e-15 2.190581e-15 3.845844e-16 3.271492e-16 2.662146e-16
141 1.872062e-15 3.023386e-15 3.950797e-15 2.136257e-15 3.740041e-16 3.182812e-16 2.590319e-16
142 1.821005e-15 2.952255e-15 3.843681e-15 2.083740e-15 3.637893e-16 3.097173e-16 2.520952e-16
143 1.771696e-15 2.883445e-15 3.740226e-15 2.032954e-15 3.539249e-16 3.014452e-16 2.453942e-16
144 1.724062e-15 2.816863e-15 3.640281e-15 1.983832e-15 3.443965e-16 2.934527e-16 2.389194e-16
145 1.678038e-15 2.752422e-15 3.543704e-15 1.936307e-15 3.351905e-16 2.857285e-16 2.326616e-16
146 1.633555e-15 2.690036e-15 3.450357e-15 1.890314e-15 3.262937e-16 2.782620e-16 2.266120e-16
147 1.590554e-15 2.629627e-15 3.360113e-15 1.845795e-15 3.176938e-16 2.710426e-16 2.207622e-16
148 1.548976e-15 2.571115e-15 3.272846e-15 1.802692e-15 3.093788e-16 2.640606e-16 2.151045e-16
149 1.508763e-15 2.514429e-15 3.188439e-15 1.760948e-15 3.013375e-16 2.573066e-16 2.096311e-16
150 1.469861e-15 2.459499e-15 3.106781e-15 1.720511e-15 2.935591e-16 2.507717e-16 2.043349e-16
151 1.432220e-15 2.406258e-15 3.027763e-15 1.681333e-15 2.860333e-16 2.444472e-16 1.992089e-16
152 1.395791e-15 2.354641e-15 2.951283e-15 1.643364e-15 2.787503e-16 2.383251e-16 1.942465e-16
153 1.360527e-15 2.304589e-15 2.877244e-15 1.606559e-15 2.717006e-16 2.323976e-16 1.894416e-16
154 1.326383e-15 2.256042e-15 2.805550e-15 1.570875e-15 2.648754e-16 2.266573e-16 1.847879e-16
155 1.293316e-15 2.208946e-15 2.736115e-15 1.536269e-15 2.582660e-16 2.210969e-16 1.802799e-16
156 1.261286e-15 2.163245e-15 2.668852e-15 1.502702e-15 2.518644e-16 2.157098e-16 1.759120e-16
157 1.230254e-15 2.118892e-15 2.603680e-15 1.470135e-15 2.456626e-16 2.104894e-16 1.716790e-16
158 1.200183e-15 2.075835e-15 2.540520e-15 1.438531e-15 2.396532e-16 2.054295e-16 1.675758e-16
159 1.171036e-15 2.034028e-15 2.479298e-15 1.407857e-15 2.338291e-16 2.005243e-16 1.635977e-16
160 1.142780e-15 1.993427e-15 2.419943e-15 1.378077e-15 2.281833e-16 1.957679e-16 1.597401e-16
161 1.115382e-15 1.953989e-15 2.362386e-15 1.349160e-15 2.227094e-16 1.911550e-16 1.559985e-16
162 1.088811e-15 1.915672e-15 2.306562e-15 1.321076e-15 2.174011e-16 1.866803e-16 1.523687e-16
163 1.063036e-15 1.878438e-15 2.252408e-15 1.293795e-15 2.122524e-16 1.823389e-16 1.488469e-16
164 1.038030e-15 1.842248e-15 2.199865e-15 1.267289e-15 2.072574e-16 1.781260e-16 1.454289e-16
165 1.013764e-15 1.807066e-15 2.148874e-15 1.241529e-15 2.024108e-16 1.740370e-16 1.421112e-16
166 9.902125e-16 1.772859e-15 2.099380e-15 1.216492e-15 1.977072e-16 1.700674e-16 1.388902e-16
167 9.673504e-16 1.739592e-15 2.051331e-15 1.192151e-15 1.931416e-16 1.662132e-16 1.357625e-16
168 9.451528e-16 1.707233e-15 2.004676e-15 1.168484e-15 1.887090e-16 1.624702e-16 1.327248e-16
169 9.235969e-16 1.675752e-15 1.959367e-15 1.145465e-15 1.844049e-16 1.588346e-16 1.297741e-16
170 9.026606e-16 1.645119e-15 1.915356e-15 1.123075e-15 1.802249e-16 1.553027e-16 1.269072e-16
171 8.823221e-16 1.615306e-15 1.872599e-15 1.101292e-15 1.761644e-16 1.518709e-16 1.241214e-16
172 8.625612e-16 1.586286e-15 1.831053e-15 1.080094e-15 1.722196e-16 1.485358e-16 1.214138e-16
173 8.433578e-16 1.558033e-15 1.790677e-15 1.059464e-15 1.683865e-16 1.452941e-16 1.187818e-16
174 8.246936e-16 1.530521e-15 1.751431e-15 1.039382e-15 1.646611e-16 1.421426e-16 1.162229e-16
