Ls TT TE TB EE EB TE_gmv EB_gmv TEB_gmv TEB_iter TEB_iter_ext
29 1.018388e-12 1.206293e-12 2.073456e-12 9.231454e-13 2.018635e-13 3.498574e-13 1.656426e-13 1.278702e-13 1.036911e-13 1.004219e-13
30 8.895674e-13 1.054367e-12 1.810885e-12 8.066984e-13 1.762887e-13 3.056950e-13 1.446731e-13 1.116915e-13 9.074233e-14 8.788174e-14
31 7.805434e-13 9.257136e-13 1.588623e-12 7.081003e-13 1.546409e-13 2.683022e-13 1.269225e-13 9.799554e-14 7.975412e-14 7.724021e-14
32 6.877512e-13 8.161776e-13 1.399467e-12 6.241633e-13 1.362181e-13 2.364698e-13 1.118154e-13 8.633855e-14 7.038481e-14 6.816650e-14
33 6.083220e-13 7.224446e-13 1.237669e-12 5.523446e-13 1.204604e-13 2.092334e-13 9.889295e-14 7.636672e-14 6.235280e-14 6.038789e-14
34 5.400587e-13 6.418520e-13 1.098614e-12 4.906018e-13 1.069183e-13 1.858187e-13 8.778669e-14 6.779587e-14 5.543808e-14 5.369130e-14
35 4.811272e-13 5.722466e-13 9.785706e-13 4.372831e-13 9.522808e-14 1.655991e-13 7.819861e-14 6.039617e-14 4.945679e-14 4.789869e-14
36 4.300073e-13 5.118759e-13 8.745018e-13 3.910445e-13 8.509394e-14 1.480648e-13 6.988622e-14 5.398063e-14 4.426350e-14 4.286920e-14
37 3.855110e-13 4.593055e-13 7.839224e-13 3.507856e-13 7.627375e-14 1.327988e-13 6.265109e-14 4.839619e-14 3.973518e-14 3.848372e-14
38 3.466334e-13 4.133544e-13 7.047867e-13 3.156007e-13 6.856822e-14 1.194573e-13 5.632985e-14 4.351686e-14 3.577344e-14 3.464692e-14
39 3.125433e-13 3.730451e-13 6.354021e-13 2.847401e-13 6.181246e-14 1.077561e-13 5.078735e-14 3.923840e-14 3.229414e-14 3.127735e-14
40 2.825304e-13 3.375648e-13 5.743610e-13 2.575806e-13 5.586936e-14 9.745874e-14 4.591120e-14 3.547409e-14 2.922931e-14 2.830916e-14
41 2.560400e-13 3.062341e-13 5.204873e-13 2.336011e-13 5.062433e-14 8.836766e-14 4.160746e-14 3.215151e-14 2.652026e-14 2.568554e-14
42 2.325872e-13 2.784826e-13 4.727939e-13 2.123643e-13 4.598122e-14 8.031694e-14 3.779733e-14 2.920982e-14 2.411916e-14 2.336014e-14
43 2.117630e-13 2.538296e-13 4.304488e-13 1.935015e-13 4.185899e-14 7.316673e-14 3.441435e-14 2.659779e-14 2.198436e-14 2.129264e-14
44 1.932214e-13 2.318679e-13 3.927478e-13 1.767007e-13 3.818903e-14 6.679864e-14 3.140228e-14 2.427202e-14 2.008159e-14 1.944986e-14
45 1.766683e-13 2.122515e-13 3.590925e-13 1.616965e-13 3.491306e-14 6.111205e-14 2.871336e-14 2.219565e-14 1.838083e-14 1.780271e-14
46 1.618430e-13 1.946855e-13 3.289726e-13 1.482628e-13 3.198138e-14 5.602115e-14 2.630681e-14 2.033723e-14 1.685718e-14 1.632708e-14
47 1.485521e-13 1.789172e-13 3.019514e-13 1.362060e-13 2.935145e-14 5.145247e-14 2.414777e-14 1.866986e-14 1.548864e-14 1.500167e-14
48 1.365917e-13 1.647295e-13 2.776539e-13 1.253596e-13 2.698674e-14 4.734291e-14 2.220629e-14 1.717041e-14 1.425686e-14 1.380871e-14
49 1.258205e-13 1.519355e-13 2.557568e-13 1.155805e-13 2.485578e-14 4.363809e-14 2.045656e-14 1.581899e-14 1.314554e-14 1.273241e-14
50 1.160854e-13 1.403735e-13 2.359811e-13 1.067446e-13 2.293135e-14 4.029101e-14 1.887627e-14 1.459837e-14 1.214098e-14 1.175950e-14
51 1.072758e-13 1.299034e-13 2.180846e-13 9.874462e-14 2.118990e-14 3.726092e-14 1.744609e-14 1.349363e-14 1.123091e-14 1.087810e-14
52 9.929262e-14 1.204033e-13 2.018568e-13 9.148713e-14 1.961093e-14 3.451239e-14 1.614922e-14 1.249181e-14 1.040501e-14 1.007821e-14
53 9.203472e-14 1.117668e-13 1.871143e-13 8.489070e-14 1.817656e-14 3.201452e-14 1.497101e-14 1.158161e-14 9.653948e-15 9.350814e-15
54 8.542932e-14 1.039011e-13 1.736969e-13 7.888416e-14 1.687119e-14 2.974034e-14 1.389864e-14 1.075313e-14 8.969842e-15 8.688253e-15
55 7.940746e-14 9.672483e-14 1.614639e-13 7.340512e-14 1.568113e-14 2.766659e-14 1.292091e-14 9.997765e-15 8.345541e-15 8.083613e-15
56 7.391070e-14 9.016630e-14 1.502920e-13 6.839876e-14 1.459437e-14 2.577223e-14 1.202794e-14 9.307888e-15 7.774955e-15 7.530993e-15
57 6.888367e-14 8.416254e-14 1.400725e-13 6.381681e-14 1.360031e-14 2.403877e-14 1.121107e-14 8.676769e-15 7.252546e-15 7.025032e-15
58 6.427863e-14 7.865792e-14 1.307096e-13 5.961667e-14 1.268964e-14 2.245002e-14 1.046263e-14 8.098491e-15 6.773571e-15 6.561136e-15
59 6.005287e-14 7.360322e-14 1.221184e-13 5.576064e-14 1.185408e-14 2.099163e-14 9.775847e-15 7.567822e-15 6.333701e-15 6.135111e-15
60 5.616967e-14 6.895480e-14 1.142237e-13 5.221530e-14 1.108632e-14 1.965094e-14 9.144721e-15 7.080124e-15 5.929210e-15 5.743351e-15
61 5.259517e-14 6.467389e-14 1.069589e-13 4.895098e-14 1.037986e-14 1.841667e-14 8.563916e-15 6.631282e-15 5.556684e-15 5.382548e-15
62 4.930330e-14 6.072599e-14 1.002644e-13 4.594125e-14 9.728911e-15 1.727882e-14 8.028688e-15 6.217632e-15 5.213174e-15 5.049848e-15
63 4.626458e-14 5.708032e-14 9.408740e-14 4.316255e-14 9.128318e-15 1.622844e-14 7.534805e-15 5.835908e-15 4.895967e-15 4.742620e-15
64 4.345837e-14 5.370938e-14 8.838047e-14 4.059382e-14 8.573474e-15 1.525757e-14 7.078487e-15 5.483193e-15 4.602709e-15 4.458588e-15
65 4.085970e-14 5.058854e-14 8.310130e-14 3.821623e-14 8.060256e-15 1.435905e-14 6.656353e-15 5.156874e-15 4.331229e-15 4.195647e-15
66 3.845470e-14 4.769573e-14 7.821194e-14 3.601287e-14 7.584970e-15 1.352649e-14 6.265369e-15 4.854614e-15 4.079636e-15 3.951966e-15
67 3.622472e-14 4.501111e-14 7.367832e-14 3.396858e-14 7.144298e-15 1.275413e-14 5.902813e-15 4.574308e-15 3.846178e-15 3.725850e-15
68 3.415289e-14 4.251686e-14 6.946976e-14 3.206969e-14 6.735255e-15 1.203682e-14 5.566237e-15 4.314068e-15 3.629327e-15 3.515817e-15
69 3.222833e-14 4.019689e-14 6.555867e-14 3.030391e-14 6.355153e-15 1.136988e-14 5.253434e-15 4.072190e-15 3.427662e-15 3.320491e-15
70 3.043792e-14 3.803668e-14 6.192012e-14 2.866013e-14 6.001567e-15 1.074911e-14 4.962414e-15 3.847138e-15 3.239938e-15 3.138668e-15
71 2.876992e-14 3.602312e-14 5.853161e-14 2.712833e-14 5.672306e-15 1.017071e-14 4.691378e-15 3.637524e-15 3.064995e-15 2.969223e-15
72 2.721626e-14 3.414435e-14 5.537277e-14 2.569942e-14 5.365387e-15 9.631245e-15 4.438699e-15 3.442091e-15 2.901815e-15 2.811171e-15
73 2.576521e-14 3.238958e-14 5.242513e-14 2.436517e-14 5.079013e-15 9.127596e-15 4.202902e-15 3.259700e-15 2.749445e-15 2.663588e-15
74 2.441007e-14 3.074906e-14 4.967195e-14 2.311810e-14 4.811554e-15 8.656931e-15 3.982648e-15 3.089318e-15 2.607046e-15 2.525662e-15
75 2.314313e-14 2.921391e-14 4.709801e-14 2.195143e-14 4.561529e-15 8.216682e-15 3.776722e-15 2.930007e-15 2.473831e-15 2.396632e-15
76 2.195797e-14 2.777603e-14 4.468946e-14 2.085898e-14 4.327590e-15 7.804505e-15 3.584018e-15 2.780912e-15 2.349108e-15 2.275825e-15
77 2.084720e-14 2.642807e-14 4.243369e-14 1.983511e-14 4.108510e-15 7.418271e-15 3.403527e-15 2.641255e-15 2.232222e-15 2.162610e-15
78 1.980722e-14 2.516330e-14 4.031920e-14 1.887470e-14 3.903168e-15 7.056033e-15 3.234329e-15 2.510325e-15 2.122597e-15 2.056426e-15
79 1.883043e-14 2.397558e-14 3.833547e-14 1.797303e-14 3.710543e-15 6.716015e-15 3.075587e-15 2.387476e-15 2.019688e-15 1.956748e-15
80 1.791383e-14 2.285930e-14 3.647291e-14 1.712583e-14 3.529700e-15 6.396591e-15 2.926531e-15 2.272113e-15 1.923013e-15 1.863107e-15
81 1.705208e-14 2.180931e-14 3.472272e-14 1.632916e-14 3.359784e-15 6.096276e-15 2.786460e-15 2.163695e-15 1.832116e-15 1.775062e-15
82 1.624229e-14 2.082090e-14 3.307685e-14 1.557943e-14 3.200010e-15 5.813705e-15 2.654730e-15 2.061724e-15 1.746592e-15 1.692222e-15
83 1.547994e-14 1.988975e-14 3.152791e-14 1.487333e-14 3.049660e-15 5.547668e-15 2.530750e-15 1.965749e-15 1.666057e-15 1.614213e-15
84 1.476263e-14 1.901188e-14 3.006912e-14 1.420781e-14 2.908074e-15 5.297011e-15 2.413978e-15 1.875351e-15 1.590170e-15 1.540705e-15
85 1.408668e-14 1.818363e-14 2.869423e-14 1.358010e-14 2.774645e-15 5.060652e-15 2.303916e-15 1.790142e-15 1.518605e-15 1.471385e-15
86 1.344911e-14 1.740165e-14 2.739752e-14 1.298763e-14 2.648814e-15 4.837613e-15 2.200105e-15 1.709766e-15 1.451075e-15 1.405973e-15
87 1.284772e-14 1.666283e-14 2.617369e-14 1.242801e-14 2.530068e-15 4.626993e-15 2.102122e-15 1.633897e-15 1.387305e-15 1.344201e-15
88 1.227969e-14 1.596431e-14 2.501787e-14 1.189909e-14 2.417932e-15 4.427964e-15 2.009579e-15 1.562234e-15 1.327047e-15 1.285832e-15
89 1.174264e-14 1.530346e-14 2.392556e-14 1.139883e-14 2.311969e-15 4.239761e-15 1.922116e-15 1.494498e-15 1.270069e-15 1.230639e-15
90 1.123516e-14 1.467783e-14 2.289262e-14 1.092538e-14 2.211775e-15 4.061680e-15 1.839400e-15 1.430433e-15 1.216160e-15 1.178419e-15
91 1.075452e-14 1.408518e-14 2.191521e-14 1.047702e-14 2.116976e-15 3.893070e-15 1.761125e-15 1.369802e-15 1.165120e-15 1.128978e-15
92 1.029939e-14 1.352340e-14 2.098976e-14 1.005214e-14 2.027228e-15 3.733326e-15 1.687007e-15 1.312385e-15 1.116770e-15 1.082142e-15
93 9.868760e-15 1.299058e-14 2.011300e-14 9.649289e-15 1.942209e-15 3.581892e-15 1.616783e-15 1.257979e-15 1.070938e-15 1.037746e-15
94 9.460462e-15 1.248491e-14 1.928187e-14 9.267083e-15 1.861624e-15 3.438248e-15 1.550209e-15 1.206397e-15 1.027470e-15 9.956385e-16
95 9.072600e-15 1.200472e-14 1.849354e-14 8.904255e-15 1.785198e-15 3.301915e-15 1.487060e-15 1.157462e-15 9.862185e-16 9.556778e-16
96 8.704984e-15 1.154848e-14 1.774539e-14 8.559626e-15 1.712674e-15 3.172446e-15 1.427125e-15 1.111014e-15 9.470498e-16 9.177348e-16
97 8.355636e-15 1.111475e-14 1.703498e-14 8.232100e-15 1.643817e-15 3.049429e-15 1.370208e-15 1.066901e-15 9.098367e-16 8.816860e-16
98 8.024096e-15 1.070218e-14 1.636004e-14 7.920658e-15 1.578405e-15 2.932476e-15 1.316130e-15 1.024982e-15 8.744643e-16 8.474201e-16
99 7.708509e-15 1.030954e-14 1.571847e-14 7.624351e-15 1.516233e-15 2.821230e-15 1.264721e-15 9.851292e-16 8.408222e-16 8.148301e-16
100 7.408415e-15 9.935656e-15 1.510829e-14 7.342294e-15 1.457109e-15 2.715357e-15 1.215824e-15 9.472193e-16 8.088107e-16 7.838195e-16
101 7.123280e-15 9.579458e-15 1.452767e-14 7.073665e-15 1.400857e-15 2.614545e-15 1.169292e-15 9.111395e-16 7.783338e-16 7.542955e-16
102 6.851380e-15 9.239934e-15 1.397491e-14 6.817693e-15 1.347310e-15 2.518505e-15 1.124990e-15 8.767845e-16 7.493051e-16 7.261740e-16
103 6.592503e-15 8.916142e-15 1.344841e-14 6.573662e-15 1.296313e-15 2.426964e-15 1.082789e-15 8.440556e-16 7.216408e-16 6.993742e-16
104 6.345951e-15 8.607202e-15 1.294669e-14 6.340902e-15 1.247721e-15 2.339670e-15 1.042571e-15 8.128609e-16 6.952654e-16 6.738229e-16
105 6.110737e-15 8.312292e-15 1.246835e-14 6.118785e-15 1.201399e-15 2.256387e-15 1.004224e-15 7.831146e-16 6.701060e-16 6.494493e-16
106 5.886589e-15 8.030642e-15 1.201210e-14 5.906726e-15 1.157222e-15 2.176893e-15 9.676445e-16 7.547362e-16 6.460965e-16 6.261896e-16
107 5.672376e-15 7.761531e-15 1.157671e-14 5.704176e-15 1.115069e-15 2.100980e-15 9.327354e-16 7.276505e-16 6.231731e-16 6.039818e-16
108 5.468028e-15 7.504284e-15 1.116105e-14 5.510621e-15 1.074832e-15 2.028455e-15 8.994053e-16 7.017871e-16 6.012777e-16 5.827699e-16
109 5.272724e-15 7.258270e-15 1.076406e-14 5.325580e-15 1.036406e-15 1.959136e-15 8.675690e-16 6.770800e-16 5.803543e-16 5.624995e-16
110 5.086477e-15 7.022895e-15 1.038473e-14 5.148601e-15 9.996936e-16 1.892854e-15 8.371465e-16 6.534676e-16 5.603521e-16 5.431213e-16
111 4.908272e-15 6.797601e-15 1.002212e-14 4.979261e-15 9.646043e-16 1.829457e-15 8.080628e-16 6.308930e-16 5.412216e-16 5.245876e-16
112 4.738070e-15 6.581867e-15 9.675358e-15 4.817162e-15 9.310522e-16 1.768797e-15 7.802474e-16 6.093016e-16 5.229182e-16 5.068550e-16
113 4.575134e-15 6.375200e-15 9.343612e-15 4.661930e-15 8.989572e-16 1.710723e-15 7.536343e-16 5.886415e-16 5.053981e-16 4.898812e-16
114 4.419342e-15 6.177140e-15 9.026107e-15 4.513213e-15 8.682437e-16 1.655104e-15 7.281613e-16 5.688645e-16 4.886219e-16 4.736279e-16
115 4.270033e-15 5.987252e-15 8.722112e-15 4.370682e-15 8.388407e-16 1.601813e-15 7.037701e-16 5.499254e-16 4.725511e-16 4.580579e-16
116 4.127061e-15 5.805127e-15 8.430941e-15 4.234026e-15 8.106817e-16 1.550732e-15 6.804056e-16 5.317815e-16 4.571507e-16 4.431374e-16
117 3.990057e-15 5.630380e-15 8.151947e-15 4.102952e-15 7.837037e-16 1.501750e-15 6.580162e-16 5.143929e-16 4.423866e-16 4.288331e-16
118 3.858773e-15 5.462648e-15 7.884523e-15 3.977185e-15 7.578476e-16 1.454764e-15 6.365532e-16 4.977218e-16 4.282277e-16 4.151152e-16
119 3.732843e-15 5.301591e-15 7.628094e-15 3.856464e-15 7.330579e-16 1.409675e-15 6.159708e-16 4.817328e-16 4.146439e-16 4.019542e-16
120 3.612155e-15 5.146884e-15 7.382121e-15 3.740545e-15 7.092819e-16 1.366390e-15 5.962257e-16 4.663923e-16 4.016074e-16 3.893236e-16
121 3.496188e-15 4.998225e-15 7.146094e-15 3.629196e-15 6.864703e-16 1.324822e-15 5.772771e-16 4.516690e-16 3.890915e-16 3.771971e-16
122 3.384914e-15 4.855326e-15 6.919532e-15 3.522200e-15 6.645762e-16 1.284889e-15 5.590866e-16 4.375329e-16 3.770715e-16 3.655510e-16
123 3.278173e-15 4.717915e-15 6.701981e-15 3.419351e-15 6.435557e-16 1.246514e-15 5.416179e-16 4.239560e-16 3.655234e-16 3.543621e-16
124 3.175694e-15 4.585737e-15 6.493013e-15 3.320453e-15 6.233671e-16 1.209622e-15 5.248366e-16 4.109117e-16 3.544254e-16 3.436092e-16
125 3.076945e-15 4.458549e-15 6.292223e-15 3.225322e-15 6.039711e-16 1.174144e-15 5.087104e-16 3.983751e-16 3.437560e-16 3.332715e-16
126 2.982209e-15 4.336121e-15 6.099228e-15 3.133786e-15 5.853306e-16 1.140016e-15 4.932087e-16 3.863223e-16 3.334957e-16 3.233300e-16
127 2.891196e-15 4.218237e-15 5.913667e-15 3.045679e-15 5.674103e-16 1.107174e-15 4.783025e-16 3.747310e-16 3.236252e-16 3.137662e-16
128 2.803420e-15 4.104692e-15 5.735195e-15 2.960844e-15 5.501771e-16 1.075561e-15 4.639643e-16 3.635800e-16 3.141272e-16 3.045632e-16
129 2.719199e-15 3.995291e-15 5.563491e-15 2.879136e-15 5.335994e-16 1.045120e-15 4.501683e-16 3.528492e-16 3.049843e-16 2.957042e-16
130 2.638159e-15 3.889850e-15 5.398245e-15 2.800414e-15 5.176475e-16 1.015798e-15 4.368898e-16 3.425195e-16 2.961809e-16 2.871741e-16
131 2.559929e-15 3.788193e-15 5.239169e-15 2.724545e-15 5.022932e-16 9.875471e-16 4.241056e-16 3.325731e-16 2.877015e-16 2.789580e-16
132 2.484762e-15 3.690156e-15 5.085985e-15 2.651404e-15 4.875096e-16 9.603190e-16 4.117937e-16 3.229928e-16 2.795321e-16 2.710420e-16
133 2.412341e-15 3.595582e-15 4.938433e-15 2.580871e-15 4.732714e-16 9.340684e-16 3.999331e-16 3.137623e-16 2.716588e-16 2.634129e-16
134 2.342473e-15 3.504320e-15 4.796265e-15 2.512834e-15 4.595546e-16 9.087533e-16 3.885039e-16 3.048665e-16 2.640688e-16 2.560583e-16
135 2.275295e-15 3.416229e-15 4.659245e-15 2.447185e-15 4.463364e-16 8.843333e-16 3.774874e-16 2.962906e-16 2.567497e-16 2.489661e-16
136 2.210367e-15 3.331175e-15 4.527151e-15 2.383823e-15 4.335950e-16 8.607695e-16 3.668656e-16 2.880209e-16 2.496901e-16 2.421253e-16
137 2.147969e-15 3.249030e-15 4.399770e-15 2.322649e-15 4.213100e-16 8.380257e-16 3.566217e-16 2.800441e-16 2.428786e-16 2.355248e-16
138 2.087599e-15 3.169673e-15 4.276902e-15 2.263573e-15 4.094617e-16 8.160697e-16 3.467394e-16 2.723482e-16 2.363049e-16 2.291548e-16
139 2.029543e-15 3.092986e-15 4.158353e-15 2.206507e-15 3.980316e-16 7.948701e-16 3.372035e-16 2.649214e-16 2.299589e-16 2.230052e-16
140 1.973364e-15 3.018862e-15 4.043943e-15 2.151367e-15 3.870020e-16 7.743951e-16 3.279993e-16 2.577523e-16 2.238312e-16 2.170672e-16
141 1.919304e-15 2.947194e-15 3.933498e-15 2.098074e-15 3.763562e-16 7.546128e-16 3.191131e-16 2.508300e-16 2.179125e-16 2.113318e-16
142 1.866995e-15 2.877884e-15 3.826854e-15 2.046552e-15 3.660781e-16 7.354942e-16 3.105316e-16 2.441442e-16 2.121945e-16 2.057907e-16
143 1.816505e-15 2.810836e-15 3.723854e-15 1.996731e-15 3.561526e-16 7.170123e-16 3.022423e-16 2.376852e-16 2.066688e-16 2.004359e-16
144 1.767699e-15 2.745961e-15 3.624349e-15 1.948541e-15 3.465652e-16 6.991413e-16 2.942332e-16 2.314438e-16 2.013277e-16 1.952599e-16
145 1.720603e-15 2.683170e-15 3.528196e-15 1.901917e-15 3.373021e-16 6.818561e-16 2.864930e-16 2.254110e-16 1.961637e-16 1.902555e-16
146 1.674941e-15 2.622384e-15 3.435260e-15 1.856798e-15 3.283502e-16 6.651333e-16 2.790108e-16 2.195785e-16 1.911697e-16 1.854158e-16
147 1.631014e-15 2.563523e-15 3.345413e-15 1.813123e-15 3.196969e-16 6.489511e-16 2.717763e-16 2.139382e-16 1.863389e-16 1.807343e-16
148 1.588346e-15 2.506512e-15 3.258530e-15 1.770836e-15 3.113304e-16 6.332877e-16 2.647796e-16 2.084826e-16 1.816650e-16 1.762048e-16
149 1.547175e-15 2.451280e-15 3.174495e-15 1.729884e-15 3.032393e-16 6.181224e-16 2.580113e-16 2.032042e-16 1.771417e-16 1.718211e-16
150 1.507365e-15 2.397759e-15 3.093196e-15 1.690214e-15 2.954126e-16 6.034363e-16 2.514625e-16 1.980962e-16 1.727633e-16 1.675778e-16
151 1.468744e-15 2.345883e-15 3.014526e-15 1.651779e-15 2.878401e-16 5.892113e-16 2.451246e-16 1.931520e-16 1.685240e-16 1.634693e-16
152 1.431457e-15 2.295592e-15 2.938382e-15 1.614530e-15 2.805119e-16 5.754296e-16 2.389894e-16 1.883652e-16 1.644186e-16 1.594905e-16
153 1.395308e-15 2.246824e-15 2.864669e-15 1.578422e-15 2.734185e-16 5.620735e-16 2.330491e-16 1.837297e-16 1.604418e-16 1.556364e-16
154 1.360365e-15 2.199525e-15 2.793291e-15 1.543414e-15 2.665509e-16 5.491275e-16 2.272964e-16 1.792399e-16 1.565890e-16 1.519023e-16
155 1.326460e-15 2.153638e-15 2.724162e-15 1.509464e-15 2.599006e-16 5.365766e-16 2.217240e-16 1.748901e-16 1.528553e-16 1.482837e-16
156 1.293570e-15 2.109112e-15 2.657195e-15 1.476533e-15 2.534592e-16 5.244059e-16 2.163251e-16 1.706752e-16 1.492364e-16 1.447762e-16
157 1.261784e-15 2.065899e-15 2.592309e-15 1.444582e-15 2.472189e-16 5.126008e-16 2.110934e-16 1.665900e-16 1.457279e-16 1.413757e-16
158 1.230954e-15 2.023949e-15 2.529428e-15 1.413578e-15 2.411722e-16 5.011478e-16 2.060224e-16 1.626297e-16 1.423257e-16 1.380783e-16
159 1.201105e-15 1.983217e-15 2.468475e-15 1.383484e-15 2.353118e-16 4.900349e-16 2.011064e-16 1.587898e-16 1.390261e-16 1.348802e-16
160 1.172091e-15 1.943661e-15 2.409382e-15 1.354269e-15 2.296310e-16 4.792495e-16 1.963395e-16 1.550658e-16 1.358251e-16 1.317777e-16
161 1.144012e-15 1.905237e-15 2.352078e-15 1.325900e-15 2.241230e-16 4.687794e-16 1.917163e-16 1.514535e-16 1.327193e-16 1.287675e-16
162 1.116821e-15 1.867907e-15 2.296500e-15 1.298348e-15 2.187817e-16 4.586132e-16 1.872317e-16 1.479488e-16 1.297053e-16 1.258461e-16
163 1.090302e-15 1.831631e-15 2.242585e-15 1.271583e-15 2.136009e-16 4.487406e-16 1.828806e-16 1.445479e-16 1.267797e-16 1.230103e-16
164 1.064731e-15 1.796374e-15 2.190273e-15 1.245578e-15 2.085749e-16 4.391511e-16 1.786582e-16 1.412470e-16 1.239394e-16 1.202573e-16
165 1.039881e-15 1.762099e-15 2.139506e-15 1.220307e-15 2.036981e-16 4.298351e-16 1.745599e-16 1.380427e-16 1.211813e-16 1.175839e-16
166 1.015707e-15 1.728773e-15 2.090231e-15 1.195744e-15 1.989653e-16 4.207838e-16 1.705814e-16 1.349317e-16 1.185026e-16 1.149875e-16
167 9.923910e-16 1.696363e-15 2.042393e-15 1.171864e-15 1.943712e-16 4.119887e-16 1.667184e-16 1.319106e-16 1.159006e-16 1.124653e-16
168 9.695677e-16 1.664839e-15 1.995944e-15 1.148644e-15 1.899111e-16 4.034410e-16 1.629669e-16 1.289764e-16 1.133725e-16 1.100147e-16
169 9.475096e-16 1.634170e-15 1.950834e-15 1.126061e-15 1.855802e-16 3.951312e-16 1.593230e-16 1.261259e-16 1.109158e-16 1.076334e-16
170 9.260544e-16 1.604328e-15 1.907017e-15 1.104095e-15 1.813740e-16 3.870504e-16 1.557830e-16 1.233562e-16 1.085280e-16 1.053188e-16
